BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,target
14.70177809,14.55245866,0.751227007,5.676403246,4.017097712,1
14.68168196,14.56530687,0.715464569,5.681307022,4.017095863,1
14.70177809,14.5495375,0.751227007,5.688992684,4.017095658,1
14.70176441,14.55256065,0.748510655,5.688992684,4.017093986,1
14.70165852,14.55206691,0.746612911,5.777756943,4.022064307,1
13.30277491,17.43071176,0.526943493,5.688992684,4.018460951,1
14.70040667,14.54680763,0.740324491,5.68741858,4.023931787,1
14.70177809,14.54598097,0.751227007,5.688992684,4.025725235,1
14.70165852,14.55206702,0.746612912,5.777774083,4.022064967,1
14.70588815,14.56868092,0.77868593,5.722410085,3.161976,1
14.70588815,14.56802014,0.77868593,5.69337664,3.16285793,1
14.70588815,14.56976452,0.77868593,5.753814113,3.161976,1
14.70588815,14.69091268,0.77868593,5.676430607,3.251590816,1
14.70178986,13.63925863,0.752167598,5.682069015,3.292731312,1
14.69966503,14.783187,0.738894388,5.689074243,4.022059951,1
14.70245287,13.63691578,0.752770074,5.687617112,3.177693471,1
14.70610218,14.56607117,0.777846363,5.754779653,3.275623129,0
14.69995596,14.54320284,0.740332183,5.694099121,4.04849435,1
0,0,0,0,0,1
13.30412055,17.42476881,0.546055841,5.774077605,3.221477838,0
14.7006228,14.54078311,0.741477501,5.730818053,3.162304184,1
14.70039846,14.55712784,0.741113965,5.749565434,3.196632091,1
14.7004329,14.55169739,0.740381351,5.694041476,3.160844032,1
14.70043287,14.5516996,0.740380643,5.694041476,3.161637217,1
14.70043287,14.55169971,0.740380755,5.694041476,3.161656086,1
14.70046326,14.55160851,0.740401771,5.694044219,3.160081483,1
14.70720252,13.62432016,0.787252472,5.670485395,4.119063851,1
13.30344933,17.42774075,0.536444623,5.694862952,3.286559131,1
13.30344722,17.42774209,0.536437149,5.694862952,3.286554587,1
13.30344752,17.42774203,0.536437949,5.694862951,3.286595506,1
13.30344778,17.42774169,0.536438494,5.694862952,3.286660758,1
13.30344981,17.42774001,0.536446526,5.694862953,3.286486808,1
13.30344802,17.42774132,0.536439402,5.694862952,3.286545026,1
15.44420531,14.69082377,0.919769545,5.734583925,4.025135695,1
14.70178986,13.638301,0.752177872,5.710176591,4.119023178,0
14.70242522,14.56539587,0.748743735,5.758904059,3.269591678,1
13.30277962,17.43070867,0.526952082,5.684333221,4.024787388,1
14.70062082,14.5656342,0.741348984,5.758956562,3.269661871,1
0,0,0,0,0,1
14.70177503,14.82536323,0.74399698,5.748823433,3.218812569,1
13.30412034,17.42476948,0.546066054,5.758912292,3.275015992,1
14.70106459,13.64296787,0.741471997,5.783695745,4.027815347,0
14.60858404,13.72232256,0.691675239,5.783923281,4.028151583,1
14.70053715,13.64438382,0.741445048,5.679869634,3.258608436,1
14.69966503,14.56023149,0.738894391,5.649823738,3.214962485,1
14.69970906,14.63885567,0.739110354,5.685688359,4.023598783,0
14.69970889,14.63886446,0.73910948,5.685688358,4.023609301,0
14.6997088,14.63886888,0.739109044,5.685688358,4.023614587,0
14.69970871,14.63887331,0.739108609,5.685688357,4.023619891,0
13.30276229,17.43071909,0.526884544,5.689990074,4.044093145,1
13.30276767,17.43071523,0.526903256,5.689990206,4.044085706,1
13.30275694,17.43072296,0.526866138,5.689989944,4.04410064,1
13.3041166,17.42477539,0.545825174,5.694621931,3.253675536,1
14.70048735,14.54078805,0.741143589,5.749410599,3.187536031,1
15.44420548,14.69080761,0.919809768,5.730752829,4.026755501,1
14.69966503,14.56022625,0.738894401,5.649823738,3.209811198,1
14.69966503,14.56022887,0.738894396,5.649823738,3.212552665,1
14.69966503,14.56022637,0.73889433,5.649823738,3.212417851,1
14.69966503,14.56022991,0.738893918,5.649823738,4.023144621,1
14.69966503,14.56022284,0.73889473,5.649823738,3.210109113,1
13.30411336,17.42477429,0.545935017,5.758892086,4.038449077,1
13.30345064,17.4277393,0.536449318,5.69486295,3.286464883,1
13.3034504,17.42773966,0.536448385,5.69486295,3.286701013,1
13.30345038,17.42773965,0.536448202,5.694859308,3.286465807,1
13.30345014,17.42774002,0.536447264,5.694854681,3.286614969,1
13.30344985,17.42774007,0.53644729,5.694862954,3.286465807,1
13.30344985,17.42774007,0.536447314,5.694862954,3.286465807,1
13.30344985,17.42774007,0.53644731,5.694862954,3.286465807,1
13.30345011,17.42773972,0.536448375,5.694862954,3.286464883,1
13.30345011,17.42773972,0.536448425,5.694862954,3.286464883,1
13.30345019,17.42774296,0.536327632,5.69308972,4.018026846,1
14.69995356,14.54320609,0.740320842,5.694099094,4.048497408,1
14.69995356,14.54320609,0.740320842,5.694099094,4.048497408,1
14.69693714,14.64196916,0.751706123,5.692138171,3.247768079,0
13.3041187,17.42477382,0.545856085,5.691778101,3.247768079,0
14.69666405,14.64197141,0.751716694,5.686230727,3.247760746,0
14.69693712,14.64196833,0.751705941,5.686230639,3.247768079,0
14.70220493,14.56541312,0.748721501,5.758920684,3.274891287,1
14.70177584,14.55774164,0.744079377,5.748824658,3.218708034,0
14.70681348,14.56945956,0.779279473,5.797872633,3.191320981,0
13.30278192,17.43070686,0.526962638,5.689423844,4.022116789,0
14.7068135,14.56946187,0.779279713,5.699623254,3.195026092,0
13.30411961,17.42477298,0.545852467,5.699012592,3.224162887,0
14.70681393,14.56945318,0.779280961,5.799311766,3.190309518,0
14.70681408,14.5694494,0.779281528,5.79939673,3.168604118,0
14.70177592,14.54966267,0.750984929,5.674015118,4.017090155,1
14.70242515,14.56540119,0.748743308,5.758597914,3.276794057,1
14.70177592,14.54966941,0.750984913,5.674015067,4.017095461,1
14.70105138,13.64281048,0.741569651,5.74228961,4.030625639,0
14.7018586,14.55880828,0.746114532,5.774096137,4.027550756,0
14.70049595,13.64471432,0.741431195,5.679458222,3.297601255,1
13.3041208,17.42477048,0.545838317,5.754780959,3.216842528,1
14.70226644,13.6374066,0.752741259,5.692621958,3.182688629,1
14.70720224,13.62433006,0.787165251,5.728666464,4.118979934,1
14.69966503,14.63884261,0.738894383,5.685688361,4.023583137,1
14.69995648,14.54360059,0.740334398,5.694099141,4.04849529,1
14.6999537,14.54360702,0.740319638,5.694099075,4.04849941,1
14.69994598,14.55172551,0.740267211,5.694099027,4.048509672,1
14.70181366,14.56434758,0.7751656,5.761469018,4.037751098,0
14.7028948,14.56432717,0.775339451,5.761469102,4.034230231,1
14.70270937,14.55502095,0.751873735,5.717675814,3.259474896,1
14.70181365,14.56616752,0.775156357,5.761386568,4.037755789,0
14.70048735,14.54078805,0.741143589,5.749410599,3.187536031,1
14.70585606,14.56436783,0.776725477,5.761450275,3.295363153,1
13.3031547,17.42581741,0.545237521,5.693729176,3.294590417,1
5.571904508,14.56621014,0.631128555,0.991878752,3.23181319,1
14.6069435,14.54023402,0.681929451,5.688556726,4.019993461,1
14.70123278,14.55175804,0.74147724,5.670177537,3.342727471,0
14.70230743,14.55881524,0.746162032,5.774061163,3.209339477,0
14.70270924,14.55515042,0.751801564,5.722701938,3.252724599,1
14.70270939,14.55514935,0.751802136,5.722701117,3.252708485,1
14.70177584,14.82535687,0.744072706,5.748823629,3.218744496,1
14.70245266,13.63691827,0.752768864,5.68761797,3.177717342,1
14.69966503,14.63884261,0.738894383,5.685688361,4.023583137,1
14.6997696,14.55681051,0.740343144,5.653550255,3.269753218,1
14.7004934,14.55678287,0.741083048,5.749617505,3.188211976,1
14.70618829,14.54085764,0.778561443,5.738831572,4.130083943,1
14.70618828,14.54453954,0.778561439,5.73883157,4.130089399,0
14.70090092,13.6430166,0.741546853,5.738827329,4.130093039,1
14.7061124,13.62830698,0.778221902,5.738825092,4.130095593,1
14.65142719,14.59492562,0.669192996,5.698986312,4.034808051,1
14.6514632,14.59492159,0.669201452,5.698986312,4.029478571,1
14.65149524,14.59500245,0.669206309,5.698986312,4.029478571,1
14.65149486,14.5950208,0.669205492,5.698986311,4.034295006,0
14.70147809,14.55884357,0.746030692,5.700106066,4.034802946,0
14.70152832,14.5588372,0.746083633,5.700106066,4.0294759,0
14.70181784,14.55920156,0.746118898,5.700106066,4.0294759,0
14.70181784,14.55936426,0.746117847,5.700106065,4.034292111,0
14.70153452,14.55907882,0.746055241,5.774105687,4.037993387,0
14.70181702,14.55907156,0.746110563,5.774105374,4.034264711,0
14.70207856,14.55955862,0.746142405,5.774105352,4.034264711,0
14.70207853,14.55976218,0.746141251,5.774104702,4.039020012,0
14.70270967,14.55501532,0.751875072,5.722710696,3.238026594,1
14.70270952,14.55501954,0.751874578,5.722708532,3.245791177,0
14.70270937,14.55502084,0.751873996,5.722699851,3.245748829,1
14.70270921,14.55502219,0.751873415,5.722703567,3.245752721,1
14.70270951,14.55502011,0.751874479,5.722700708,3.245412335,1
14.70270878,14.55515782,0.751799937,5.722692296,3.258243629,1
14.70270924,14.55515058,0.751801665,5.722696203,3.252726236,1
14.70270925,14.55515076,0.751801749,5.674178599,3.25272818,1
14.70270908,14.55502849,0.751873109,5.69955011,3.246893637,1
14.70270924,14.55515094,0.751801598,5.720356211,3.253260444,1
14.70270839,14.55544729,0.75180068,5.722701001,3.253260444,1
14.70270952,14.55501672,0.751874228,5.717676706,3.254075938,0
14.70270924,14.55515083,0.751801292,5.717614708,3.271881545,1
14.70270909,14.55515513,0.751800807,5.71761386,3.275370224,1
14.70270955,14.55501824,0.751874532,5.722710693,3.254075938,1
14.70270936,14.55501807,0.751873698,5.718087671,3.254473581,1
14.70255046,14.55502573,0.751860404,5.719947779,3.259814327,1
14.70270842,14.56383241,0.751872677,5.715960084,3.259859968,1
14.70270936,14.55502425,0.751873864,5.715137345,3.24074513,1
14.70270908,14.55515841,0.75180095,5.715086155,3.255333775,1
14.70270952,14.5550167,0.751875002,5.710216626,3.264158829,1
14.70270952,14.55501684,0.751874334,5.713787733,3.238778732,1
14.70255079,14.55502583,0.751871997,5.717675774,3.272966579,1
14.70270786,14.55561061,0.751811038,5.722697843,3.258591821,1
13.3027821,17.4307041,0.526965312,5.692151996,4.022250719,1
13.30278172,17.43070463,0.526963551,5.692151973,4.022251625,1
13.30278246,17.43070355,0.52696667,5.692152049,4.022248574,1
13.3041208,17.42477048,0.545838317,5.754780959,3.216842528,0
13.30411775,17.42477172,0.545773298,5.769681551,4.027556485,0
14.70230842,14.5588156,0.746154605,5.739970917,3.222285808,0
14.70107464,14.56204936,0.751891839,5.673992774,4.043974746,1
14.70238162,14.55881031,0.746177383,5.774106692,3.208914084,0
14.70043293,14.55168466,0.740382067,5.694041476,3.19757731,1
14.70238162,14.55881031,0.746177383,5.774106692,3.208914084,0
14.6999512,14.54538132,0.740298354,5.693488065,4.048507469,1
14.70058503,14.54316415,0.74038721,5.694099085,3.171614751,1
14.69627908,14.5593389,0.740326557,5.694097337,4.048497509,1
14.69995405,14.54320529,0.740321528,5.694099119,4.048496352,1
14.69966503,14.78191724,0.738894404,5.689074355,4.018485806,1
