MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,NsssN,PEOE_VSA3,MATS1s,ATSC3v,GATS1se,SaaN,MINaaN,AMID_h,SaasN,AATS4pe,PEOE_VSA9,GATS7c,SssNH,MATS1Z,SlogP_VSA10,ATS7Z,BCUTs-1l,naRing,MAXsssN,AATS1i,EState_VSA2,FilterItLogS,SRW05,AATS3v,MATS2pe,n5HRing,SRW07,ATS8are,nAromAtom,MATS1m,CIC2,MINssO,ATSC4s,n5Ring,BCUTp-1h,target
3.54166336,194.6666667,0.429809598,3.54166336,10.90292493,1,9.740498951,0.639131853,0.710599331,0.811693865,4.406399324,4.406399324,0.321379533,0.659301291,5.907869048,5.516700718,0.93434209,3.54166336,0.687687024,11.37477255,1457,1.304263946,3,2.426535423,145.493729,22.37249079,0.675764885,2.010426078,200.8168416,0.372416475,0,3.689805535,608.407,16,0.695661945,0.228381417,3.818168648,0.572622157,0,2.207902675,1
3.240587444,916.6666667,0.384885504,2.957688315,6.514573265,1,14.57305289,0.663202834,0.467636302,0.759932255,8.681318057,4.038492312,0.480248001,0.659301291,6.057806545,27.63399456,1.066953114,9.249248772,0.725315164,9.589074368,4525,0.609493206,4,1.552743268,146.4817089,36.54676391,0.626472433,3.044522438,174.2560383,0.554106496,2,5.209486153,2034.5048,22,0.733856263,0.302259865,5.487756285,0.537743725,2,2.937960973,1
3.050170777,1030.666667,0.374952412,2.751204495,6.514573265,1,14.57305289,0.661664195,0.451500928,0.726059853,8.614434397,3.996434699,0.506197745,0.659301291,6.169237453,33.67583539,1.133733717,8.685349727,0.720628338,9.589074368,4789,0.609493206,4,1.500685655,146.4168598,31.1496762,0.640602664,3.044522438,180.0142444,0.537040056,2,5.209486153,2011.1588,22,0.729323938,0.291376181,5.383867396,0.520925398,2,2.937963321,1
3.285442886,944.6666667,0.393491772,3.067436963,6.514573265,1,14.57305289,0.673128582,0.573886603,0.752235675,8.801685919,4.048860174,0.463775181,0.659301291,6.078366784,27.63399456,1.040283454,9.43223483,0.728240701,9.589074368,5009,0.609493205,4,1.830521046,146.0457052,42.58860474,0.621358668,4.110873864,173.1971948,0.558004386,2,6.042632834,2192.7408,22,0.737051203,0.323169541,5.508935423,0.544727254,2,2.937967958,1
3.193022251,674.6666667,0.388096272,2.935931496,6.514573265,1,14.57305289,0.664181197,0.53904025,0.766623413,8.644998792,4.021581326,0.522404998,0.659301291,6.064717871,27.63399456,1.072795207,9.158169943,0.726450228,9.589074368,4037,0.609493208,3,1.554800882,147.5178853,36.54676391,0.65306282,3.044522438,166.1358413,0.572263227,2,5.209486153,1921.1128,16,0.734696834,0.283957455,5.439603843,0.540545754,2,2.937945578,1
3.218830625,726.3333333,0.388096272,2.945319726,6.514573265,1,14.57305289,0.664181197,0.53904025,0.766623413,8.641741868,4.012088467,0.522365649,0.659301291,6.064717871,27.63399456,1.031609125,9.167558172,0.726450228,9.589074368,4047,0.609493208,3,1.553900676,147.5178853,36.54676391,0.65306282,3.044522438,166.1358413,0.572263227,2,5.209486153,1919.4688,16,0.734696834,0.283957455,5.396380151,0.540545754,2,2.937945578,1
3.050170777,951,0.410201542,2.657919796,6.514573265,1,14.57305289,0.647396918,0.505645151,0.809115601,8.596713504,4.018220321,0.526118328,0.659301291,6.146258964,34.24087653,1.168664516,8.712005974,0.714966341,9.589074368,4319,0.609493207,4,1.434965491,147.0262846,25.23532003,0.655353751,3.044522438,175.8884357,0.488782514,2,5.209486153,1746.4338,22,0.724110469,0.256623397,5.44818443,0.556218592,2,2.937956316,0
3.188504111,930,0.371300011,2.879169796,6.514573265,1,14.57305289,0.650338124,0.530717194,0.805695812,8.656386977,4.032338239,0.515684211,0.659301291,6.0993,27.63399456,1.093691417,9.104192613,0.717637448,9.589074368,4509,0.609493207,4,1.519149164,147.6863583,43.59443589,0.637542002,3.044522438,172.2365081,0.517064589,2,5.209486153,1926.5148,22,0.726526813,0.266491413,5.47647585,0.526721086,2,2.937959846,0
3.303780314,1118,0.381523087,3.039916678,6.514573265,2,14.57305289,0.679495835,0.488437226,0.794286581,8.742295043,4.055578162,0.514568242,0.659301291,6.027807616,40.84775849,1.258837765,9.417365791,0.732318349,9.589074368,5249,0.609493204,4,2.261623521,147.1913479,30.62885786,0.624616118,3.044522438,170.3099735,0.433177091,2,5.209486153,2227.9818,22,0.740896125,0.284699074,5.526496111,0.533648926,2,2.937974646,0
3.18467758,1066,0.368334317,2.732902004,6.514573265,1,14.57305289,0.667745609,0.503160591,0.755868757,8.662568216,4.033333527,0.52330966,0.659301291,6.107377818,27.63399456,1.151918681,11.82929867,0.71906767,9.589074368,4969,0.609493206,4,1.493241347,147.3699231,55.93316356,0.617328591,3.044522438,173.0017457,0.535760003,2,5.209486153,2072.1768,22,0.72770518,0.269738951,5.485816442,0.515117907,2,2.937968467,1
3.129671202,1126.666667,0.371367347,2.420402004,6.514573265,1,27.71294474,0.589243916,0.491857501,0.675316873,8.632223268,4.024568009,0.584612682,0.659301291,6.128220863,33.88976375,1.185173941,11.36937001,0.798016046,9.589074368,5365,0.299243741,4,1.443231702,146.972119,44.1188041,0.619707912,3.044522438,172.5442771,0.587369675,2,5.209486153,2110.8898,22,0.803122669,0.260491052,5.474087417,0.506907748,2,2.956264829,1
3.18467758,1066,0.368334317,2.732902004,6.514573265,1,14.57305289,0.667745609,0.503160591,0.755868757,8.662568216,4.033333527,0.52330966,0.659301291,6.107377818,27.63399456,1.151918681,11.82929867,0.71906767,9.589074368,4969,0.609493206,4,1.493241347,147.3699231,55.93316356,0.617328591,3.044522438,173.0017457,0.535760003,2,5.209486153,2072.1768,22,0.72770518,0.269738951,5.485816442,0.515117907,2,2.937968467,0
3.001281888,1044,0.385252541,2.60875313,6.514573265,1,14.57305289,0.654652294,0.484237843,0.775113438,8.572917077,4.010925951,0.539045782,0.659301291,6.165227626,34.05481619,1.074310406,8.591168049,0.710813077,9.589074368,4662,0.609493207,4,1.371662392,146.8828322,25.11138525,0.65811585,3.044522438,177.3188407,0.54733992,2,5.209486153,1886.8438,22,0.719977857,0.263329218,5.442774064,0.526641987,2,2.937961849,1
3.056837444,1024,0.383412577,2.68875313,6.514573265,1,14.57305289,0.652545462,0.476993542,0.769126358,8.599837492,4.017846367,0.539045782,0.659301291,6.140913462,34.05481619,1.095203599,8.74325253,0.712723165,9.589074368,4659,0.609493207,4,1.412478718,147.6331399,31.53220687,0.651672791,3.044522438,176.7423898,0.542695834,2,5.209486153,1901.9448,22,0.721772342,0.269296586,5.454608384,0.528341845,2,2.937962171,1
3.032987752,877,0.398002745,2.629140113,6.514573265,1,9.589074368,0.654825425,0.465560667,0.816774597,8.029927114,4.010511383,0.559695524,0.659301291,6.192637946,29.04986411,1.055353114,8.65731148,0.711712763,9.589074368,4073,0.609517548,4,1.429363639,147.3067289,18.69056362,0.682405949,3.044522438,177.2980837,0.441377932,2,5.129898715,1579.6197,22,0.721325732,0.265670409,5.432553918,0.546501031,2,2.937939189,1
3.220667793,880.6666667,0.378895545,2.920310748,6.514573265,1,14.57305289,0.667808509,0.458736543,0.763427253,8.279819436,4.03051221,0.510105433,0.659301291,6.085727016,28.13691014,0.959106128,9.182452574,0.723863265,9.589074368,4225,0.610029532,4,1.520891417,146.692885,36.54676391,0.653502548,3.044522438,174.8808297,0.523500505,2,5.129898715,1872.2708,22,0.732808126,0.268288097,5.47160539,0.534059265,2,2.937867904,1
3.265523235,900.6666667,0.387848095,3.041977415,6.514573265,1,14.57305289,0.678917969,0.567556961,0.754442361,8.400187298,4.040880072,0.491373552,0.659301291,6.107583203,28.13691014,0.937801579,9.365438632,0.72677768,9.589074368,4659,0.610028587,4,1.798669194,146.2050072,42.58860474,0.64834302,4.110873864,173.6730734,0.528974814,2,6.008813185,2023.5468,22,0.735967663,0.292720317,5.492784529,0.541143234,2,2.937874784,1
3.228133358,890.6666667,0.377080532,2.934925969,6.514573265,1,14.57305289,0.665277655,0.45114401,0.762027374,8.477085854,4.033334183,0.499274265,0.659301291,6.081034646,27.63399456,0.985551761,9.207967966,0.724465076,9.589074368,4351,0.609546465,4,1.53422475,146.6179998,36.54676391,0.638149349,3.044522438,175.986737,0.548374839,2,5.209486153,1960.6028,22,0.733266644,0.265726918,5.477388422,0.532786662,2,2.937963376,1
3.237393,1060,0.36792087,2.94875313,6.514573265,1,19.55703141,0.673248159,0.453271049,0.79437376,12.80621012,4.043424136,0.530381932,0.659301291,6.110947584,33.96131464,1.11983477,9.237527094,0.722743776,9.589074368,4917,0.609493206,5,1.529506779,147.4615459,37.04967949,0.60940432,3.433987204,177.5764381,0.513274708,3,5.587248658,1967.3928,27,0.731802772,0.25681695,5.503274004,0.525148227,3,2.937969941,1
3.240374859,947,0.371213553,2.953058685,6.514573265,1,14.57305289,0.668904143,0.518541318,0.793128108,8.687928171,4.04061497,0.508497605,0.659301291,6.075067647,27.63399456,1.169749173,12.33983428,0.723246805,9.589074368,4685,0.609493206,4,1.549761409,147.5130815,30.62885786,0.614536371,3.044522438,171.7285762,0.500676265,2,5.209486153,2004.5568,22,0.731846985,0.276770873,5.493004651,0.528015139,2,2.937962904,0
3.237393,1060,0.36792087,2.94875313,6.514573265,1,19.55703141,0.673248159,0.453271049,0.79437376,12.80621012,4.043424136,0.530381932,0.659301291,6.110947584,33.96131464,1.11983477,9.237527094,0.722743776,9.589074368,4917,0.609493206,5,1.529506779,147.4615459,37.04967949,0.60940432,3.433987204,177.5764381,0.513274708,3,5.587248658,1967.3928,27,0.731802772,0.25681695,5.503274004,0.525148227,3,2.937969941,0
3.101998851,446.6666667,0.376753023,2.896414094,6.514573265,1,14.57305289,0.65890473,0.591477818,0.776945539,8.568579665,3.973852397,0.601186812,0.659301291,6.124256652,27.63399456,0.985178978,8.910797366,0.727276795,9.589074368,3181,0.609493209,2,1.546313227,148.9779574,36.54676391,0.702635215,3.044522438,161.4903719,0.594649311,2,5.209486153,1623.1308,10,0.735430022,0.321509808,5.282553736,0.532672904,2,2.937924018,0
3.095026219,979,0.418530499,2.779586463,6.514573265,1,14.57305289,0.658319491,0.613813141,0.799446015,8.717081367,4.028588184,0.507507577,0.659301291,6.165992278,34.24087653,1.129002253,8.894992032,0.718081364,9.589074368,4773,0.609493206,4,1.712743268,146.541252,24.73240445,0.650227295,4.110873864,174.6753686,0.494642013,2,6.042632834,1904.2298,22,0.727463936,0.280523638,5.469363568,0.563495364,2,2.937963281,1
3.264467829,964,0.379848674,2.986947574,6.514573265,2,14.57305289,0.669704987,0.421730661,0.780913355,8.706009158,4.045431493,0.501132566,0.659301291,6.014761724,27.63399456,1.247214507,9.31140748,0.728555844,9.589074368,4861,0.609493206,4,1.99426241,147.3497062,30.62885786,0.624888723,3.044522438,173.3198691,0.492098847,2,5.209486153,2082.5988,22,0.736872171,0.299193466,5.503616292,0.533287814,2,2.937966037,0
3.164059666,978,0.390822741,2.834169796,6.514573265,1,14.57305289,0.669744012,0.472849807,0.786554084,8.650803534,4.031446154,0.518774306,0.659301291,6.120413462,34.24087653,1.225860179,9.031277094,0.726066714,9.589074368,4510,0.609493207,4,1.504409935,146.8879973,31.20462532,0.635161114,3.044522438,177.2125559,0.461114347,2,5.209486153,1835.1438,22,0.734746986,0.258908043,5.342313642,0.542831821,2,2.937959319,1
3.132948555,950,0.375141821,2.799169796,6.514573265,1,14.57305289,0.650952147,0.522539614,0.807178639,8.629466562,4.025417823,0.515684211,0.659301291,6.122853462,27.63399456,1.063471404,8.952108132,0.715735865,9.589074368,4512,0.609493207,4,1.478332838,146.9442499,37.62544694,0.643984507,3.044522438,173.609281,0.489781064,2,5.209486153,1911.4138,22,0.724742611,0.264926959,5.464641531,0.525337714,2,2.93795953,1
3.264680414,944.6666667,0.364792628,2.968861154,6.514573265,2,14.57305289,0.665884179,0.452220984,0.747688569,8.714142603,4.064321394,0.472285254,0.659301291,6.087042414,27.63399456,1.070360251,6.233541569,0.730634596,9.589074368,4860,0.609493206,4,1.661578387,146.3452012,36.54676391,0.636816405,3.044522438,177.5427691,0.544023011,2,5.209486153,2212.5068,22,0.738891806,0.309796653,5.63706184,0.520651686,2,2.937964108,1
3.075065984,954.6666667,0.370658771,3.008938315,6.514573265,2,14.57305289,0.665884179,0.464061396,0.747688569,8.706880278,4.047881694,0.472358495,0.659301291,6.073111379,27.63399456,1.07018574,6.084004299,0.730634596,9.589074368,4847,0.609493206,4,1.7727992,146.3452012,36.54676391,0.636816405,3.044522438,177.9112395,0.544023011,2,5.209486153,2197.9148,22,0.738891806,0.309796653,5.514087303,0.525392385,2,2.937964108,1
3.050170777,951,0.410201542,2.657919796,6.514573265,1,14.57305289,0.647396918,0.505645151,0.809115601,8.596713504,4.018220321,0.526118328,0.659301291,6.146258964,34.24087653,1.168664516,8.712005974,0.714966341,9.589074368,4319,0.609493207,4,1.434965491,147.0262846,25.23532003,0.655353751,3.044522438,175.8884357,0.488782514,2,5.209486153,1746.4338,22,0.724110469,0.256623397,5.44818443,0.556218592,2,2.937956316,1
3.251724774,1084,0.368615551,2.966734989,6.514573265,1,19.55703141,0.67129359,0.417309591,0.782025732,13.14983441,4.047550535,0.522505096,1.812705907,6.101264029,39.65524263,1.161553982,9.275611521,0.728385762,9.589074368,5069,0.609493205,5,1.534927698,147.299643,37.04967949,0.623027285,3.433987204,178.6244988,0.504619325,3,5.638354669,2043.1098,27,0.737153496,0.267180216,5.512084131,0.525446614,3,2.937973126,0
3.00689239,787,0.349299297,3.00689239,6.514573265,3,14.57305289,0.672781585,0.450949808,0.736794869,8.711849106,4.057906612,0.488771989,0.659301291,6.163486347,27.63399456,1.036685229,3.00689239,0.735603357,9.589074368,4409,0.609493206,4,1.818723708,146.3286166,30.55632232,0.647740637,3.044522438,177.7091587,0.520856173,2,5.209486153,1974.2758,22,0.743816046,0.316713743,5.624524388,0.511331384,2,2.937960619,0
3.254919218,976,0.372084359,2.976335329,6.514573265,1,14.57305289,0.657071444,0.546119133,0.803045594,8.697349293,4.042848304,0.495679633,0.659301291,6.050922776,27.63399456,1.185355637,9.286503115,0.718644852,9.589074368,4842,0.609493206,4,1.553290714,147.4955084,30.62885786,0.614826299,3.044522438,167.8548127,0.516465676,2,5.209486153,2075.2287,22,0.727289796,0.286852086,5.499250609,0.52655851,2,2.937966292,0
2.568339052,874,0.355118039,2.568339052,33.64166196,3,14.76249423,0.678566489,0.766737796,0.780200878,9.439542873,4.645527789,0.435900485,0.659301291,6.263032872,42.97502233,0.93406472,2.568339052,0.723140138,4.794537184,4419,1.246988089,5,2.231422126,147.3630554,29.93988195,0.620159256,3.713572067,188.666529,0.490603535,4,5.973809612,1892.048,28,0.730810226,0.373404865,4.655453852,0.51627166,4,2.017792821,1
