MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,NsssN,PEOE_VSA3,MATS1s,ATSC3v,GATS1se,SaaN,MINaaN,AMID_h,SaasN,AATS4pe,PEOE_VSA9,GATS7c,SssNH,MATS1Z,SlogP_VSA10,ATS7Z,BCUTs-1l,naRing,MAXsssN,AATS1i,EState_VSA2,FilterItLogS,SRW05,AATS3v,MATS2pe,n5HRing,SRW07,ATS8are,nAromAtom,MATS1m,CIC2,MINssO,ATSC4s,n5Ring,BCUTp-1h,target
2.194883465,495.6666667,0.517847596,2.194883465,22.29078092,0,23.10784889,0.522298081,0.681662665,0.525259705,9.57743503,4.755337886,0.417478114,2.152949819,6.368995181,11.44023988,0.729582187,2.194883465,0.860594302,7.323169215,2650,0.298935839,5,0.861194607,143.1570385,10.45893497,0.631617015,2.397895273,220.9060359,0.688675749,1,4.844187086,926.53,27,0.857952903,0.301688169,3.818168648,0.627192895,1,2.954603158,0
1.791595641,433,0.621536262,1.791595641,22.29078092,0,26.80355101,0.46191924,0.760111866,0.445231077,9.558841081,4.746040911,0.512506827,2.126613944,6.256028877,17.69600906,0.770491239,1.791595641,0.946282416,7.323169215,3107,0.295355189,4,0.861194607,143.8898636,4.895483476,0.622139227,2.397895273,203.2509255,0.775567783,1,4.844187086,1131.4168,21,0.942288857,0.241499935,3.818168648,0.73285333,1,2.962169416,0
1.870180927,748.3333333,0.486029984,1.870180927,22.29078092,0,27.90238607,0.578423918,0.782697169,0.593378491,9.449632112,4.691436426,0.578648398,2.02768021,6.469602717,18.04712185,1.030177046,1.870180927,0.823082058,17.96578233,3458,0.29891788,4,0.861194607,146.9386524,22.81532877,0.612518496,2.397895273,203.4870813,0.750539684,1,4.844187086,1202.4248,21,0.819361941,0.223327378,4.877250493,0.645723531,1,2.954609307,0
2.212682817,627.6666667,0.549670271,2.212682817,22.29078092,1,23.10784889,0.55652963,0.72069133,0.626699169,9.655504803,4.794372772,0.45516459,2.161717819,6.105616957,11.44023988,0.952307277,2.212682817,0.854378199,7.323169215,3675,0.298915898,4,2.378989562,145.5196363,11.50236544,0.605875399,3.044522438,187.4799661,0.536836018,2,5.351858133,1342.5378,21,0.852260524,0.264861116,5.345411012,0.657835965,2,2.954614398,1
2.170573265,588,0.546587808,2.170573265,22.29078092,1,23.10784889,0.549453938,0.711732527,0.62650389,9.63724517,4.785242955,0.475191121,2.157542472,6.146421698,11.44023988,0.840750996,2.170573265,0.858405125,7.323169215,3446,0.29891684,4,2.373479961,145.602447,11.50236544,0.628738836,3.044522438,195.027399,0.535585318,2,5.351858133,1264.3098,21,0.856311024,0.243481487,5.104855456,0.653728627,2,2.954610858,1
3.402889606,340,0.393354239,3.402889606,6.514573265,1,9.740498951,0.741614832,0.690630607,0.727560694,8.96643526,4.44009263,0.364423881,2.452653487,5.87228412,6.041840829,1.108832507,3.402889606,0.744159158,7.323169215,2762,1.203426373,2,2.753722443,147.0932019,17.8669266,0.727605883,3.044522438,159.3322655,0.508083634,2,5.476463552,1473.4629,11,0.750938952,0.335922006,3.818168648,0.560169074,2,1.983624011,1
2.073721806,548,0.457188603,2.073721806,22.29078092,0,23.10784889,0.579009785,0.679544579,0.41727303,9.530375071,4.731807906,0.519911391,2.107612359,6.493150575,16.36355093,0.68007171,2.073721806,0.848642674,5.687386275,2880,0.298918545,5,0.861194607,144.8247316,16.14632124,0.628559153,2.397895273,226.8110039,0.658728959,1,4.844187086,943.0908,27,0.846424441,0.25372434,3.818168648,0.600887737,1,2.954609984,0
2.933868811,68,0.467585834,2.933868811,6.514573265,1,9.740498951,0.573543765,0.694676534,0.982798405,5.343551485,2.598833288,0.871562806,0.659301291,6.494160976,19.04938371,0.914572031,2.933868811,0.678209201,7.323169215,698,1.208289509,0,1.833101852,156.3765259,36.97125943,0.899560222,3.044522438,161.8299722,0.382249471,2,5.351858133,232.032,0,0.689584829,0.075475379,5.66667328,0.587344229,2,1.863460747,0
1.911485824,1279,0.380844905,1.828182885,6.514573265,2,9.740498951,0.687303754,0.819083259,0.828621173,5.343551485,2.598833288,0.538105049,0.659301291,6.429623588,46.06211341,0.952258529,3.402064397,0.762020092,7.323169215,6095,1.106849126,2,2.414509158,145.5615007,19.36912956,0.724152069,3.044522438,201.3898361,0.335484553,2,5.351858133,2212.75,12,0.7695825,0.324425346,5.696954357,0.532734457,2,2.008728139,1
2.769702906,829,0.350094406,2.769702906,6.514573265,1,13.21233417,0.535323967,0.511629669,0.775334205,3.90714639,3.90714639,0.615974924,0.659301291,6.278400917,36.96486347,1.200318494,2.769702906,0.838282615,10.48192346,3700,0.297585907,2,1.203439472,147.9124214,54.82592497,0.782313117,3.044522438,171.8258342,0.484648247,2,5.351858133,1548.5099,12,0.837996817,0.190095658,5.489444889,0.4962626,2,2.95462807,1
1.911485824,197,0.54135031,1.828182885,11.16387794,0,4.983978521,0.678601418,0.718382139,0.845835365,7.574591804,3.585345918,0.813716445,1.645241558,6.55005443,12.93420204,0.792553928,3.402064397,0.719730472,5.948339281,870,1.22347683,2,0.861194607,155.1347014,18.19585675,0.822482725,2.397895273,162.7874106,0.380990107,1,4.727387819,352.9138,9,0.727210211,0.153124224,5.116905812,0.600789621,1,1.940117088,1
3.245900759,1133,0.415802921,2.865472925,6.514573265,2,4.794537184,0.62998633,0.37344757,0.704979885,4.252139738,4.252139738,0.584628964,0.659301291,5.967534074,18.18764805,0.777338657,9.255963664,0.670324616,13.17124514,5659,0.822826801,3,2.244315031,149.0922438,48.99515017,0.626116479,2.397895273,165.0404713,0.587313769,0,4.844187086,2688.2189,18,0.678844129,0.346736183,6.063018847,0.54089917,1,2.512129673,1
3.004814703,665.1111111,0.384269993,3.004814703,6.514573265,2,18.38575403,0.597550126,0.727751068,0.566392312,9.251572076,4.543863143,0.603690972,0.65690268,6.553101596,30.08986241,0.646895235,3.004814703,0.800980236,23.01049811,3215,0.296675891,4,2.00900498,145.8316477,30.85351254,0.660510855,3.931825633,225.2507565,0.500873039,1,5.973809612,962.001,24,0.802301438,0.131669518,6.105759038,0.531610367,1,2.954450597,1
3.015143454,1141,0.407298009,2.670458143,6.514573265,1,4.983978521,0.691753725,0.492378294,0.662393137,8.079571392,3.984235533,0.472836806,0.659301291,6.101137391,12.2386844,1.231886461,11.44139619,0.695865802,7.323169215,6008,1.145798565,2,1.580093882,147.6727334,42.32040389,0.67571009,3.044522438,164.9964613,0.472060921,1,5.416100402,2741.373,12,0.704344116,0.396064095,3.818168648,0.53970633,2,1.984506112,1
2.085770024,483.6666667,0.562012609,2.085770024,22.29078092,0,27.90238607,0.546946751,0.708444194,0.598682592,9.604655255,4.768947998,0.492237409,2.149298494,6.321831915,18.04712185,0.882395579,2.085770024,0.837847659,4.794537184,3501,0.298916905,4,0.861194607,143.9248662,11.50236544,0.632462986,3.931825633,212.2131448,0.717828645,1,5.860786223,1104.1188,21,0.840984741,0.199197641,5.115808731,0.660765775,1,2.954675761,0
3.016806645,1062,0.410864973,2.78786555,6.514573265,1,4.983978521,0.690628112,0.580242639,0.666706939,8.076707094,3.98284129,0.4907266,0.659301291,6.078951966,12.2386844,1.27322796,11.57238683,0.693141177,7.323169215,5908,1.145798554,1,1.588818162,148.4199404,35.39666669,0.690578951,3.044522438,158.2834819,0.496523366,1,5.416100402,2822.249,6,0.701259898,0.471942448,3.818168648,0.544535368,2,1.930537891,1
2.320101011,913.1111111,0.555663621,2.320101011,22.29078092,0,22.95080231,0.442125366,0.619806502,0.76545048,9.661405349,4.797323045,0.446192656,2.143135173,6.382802941,24.65400381,1.14027441,2.320101011,0.933107586,7.323169215,4966,0.292293244,6,0.861194607,142.950619,18.1092474,0.548294321,2.397895273,212.3858785,0.777703824,1,4.844187086,1674.3558,33,0.929422895,0.370279613,5.745481434,0.665363155,1,3.656488668,0
3.120238551,1031,0.402317666,2.855585172,6.514573265,1,14.57305289,0.635011444,0.260457558,0.802769657,8.72702947,4.014941316,0.487188613,0.659301291,5.98202,39.77980178,1.134010695,8.897708151,0.717354402,9.589074368,4990,0.609520424,4,1.525477374,146.7257462,36.29889434,0.632585642,3.044522438,174.9071456,0.533747041,2,5.209486153,2251.8158,22,0.725995795,0.31354493,5.433636541,0.545680193,2,2.937967084,1
1.988382694,587,0.552782014,1.988382694,22.29078092,0,27.90238607,0.533369283,0.844455339,0.69383657,9.570098139,4.75166944,0.53005452,2.122044988,6.429977348,24.65400381,1.066050403,1.988382694,0.853733418,4.794537184,3249,0.298918134,4,0.861194607,145.7356953,18.1092474,0.633489863,2.397895273,203.8438576,0.582021972,1,4.844187086,1167.9708,21,0.851835023,0.26966032,4.947598854,0.652849516,1,2.954607369,0
2.171262906,487.7777778,0.522303503,2.171262906,22.29078092,0,23.10784889,0.521965764,0.669492071,0.521024134,9.56166485,4.747452796,0.452265722,2.133967907,6.417362651,11.44023988,0.79334646,2.171262906,0.803856132,7.323169215,2810,0.298918565,5,0.861194607,143.055565,10.45893497,0.610133596,2.397895273,227.1755835,0.667742865,1,4.844187086,908.3308,27,0.803928176,0.261412956,3.818168648,0.629686377,1,2.95460965,0
3.312926086,810,0.427390831,3.137737037,6.514573265,2,9.740498951,0.626867585,0.374375606,0.852176747,4.233548677,4.233548677,0.383249789,0.659301291,5.86296871,18.75268918,1.112283497,6.450663123,0.694668862,7.323169215,4041,1.197111268,3,2.259855295,146.913604,36.23676879,0.690313639,2.397895273,171.9491764,0.316598099,0,4.844187086,1963.1349,18,0.70374024,0.296484641,3.818168648,0.571055634,1,2.000163709,1
2.926905385,1124,0.391246925,2.565904271,11.25737949,1,14.59798689,0.639362285,0.363223687,0.79566817,8.475607132,4.129387581,0.525963423,0.659301291,6.079334824,38.25617387,1.110736395,11.00907431,0.687136782,9.589074368,5037,1.168373422,3,1.551314852,149.4433167,30.84323095,0.677589194,2.010426078,177.553943,0.507260307,0,3.689805535,2261.8126,18,0.694796441,0.303007439,4.72138715,0.526583058,0,1.998400771,1
3.302337403,1117,0.431436586,3.166330289,6.514573265,2,9.740498951,0.67906892,0.500626874,0.783113639,4.269925904,4.269925904,0.302881447,0.659301291,5.797193498,12.14580722,1.30401322,6.468667692,0.700527508,7.323169215,5955,1.197104425,3,2.263879703,145.829982,30.74924278,0.512757731,2.397895273,153.938798,0.421870637,0,4.844187086,2944.5909,18,0.70818487,0.469674165,6.159795541,0.575037265,1,2.004734754,1
3.392342817,318,0.363525675,3.392342817,6.514573265,1,9.740498951,0.751989133,0.759387778,0.721965405,8.762546371,4.357870408,0.386037401,2.410986821,5.964496117,6.041840829,1.102002343,3.392342817,0.746829349,7.323169215,2458,1.203436519,2,2.743305776,147.3189596,17.8669266,0.73967568,3.044522438,161.1585186,0.500228068,2,5.476463552,1196.7009,11,0.753648521,0.326764935,3.818168648,0.551172538,2,1.983370076,1
1.911485824,683.8888889,0.460987164,1.828182885,11.16387794,0,19.74647275,0.543237675,0.618520755,0.950458685,12.2294682,3.890609293,0.846215365,1.69782406,6.528188272,25.08000926,1.160865114,3.402064397,0.862739061,10.61239996,2888,0.290641195,2,0.861194607,151.1781403,24.70134685,0.806082665,2.397895273,173.1633968,0.634191759,1,4.727387819,971.794,9,0.864499853,0.270624493,4.742727979,0.596162312,1,3.657562447,1
2.803429758,903,0.347734346,2.803429758,10.96924436,1,13.21233417,0.553324837,0.592479401,0.747108164,5.343551485,2.598833288,0.542869402,0.659301291,6.301428378,42.43612366,1.189474033,2.803429758,0.845798249,4.794537184,3944,0.29756734,3,1.278161694,145.2888548,49.1385387,0.744175035,3.433987204,177.9192374,0.476909735,3,5.733341277,1624.776,15,0.845661515,0.224050176,5.51006918,0.496556576,3,2.954640113,1
3.034259259,523.9229698,0.439476475,3.034259259,6.514573265,1,4.983978521,0.688575836,0.772250097,0.749421309,4.521472978,4.521472978,0.510252944,0.659301291,6.475185859,11.60529232,0.470696228,3.034259259,0.732281319,11.50524905,490,1.205029576,1,2.227083333,147.9249805,17.99086139,0.818318318,3.713572067,206.6998593,0.486576992,0,5.533389489,202.84,6,0.740433878,0.108130935,3.818168648,0.575292269,0,1.964034543,1
1.925773882,467,0.533847162,1.925773882,22.29078092,0,26.80355101,0.460628317,0.639598656,0.447161129,9.581607119,4.75742393,0.490826737,2.129148761,6.236053363,16.69017791,0.802042197,1.925773882,0.942029567,7.323169215,3441,0.293870207,4,0.861194607,143.9236873,4.895483476,0.621366977,2.397895273,202.6437945,0.783663027,1,4.844187086,1271.7898,21,0.937608136,0.314297976,3.818168648,0.670238247,1,2.961436489,0
3.122868123,1018,0.382048521,2.857196993,6.514573265,1,14.57305289,0.650266989,0.514883243,0.802769657,8.714281834,4.01574385,0.48748219,0.659301291,6.090434812,39.77980178,1.164691073,8.90559981,0.717354402,9.589074368,5058,0.609521035,4,1.534360673,146.7257462,30.88390388,0.620996274,3.044522438,168.9789893,0.514081287,2,5.209486153,2217.8828,22,0.725995795,0.287941698,5.434328342,0.529393078,2,2.937966446,1
1.911485824,698.8888889,0.455688158,1.828182885,11.16387794,0,9.549026806,0.56633951,0.780041781,0.848458038,10.87572645,3.352276263,0.741195549,1.07912017,6.254579231,19.541084,0.903808952,3.402064397,0.808137897,23.37952297,4335,0.296766155,2,0.861194607,151.3229046,23.58862268,0.703479427,3.044522438,147.0704868,0.655591773,2,5.476463552,1560.2174,9,0.807869476,0.465201198,4.634618291,0.620319801,2,3.656769658,0
2.810895322,919,0.352885893,2.810895322,10.96924436,1,13.21233417,0.547631815,0.585126164,0.744859505,5.343551485,2.598833288,0.529486272,0.659301291,6.272216883,36.17296067,1.216589811,2.810895322,0.844700388,4.794537184,4079,0.297566948,3,1.287420953,145.2547932,49.1385387,0.72875942,3.433987204,179.0170255,0.507666653,3,5.777652323,1661.916,15,0.844468505,0.228034493,5.516561575,0.500769359,3,2.954641991,1
3.173889332,1468,0.39880758,3.164730283,6.514573265,2,9.740498951,0.636622679,0.37482691,0.816499156,4.277081716,4.277081716,0.419563477,0.659301291,5.994090863,18.75268918,1.028174976,6.338619615,0.690260726,7.323169215,6195,1.197106701,4,2.239248845,146.8840056,37.62158073,0.624812631,2.397895273,172.5223729,0.414886717,0,4.844187086,2872.1889,24,0.69923288,0.328389301,5.897289015,0.529700748,1,2.009486962,1
3.124273233,1045,0.378348735,2.857770412,6.514573265,2,18.94659287,0.643608662,0.481109753,0.803285859,8.774076954,4.039419355,0.530172895,0.659301291,6.139136491,29.26163881,1.098711727,8.910374833,0.73158496,14.72063285,5003,0.610113927,4,2.269935594,147.3783438,30.88390388,0.667182479,3.433987204,171.1969164,0.49632121,3,5.587248658,2178.8018,22,0.739572431,0.267343754,5.435690977,0.52629274,3,2.936715836,1
3.306814102,1628,0.401349838,2.873915431,6.514573265,2,4.794537184,0.639721795,0.375587448,0.701780014,4.297683937,4.297683937,0.584628964,0.659301291,5.994952362,18.12552249,0.826960859,12.25928604,0.673294611,13.17124514,7580,0.822826801,3,2.237941018,149.311149,67.24105757,0.554754213,2.397895273,160.3696758,0.591270488,0,4.844187086,3605.1529,18,0.681415068,0.437090029,6.162887405,0.495405593,1,2.512129673,1
2.823357877,1027.333333,0.339858746,2.823357877,6.514573265,1,13.21233417,0.558046326,0.664464706,0.745255604,5.343551485,2.598833288,0.472468178,0.659301291,6.191187645,42.77984263,1.334395966,2.823357877,0.833659671,4.794537184,4719,0.297582223,2,1.291896656,145.3046468,43.22063265,0.691133496,3.044522438,162.6872664,0.479501243,2,5.351858133,1879.299,12,0.832553646,0.293159562,5.534300431,0.488749563,2,2.954644857,1
2.194666235,611,0.544396728,2.194666235,22.29078092,1,23.10784889,0.553122162,0.710703587,0.626511433,9.646878217,4.790059479,0.465213264,2.159764694,6.13428914,11.44023988,0.941817333,2.194666235,0.856407243,7.323169215,3576,0.298916369,4,2.376438541,145.5596301,11.50236544,0.617302025,3.044522438,190.8656445,0.536419754,2,5.351858133,1297.7838,21,0.854297344,0.253341774,5.254161012,0.653189085,2,2.954612627,1
3.44901826,332.6666667,0.423306293,2.480581383,10.90292493,2,13.40177551,0.471384436,0.66368368,0.779425181,4.573320177,4.573320177,0.621272246,0.659301291,6.08725731,17.63708345,0.626652,5.929599643,0.865702984,17.19263533,2031,0.299254038,3,2.238367089,149.9245545,22.37249079,0.753229198,2.397895273,180.3005617,0.525974816,1,4.727387819,848.3697,15,0.864092057,0.242806294,3.818168648,0.569039391,1,2.955912389,1
2.43771353,236,0.420724829,2.435218018,6.514573265,0,9.589074368,0.481544057,0.685059595,0.969783953,5.343551485,2.598833288,0.584628964,0.659301291,6.626445902,18.69056362,0.806685124,4.872931548,0.548039516,13.17124514,1952,0.822826801,0,0.861194607,159.4071945,22.37249079,0.936567426,2.010426078,169.9720674,0.5826962,0,3.689805535,652.092,0,0.56351501,0.118102337,5.132378118,0.559591968,0,2.512129673,1
3.08221751,345.5925926,0.412873826,3.08221751,6.514573265,0,9.740498951,0.587484404,0.60785644,0.948862039,8.64484771,4.230410509,0.482908717,0.659301291,6.449964286,11.6326728,1.239026127,3.08221751,0.652768759,17.45358833,2429,1.042969658,3,0.861194607,146.556293,17.6461904,0.688990309,2.010426078,244.7486134,0.715831628,0,3.689805535,528.9599,18,0.661031128,0.165194612,6.011992632,0.568745318,0,3.058990118,1
2.899179735,1005,0.402993987,2.65474099,6.514573265,1,4.983978521,0.676600034,0.464602312,0.66946792,7.926107673,3.916573496,0.49994104,0.659301291,6.149518553,12.2386844,1.147600642,11.11136703,0.68972825,7.323169215,5494,1.145799557,2,1.547123203,148.2661396,36.41322416,0.692092033,3.044522438,169.7411611,0.489743901,1,5.416100402,2536.888,12,0.698006124,0.355328057,3.818168648,0.534133852,2,1.98390813,1
1.911485824,585.8888889,0.579675424,1.828182885,11.16387794,0,29.10605822,0.537225303,0.717204332,0.941273022,12.18929336,3.880607618,0.835609484,1.674544101,6.329224648,31.18397564,1.461566695,3.402064397,0.868199417,5.817862778,2846,0.290642155,2,0.861194607,151.0497154,24.57055196,0.809375133,2.397895273,173.3220828,0.540333804,1,4.727387819,1071.164,9,0.869720005,0.33264478,4.949184356,0.672889092,1,3.657562001,0
1.928169715,469,0.52936711,1.928169715,22.29078092,0,26.80355101,0.467407945,0.727193044,0.447161129,9.58342158,4.75833116,0.490852415,2.131243573,6.297791589,16.69017791,0.789504194,1.928169715,0.942029567,7.323169215,3369,0.293870052,4,0.861194607,143.9236873,4.895483476,0.610294786,2.397895273,199.9597452,0.775203808,1,4.844187086,1266.5968,21,0.937608136,0.288795548,3.818168648,0.662188119,1,2.96143638,0
3.565042989,122.3333333,0.442590308,3.565042989,10.90292493,1,9.740498951,0.687040105,0.747222674,0.829198192,4.380369494,4.380369494,0.36227286,0.659301291,5.795425781,5.516700718,0.858984892,3.565042989,0.683688212,5.687386275,1145,1.234960868,2,2.472553941,147.3315888,22.37249079,0.710823464,2.010426078,167.8018261,0.322237729,0,3.689805535,585.595,10,0.691174706,0.287680135,3.818168648,0.573528582,0,2.207854811,1
3.594480111,107.3333333,0.467160242,3.594480111,10.90292493,1,9.740498951,0.675779444,0.721182861,0.827325454,4.37530425,4.37530425,0.376389786,0.659301291,5.760390756,5.516700718,1.120562159,3.594480111,0.683456951,5.687386275,1030,1.25739504,2,2.343803941,147.5262696,22.37249079,0.722596385,2.010426078,171.1011416,0.320309957,0,3.689805535,500.86,10,0.690988312,0.204165632,3.818168648,0.575178568,0,2.207847931,0
2.157494954,429.3333333,0.549955545,2.157494954,22.29078092,0,23.10784889,0.532496327,0.780267502,0.602607399,9.553574789,4.743407765,0.480122467,2.139418102,6.357508284,24.46794347,0.803019816,2.157494954,0.86357732,7.323169215,2534,0.298919132,4,0.861194607,144.9026683,17.92318706,0.643857466,2.397895273,205.4723461,0.595853673,1,4.844187086,963.6798,21,0.860900165,0.251321423,5.150498803,0.648488713,1,2.954602393,0
3.326590597,305,0.440808938,3.326590597,6.514573265,1,9.740498951,0.710986722,0.648205083,0.736870152,8.882848172,4.402720382,0.374040014,2.422854534,5.857443644,6.041840829,1.03305441,3.326590597,0.734298073,7.323169215,2617,1.203356575,2,2.731924603,147.6204447,11.94902056,0.728881307,3.044522438,161.6446517,0.541718643,2,5.476463552,1314.3759,11,0.740665651,0.331287056,3.818168648,0.576822833,2,1.983398122,1
3.044987348,846.3333333,0.361423786,2.958275006,10.77244843,2,13.21233417,0.579423308,0.588300947,0.587978532,5.343551485,2.598833288,0.393196846,0.659301291,6.050074059,4.895483476,1.60331471,6.003262354,0.826562538,4.794537184,4173,0.297554751,4,2.160296455,144.4595804,16.83377772,0.66541402,2.010426078,186.2244549,0.463418509,0,3.689805535,1522.8709,22,0.826386638,0.378478629,3.818168648,0.511923157,0,2.957136992,1
3.553646778,146.3333333,0.45710119,3.553646778,10.90292493,1,9.740498951,0.600783649,0.76966921,0.908103133,4.361353633,4.361353633,0.441220298,0.659301291,5.87237479,12.12358268,0.89501518,3.553646778,0.669221824,5.687386275,1140,1.258621665,2,2.252588547,148.3322012,6.606881965,0.739352645,2.010426078,170.7931,0.263474425,0,3.689805535,505.1209,10,0.677646217,0.194109158,3.818168648,0.577893747,0,2.207850141,0
1.963752356,647.3333333,0.52562009,1.963752356,22.29078092,0,32.29280112,0.577413393,0.822912571,0.573811026,9.460445604,4.696843172,0.478311866,1.995647419,6.379822727,18.04712185,1.094916953,1.963752356,0.844735719,9.184952232,3526,0.298917959,4,0.861194607,145.372517,22.62926842,0.593374915,2.397895273,198.5351081,0.650669293,1,4.844187086,1250.5768,21,0.841422945,0.253327292,4.985276323,0.659331129,1,2.954608332,0
3.40642689,351,0.417134002,3.40642689,6.514573265,1,9.740498951,0.725179259,0.541632779,0.730491479,9.042754705,4.471203741,0.354037841,2.457861821,5.782154615,6.041840829,1.11241767,3.40642689,0.742810364,7.323169215,2914,1.173624338,2,2.755024526,146.9927122,23.28191707,0.716575126,3.044522438,161.9533674,0.52862461,2,5.476463552,1611.8439,11,0.749575537,0.364977563,3.818168648,0.568064994,2,1.983857338,1
3.014834328,1064,0.422477771,2.777448883,6.514573265,1,4.983978521,0.684283948,0.462754805,0.666706939,8.075062604,3.982054557,0.489981515,0.659301291,6.02098221,12.2386844,1.283847552,11.55314043,0.693141177,7.323169215,5913,1.145798525,1,1.584846968,148.4199404,35.77564749,0.691096127,3.044522438,161.1959623,0.514373284,1,5.416100402,2847.917,6,0.701259898,0.47664744,3.818168648,0.562019837,2,1.931362851,1
3.161555139,965,0.422453501,2.857637966,6.514573265,1,9.778515705,0.637284723,0.551725362,0.776678682,8.694979394,4.011970871,0.487312532,0.659301291,6.148599245,27.54111738,0.960024477,6.019193105,0.717802862,10.61239996,4950,0.609493633,4,1.469511882,145.8580528,36.67787514,0.667000778,3.044522438,180.4861337,0.541664623,2,5.209486153,2095.5719,22,0.726749071,0.286793946,5.431956052,0.566598158,2,2.93795657,1
2.631798931,523,0.571878907,2.631798931,6.514573265,1,9.740498951,0.65864896,0.686666748,0.561116893,8.732587401,4.327589997,0.510971133,2.316924362,6.11064067,6.041840829,1.00392389,2.631798931,0.711833712,13.17124514,2819,1.203344369,2,2.511004464,149.716698,22.37249079,0.727802512,3.044522438,167.6872127,0.707347904,2,5.476463552,1243.3329,11,0.717516071,0.284958599,3.818168648,0.745363983,2,1.983209123,1
2.657084458,479,0.448935331,2.598572288,6.514573265,0,9.589074368,0.576584715,0.68163478,0.843707607,5.343551485,2.598833288,0.584628964,0.659301291,6.212722843,18.69056362,0.859628159,5.255656746,0.613232333,13.17124514,3292,0.822826801,0,0.861194607,154.1056417,6.606881965,0.864399765,2.010426078,154.439869,0.589875744,0,3.689805535,1377.701,0,0.624512115,0.227571217,5.600284077,0.610375001,0,2.512129673,1
3.096262598,942,0.373203481,2.819426339,6.514573265,1,14.57305289,0.640690846,0.435802493,0.815564541,12.75179769,3.999065731,0.598042346,0.659301291,6.179698134,45.29034106,1.049489297,8.813565499,0.72132249,9.589074368,4911,0.609484864,4,1.510685034,147.4316166,24.85278936,0.674303494,3.433987204,177.3717996,0.506185419,3,5.587248658,2014.4607,21,0.731351306,0.228862253,5.394236349,0.520704214,3,2.9395964,1
1.766437462,377.6666667,0.614486923,1.766437462,22.29078092,0,26.80355101,0.453441297,0.73173568,0.444105051,9.52872891,4.730984825,0.540846426,2.11900949,6.354555621,17.69600906,0.764683164,1.766437462,0.949817196,7.323169215,2821,0.295357067,4,0.861194607,143.8501575,4.895483476,0.645102148,2.397895273,214.1444352,0.785526578,1,4.844187086,1026.7198,21,0.946367224,0.24458563,3.818168648,0.722291219,1,2.962162677,0
2.295869939,758,0.569020383,2.295869939,22.29078092,1,23.10784889,0.548956502,0.730279551,0.621394674,9.677283137,4.805261939,0.426952631,2.159251332,6.240287773,23.61057334,0.824323513,2.295869939,0.848356779,7.323169215,3975,0.298915364,5,2.376034501,144.5507444,10.45893497,0.586628426,3.044522438,201.6030626,0.563095616,2,5.351858133,1390.7338,27,0.846693677,0.273690469,5.578836013,0.669780224,2,2.954621451,1
3.159986258,1022,0.39277981,2.868498616,6.514573265,1,14.57305289,0.650031089,0.572892595,0.796749029,8.585599398,4.021682539,0.488834558,0.659301291,6.144551027,40.28271736,1.108939342,9.067869932,0.719467494,9.589074368,5504,0.609434498,4,1.808226808,146.4170199,36.9257447,0.649670275,4.110873864,176.7417927,0.51643673,2,6.042632834,2406.5268,22,0.72859926,0.302724662,5.44806521,0.538864153,2,2.937970688,1
3.524922662,125.5555556,0.454113118,3.515414721,10.90292493,1,9.740498951,0.719984076,0.815659538,0.913999029,4.370586388,4.370586388,0.415702098,0.659301291,5.814717557,5.516700718,0.770144243,7.040337383,0.682353976,5.687386275,1088,1.304260804,2,2.43984196,149.0824209,22.37249079,0.686756784,2.010426078,157.6656816,0.249528719,0,3.689805535,558.1699,10,0.68990946,0.315366954,3.818168648,0.574410405,0,2.207862197,1
3.28477743,379,0.464082164,3.052333605,6.514573265,1,9.967957042,0.671425908,0.846631062,0.843439262,9.123558222,4.508532192,0.476095971,0.659301291,6.508925984,11.25083777,0.886471854,6.337111034,0.72404902,23.01049811,1696,1.260007767,3,2.095096475,147.4914817,5.907179729,0.704266884,3.713572067,207.9296787,0.41788431,0,5.533389489,626.0689,18,0.732165146,0.173903137,6.056425737,0.581987564,0,1.984178105,1
3.106845947,961,0.381382451,2.839568406,6.514573265,1,14.57305289,0.641233564,0.466071261,0.815564541,12.76235049,4.00436152,0.598060955,0.659301291,6.199013433,45.29034106,1.052478546,8.834638682,0.72132249,9.589074368,5091,0.60948487,4,1.411502229,147.4316166,31.39754577,0.674303494,3.433987204,178.3858871,0.506185419,3,5.587248658,1984.8906,21,0.731351306,0.228862253,5.411901301,0.528302155,3,2.939596381,1
2.032883119,581.3333333,0.506042434,2.032883119,22.29078092,0,32.69692326,0.563458041,0.825904002,0.654996722,9.069029315,4.367702488,0.506725817,1.912314086,6.372969036,18.04712185,0.964816614,2.032883119,0.831459274,4.794537184,3394,0.298917825,4,0.861194607,145.2421452,17.19629343,0.636611918,2.397895273,199.2845356,0.700436241,1,4.844187086,1226.9968,21,0.830244603,0.241601976,5.016164383,0.644085807,1,2.954609641,0
2.961233464,1120,0.389513898,2.575901448,11.25737949,1,14.59798689,0.636501533,0.3653682,0.789156622,4.404713445,4.404713445,0.486519232,0.659301291,6.06794557,32.05933029,1.123916633,11.03481488,0.68529554,9.589074368,5007,1.168370198,3,1.556148956,148.7761861,30.84323095,0.671000934,2.010426078,176.7081523,0.522520469,0,3.689805535,2298.7637,18,0.693034957,0.327743964,4.73643443,0.524787018,0,2.001643268,1
