MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,NsssN,PEOE_VSA3,MATS1s,ATSC3v,GATS1se,target
2.612719696,704,0.416771074,2.588736623,6.514573265,1,9.38281978,0.616494197,0.59611423,0.756547301,1
3.472699515,159.5555556,0.433368328,3.435010886,10.90292493,0,9.740498951,0.746334615,0.718700689,0.854158205,1
3.482699515,155.5555556,0.44048876,3.462788663,10.90292493,0,9.740498951,0.705367355,0.71462071,0.850497534,1
1.911485824,65,0.411505035,1.828182885,6.514573265,0,9.184952232,0.505407447,0.694544058,0.918701842,1
1.911485824,523.9229698,0.387596513,1.828182885,11.16387794,0,4.983978521,0.230125235,0.727189852,1.19678529,1
3.473164919,89.55555556,0.460947662,3.330339328,10.90292493,0,9.740498951,0.709288222,0.8063334,0.867008644,1
3.494519873,91.55555556,0.472886678,3.345145583,10.90292493,0,9.740498951,0.729681219,0.810639149,0.866809315,1
3.510475876,91.55555556,0.481655541,3.356308756,10.90292493,0,9.740498951,0.746339809,0.814262783,0.867461883,1
3.067331017,328.7777778,0.436466047,2.845208589,6.514573265,1,4.983978521,0.649455776,0.687455226,0.850039732,0
2.840979623,145,0.355907935,2.840979623,6.514573265,0,4.794537184,0.617852563,0.76456396,0.811991351,1
1.911485824,138,0.378854069,1.828182885,11.16387794,0,4.983978521,0.521806333,0.704243097,0.921801706,1
1.911485824,252,0.412515524,1.828182885,6.514573265,0,9.740498951,0.616353887,0.537190406,0.81933595,0
1.911485824,345,0.40872832,1.828182885,6.514573265,0,9.740498951,0.651858291,0.537798205,0.705626569,1
1.911485824,345,0.40872832,1.828182885,6.514573265,0,9.740498951,0.651858291,0.537798205,0.705626569,0
1.911485824,252,0.412515524,1.828182885,6.514573265,0,9.740498951,0.616353887,0.537190406,0.81933595,0
1.911485824,375,0.352152693,1.828182885,11.16387794,0,9.967957042,0.629963326,0.67323107,0.847671197,1
1.911485824,68,0.507223755,1.828182885,11.16387794,0,4.983978521,0.512855625,0.719228908,1.035547748,0
1.911485824,231.2222222,0.407150753,1.828182885,11.16387794,0,4.983978521,0.40558041,0.67788508,1.15611731,0
3.469692697,77.55555556,0.4457955,3.469692697,10.90292493,0,9.740498951,0.616733393,0.797871625,0.908442091,0
2.37256577,506,0.480368408,2.37256577,6.514573265,1,8.780830095,0.657201235,0.71536185,0.693826503,1
3.230578941,1073,0.371085254,2.935697574,6.514573265,1,14.57305289,0.675760309,0.481281021,0.75219259,1
3.303780314,1118,0.381523087,3.039916678,6.514573265,2,14.57305289,0.679495835,0.488437226,0.794286581,1
2.452977718,899,0.382683917,2.242884044,6.514573265,0,9.589074368,0.495108495,0.715363193,1.082734196,1
1.911485824,709.6666667,0.331815324,1.828182885,11.16387794,0,24.08203213,0.251060868,0.673680478,1.347984241,1
3.017202145,57,0.414875342,3.017202145,6.514573265,1,4.992404733,0.629232647,0.693125089,0.911993928,0
1.911485824,164.3333333,0.441505747,1.828182885,10.44284065,0,4.794537184,0.670267923,0.710690922,0.850733442,1
3.221271642,947,0.359769118,2.813407032,6.514573265,1,13.21233417,0.560818492,0.573170494,0.805715112,1
3.233801497,1003,0.367789565,2.817259267,6.514573265,1,13.21233417,0.569016736,0.58887114,0.827659315,1
3.239494575,1059,0.374823897,2.819665856,6.514573265,1,13.21233417,0.576289704,0.602687083,0.844117238,0
2.803322195,1014,0.355607382,2.803322195,6.514573265,1,13.21233417,0.549688551,0.558249417,0.828365617,1
2.808446874,1070,0.364021256,2.808446874,6.514573265,1,13.21233417,0.558681276,0.575027802,0.846157804,0
2.811449387,1126,0.371363777,2.811449387,6.514573265,1,13.21233417,0.566586497,0.589695769,0.85971857,1
2.998220024,1539,0.429672549,2.696656578,11.25737949,1,14.59798689,0.642736653,0.330524984,0.852070421,0
3.008434739,1651,0.435665401,2.708940346,11.25737949,1,14.59798689,0.648967924,0.363063159,0.873137351,1
3.011749922,1707,0.438201601,2.712669585,11.25737949,1,14.59798689,0.651534361,0.377225823,0.880847373,1
3.014373937,1763,0.440487812,2.715550555,11.25737949,1,14.59798689,0.653821568,0.390369284,0.887299378,1
2.688947532,752.5555556,0.363161666,2.688947532,21.93632637,0,9.549026806,0.5236578,0.660231367,0.952003582,0
2.624245387,619.5555556,0.363287852,2.624245387,11.16387794,0,9.549026806,0.519871567,0.646191699,0.971965272,0
2.603593381,593.2222222,0.342035216,2.603593381,21.93632637,0,9.549026806,0.517587906,0.703273252,0.980896549,0
2.809866136,903.5555556,0.380198688,2.809866136,11.16387794,0,9.549026806,0.532935299,0.605008318,0.946227811,0
1.911485824,1517.555556,0.386100229,1.828182885,10.90292493,0,4.794537184,0.665476612,0.583853673,0.771501611,1
1.911485824,1538.333333,0.386641632,1.828182885,10.90292493,0,4.794537184,0.666747385,0.594793387,0.764783902,1
1.911485824,1670,0.379071533,1.828182885,10.90292493,0,4.794537184,0.659601722,0.585776373,0.811261038,1
1.911485824,251,0.408514995,1.828182885,6.514573265,0,9.740498951,0.633560603,0.464088397,0.779965136,0
3.059278235,1022,0.457385998,3.018729268,6.514573265,2,8.780830095,0.641205873,0.412271606,0.707533052,1
2.670636362,684,0.400364393,2.528135153,6.514573265,0,19.34235061,0.615669189,0.586130045,0.742029139,1
2.647997473,658,0.403156009,2.521398468,6.514573265,0,14.35837209,0.61666588,0.558832726,0.774210655,1
2.675219696,677,0.401234044,2.527625511,6.514573265,0,9.374393569,0.617167053,0.574547932,0.74845042,1
2.752400377,787,0.345286737,2.752400377,6.514573265,1,13.21233417,0.547945962,0.590376064,0.762429478,1
2.752400377,787,0.345286737,2.752400377,6.514573265,1,13.21233417,0.547945962,0.590376064,0.762429478,1
2.717252985,801,0.342076884,2.717252985,6.514573265,1,13.21233417,0.5433139,0.560660041,0.765463388,1
1.911485824,138,0.483668918,1.828182885,11.16387794,0,4.983978521,0.549263799,0.681653601,1.019006645,1
1.911485824,243.8888889,0.452400998,1.828182885,11.16387794,0,14.95193556,0.324783072,0.679521919,1.211195074,1
1.911485824,243.8888889,0.446531508,1.828182885,11.16387794,0,14.95193556,0.333542852,0.667269119,1.178882881,0
1.911485824,61,0.383759998,1.828182885,6.514573265,0,9.184952232,0.591824912,0.715350253,0.841843501,1
1.911485824,491,0.391096279,1.828182885,6.076020107,0,9.740498951,0.659304471,0.643743999,0.840985292,1
2.81260349,698,0.406437691,2.595737027,6.514573265,1,18.22124669,0.544230965,0.543829359,0.756189757,1
1.911485824,105,0.469210231,1.828182885,6.514573265,0,4.794537184,0.613183019,0.75137046,0.876939276,1
3.114447648,860,0.426155016,3.083020537,6.514573265,2,9.740498951,0.611521832,0.37455942,0.727421416,1
3.131769391,864,0.43397983,3.10635387,6.514573265,2,9.740498951,0.624542806,0.383564475,0.852619523,1
2.111718448,1126,0.407717687,1.465936269,11.25737949,1,14.59798689,0.628866642,0.26286032,0.789156622,1
1.911485824,67,0.402739171,1.828182885,6.514573265,0,4.794537184,0.53445534,0.656930616,0.984572553,0
3.606461235,307.3333333,0.42954948,2.823023514,21.67537336,2,13.13989185,0.489599472,0.767683457,0.621413404,1
1.911485824,145,0.519942232,1.828182885,6.514573265,0,4.794537184,0.549675949,0.696295525,0.960200359,0
1.911485824,140,0.417390554,1.828182885,10.44284065,0,4.794537184,0.70446566,0.663778251,0.68917408,1
1.911485824,117,0.418985063,1.828182885,11.16387794,0,4.983978521,0.381079888,0.705038766,1.200831897,0
1.911485824,522,0.733364899,1.828182885,11.16387794,0,28.3926635,0.249713003,0.702941214,1.387180033,0
2.43771353,236,0.389822582,2.435218018,6.514573265,0,4.794537184,0.472031015,0.701109541,1.088943207,1
2.491419246,522.6666667,0.50809341,2.491419246,27.58673769,0,13.21233417,0.534803285,0.577510487,0.604621976,1
3.512654143,167.6666667,0.551766978,3.493058626,10.90292493,0,9.740498951,0.515003643,0.53056602,0.850388227,1
1.911485824,305.4444444,0.444268119,1.828182885,11.16387794,0,4.983978521,0.304950059,0.687982868,1.259557742,1
1.911485824,247.2222222,0.420605105,1.828182885,6.514573265,0,4.794537184,0.379136875,0.676376112,1.160883158,1
1.911485824,250.4444444,0.475328821,1.828182885,11.16387794,0,4.983978521,0.284105458,0.691379343,1.26283262,0
1.911485824,221.8888889,0.366707732,1.828182885,11.16387794,0,14.95193556,0.381589546,0.653470723,1.142216244,0
3.157963506,620,0.401648647,3.031235277,6.514573265,1,9.740498951,0.630805772,0.418504109,0.790705365,1
2.670676696,369,0.373711734,2.670676696,6.514573265,2,9.967957042,0.653790184,0.684818881,0.652278299,1
2.688924154,396,0.369186005,2.688924154,6.514573265,2,9.740498951,0.64991891,0.735945681,0.645073953,1
2.423756141,555,0.422525748,2.412200767,6.514573265,0,13.57536728,0.524294664,0.665784421,0.921222762,1
3.003296485,162,0.384980705,2.879886621,6.514573265,0,9.740498951,0.609910525,0.677623169,0.888003922,1
3.81376559,228,0.530690865,3.81376559,32.8392513,1,4.983978521,0.637132097,0.826924069,0.884124356,0
2.701711231,602,0.436090498,2.701711231,6.514573265,0,9.740498951,0.549858045,0.587438131,0.943549165,0
1.911485824,283.8888889,0.425989904,1.828182885,11.16387794,0,14.95193556,0.340260561,0.676060659,1.21561735,0
3.229372087,622.6666667,0.385324442,3.229372087,11.25737949,2,9.967957042,0.678591251,0.752410256,0.951703386,1
1.911485824,309.8888889,0.381383936,1.828182885,11.16387794,0,14.95193556,0.444294562,0.787273419,1.061237387,0
1.911485824,276.8888889,0.389851481,1.828182885,11.16387794,0,14.95193556,0.389301619,0.734260773,1.124254561,0
3.264206441,1161,0.359924818,3.025036351,6.514573265,3,14.57305289,0.681354563,0.466050582,0.785866323,1
3.253663483,1016.333333,0.367946152,3.01846666,6.514573265,3,14.57305289,0.677290824,0.466301197,0.790707155,1
2.984101479,723,0.364869651,2.984101479,6.514573265,1,13.21233417,0.541377008,0.543990085,0.7160961,1
2.945027405,662,0.369607209,2.945027405,6.514573265,1,13.21233417,0.537831913,0.573462328,0.688898008,1
3.069072107,999,0.375370606,3.036937911,6.514573265,3,14.57305289,0.677290824,0.478141609,0.790707155,1
1.911485824,68,0.523607703,1.828182885,17.36383283,0,4.983978521,0.475551313,0.720926253,1.071179933,0
1.911485824,240.4444444,0.498777544,1.828182885,11.16387794,0,4.983978521,0.387963033,0.679366014,1.142624275,0
2.653230133,1047,0.375608942,2.598914407,6.514573265,0,14.16893075,0.640019664,0.594405063,0.698676153,1
1.911485824,500,0.356081932,1.828182885,6.514573265,0,9.740498951,0.573193344,0.666966505,0.931485101,0
1.911485824,500,0.356081932,1.828182885,6.514573265,0,9.740498951,0.573193344,0.666966505,0.931485101,1
1.911485824,255.2222222,0.383345364,1.828182885,11.16387794,0,4.983978521,0.456068916,0.73112958,1.089037428,0
1.911485824,469,0.463082915,1.828182885,10.90292493,0,9.184952232,0.622172068,0.702356668,0.729053168,1
1.911485824,594,0.375362224,1.828182885,6.514573265,0,9.740498951,0.673177047,0.673787568,0.853824184,1
1.911485824,138,0.443824571,1.828182885,11.16387794,0,4.983978521,0.46279088,0.704708446,1.117283449,0
1.911485824,716,0.3679799,1.828182885,6.514573265,0,9.740498951,0.662301134,0.683640963,0.826976568,1
1.911485824,716,0.3679799,1.828182885,6.514573265,0,9.740498951,0.662301134,0.683640963,0.826976568,1
3.577099317,147.3333333,0.454228061,3.577099317,10.90292493,1,9.740498951,0.612092619,0.775153356,0.906180086,0
2.661575241,632.2222222,0.355166751,2.661575241,21.93632637,0,9.549026806,0.528220846,0.765484193,0.963773315,0
2.63748227,608.2222222,0.354928085,2.63748227,21.93632637,0,9.549026806,0.519650998,0.765801912,0.971748593,0
2.675260048,638.2222222,0.421356332,2.675260048,21.93632637,0,9.549026806,0.511289951,0.613713235,0.956780583,0
2.658037826,623.2222222,0.384098876,2.658037826,21.93632637,0,9.549026806,0.516142692,0.734513854,0.963773315,0
2.593335681,489.2222222,0.385150969,2.593335681,11.16387794,0,9.549026806,0.511965292,0.713873015,0.986475936,0
2.545110608,661.5555556,0.348752735,2.545110608,11.16387794,0,13.93944185,0.55079687,0.641690555,0.908298377,0
2.624245387,619.5555556,0.363287852,2.624245387,11.16387794,0,9.549026806,0.519871567,0.646191699,0.971965272,0
2.760819461,671.5555556,0.395274716,2.760819461,11.16387794,0,9.549026806,0.528157442,0.618363721,0.957112957,0
2.740167455,647.2222222,0.377583101,2.740167455,21.93632637,0,9.549026806,0.526731129,0.678819855,0.963773315,0
2.774056344,662.2222222,0.38881449,2.774056344,21.93632637,0,9.549026806,0.527483635,0.738550387,0.956780583,0
2.740167455,647.2222222,0.377583101,2.740167455,21.93632637,0,9.549026806,0.526731129,0.678819855,0.963773315,0
2.527023165,606.5555556,0.364739404,2.527023165,11.16387794,0,14.63632187,0.52135864,0.635973159,0.981017419,0
1.911485824,321.8888889,0.443163252,1.828182885,11.16387794,0,9.967957042,0.404212367,0.685177007,1.171384193,1
1.911485824,281,0.265714041,1.828182885,22.29078092,1,18.38575403,0.587486531,0.64234866,0.575279537,1
1.911485824,297,0.239521007,1.828182885,22.29078092,1,18.38575403,0.583700034,0.577461168,0.569949229,1
1.911485824,305,0.318283572,1.828182885,22.29078092,1,18.38575403,0.593872971,0.665998127,0.569949229,1
1.911485824,324,0.314828451,1.828182885,22.29078092,1,18.38575403,0.599450842,0.67967824,0.566027025,1
1.911485824,305,0.227902181,1.828182885,22.29078092,2,9.967957042,0.571219601,0.519463787,0.602096798,1
1.911485824,488,0.277890837,1.828182885,22.29078092,1,18.38575403,0.618254704,0.625490754,0.561793133,1
1.911485824,329,0.381725619,1.828182885,22.29078092,1,18.38575403,0.587995609,0.59422707,0.566027025,1
1.911485824,321,0.276956794,1.828182885,22.29078092,1,18.38575403,0.590641869,0.631580487,0.566027025,1
2.875497473,751,0.413047475,2.582889117,6.514573265,0,9.374393569,0.658739181,0.678402227,0.730374418,1
2.915497473,771,0.424598242,2.597716923,6.514573265,0,9.374393569,0.664505399,0.654720342,0.72344012,1
3.464724271,443.5555556,0.39763705,3.343711472,10.90292493,2,9.740498951,0.696011364,0.832382603,0.954579993,1
3.451862667,399.5555556,0.42979731,3.301638972,10.90292493,2,9.740498951,0.684960539,0.7013506,0.964909417,1
3.478548623,421.5555556,0.379286061,3.383378895,10.90292493,3,9.740498951,0.732971937,0.714154661,0.934993449,1
3.46553939,519.5555556,0.420476802,3.345447009,10.90292493,2,9.740498951,0.718557825,0.769871664,0.951032508,1
3.506664596,485.5555556,0.428730709,3.385511215,10.90292493,2,9.740498951,0.739022974,0.776151975,0.941821406,1
3.501983434,409.5555556,0.406221868,3.376632752,10.90292493,2,9.740498951,0.707897124,0.834809773,0.950519649,1
3.490964233,365.5555556,0.437363308,3.310441708,10.90292493,2,9.740498951,0.699730293,0.705852681,0.959334096,1
3.512442955,383.5555556,0.388518876,3.416300174,10.90292493,3,9.740498951,0.745109062,0.719353592,0.930233792,1
3.50264103,485.5555556,0.426855549,3.378368289,10.90292493,2,9.740498951,0.729354312,0.773322745,0.946091345,1
2.778749029,1006,0.383775139,2.778749029,6.514573265,1,13.21233417,0.550854066,0.663483173,0.771291788,1
2.77291063,1010.333333,0.379247158,2.77291063,6.514573265,1,13.21233417,0.546596447,0.655720326,0.773579151,1
2.390204712,296,0.38885697,2.37244024,6.514573265,0,9.740498951,0.371079807,0.696046943,1.200003195,1
2.826204334,207,0.461361473,2.68752551,6.514573265,0,9.740498951,0.453185958,0.686935109,1.091234992,1
1.911485824,83,0.398881931,1.828182885,6.514573265,0,9.665781456,0.455900024,0.688053736,1.077220461,0
3.494247431,253.6666667,0.690468769,3.494247431,10.90292493,1,9.13009657,0.349402452,0.762866621,1.132525911,1
1.911485824,26,0.407002844,1.828182885,6.514573265,0,9.184952232,0.570683703,0.704737761,0.841843501,0
1.911485824,186,0.399729708,1.828182885,6.514573265,0,9.740498951,0.534246476,0.575133588,1.030584706,1
2.870931994,720,0.408699246,2.843395608,11.38785599,4,4.794537184,0.685038326,0.652249841,0.849325586,1
1.911485824,98.77777778,0.496087417,1.828182885,6.514573265,0,4.794537184,0.592957037,0.324736939,0.974679282,0
1.911485824,442.2222222,0.684032233,1.828182885,11.16387794,0,18.67912338,0.293880335,0.698394325,1.358565559,1
2.43771353,236,0.389822582,2.435218018,6.514573265,0,4.794537184,0.472031015,0.701109541,1.088943207,1
3.003296485,162,0.384980705,2.879886621,6.514573265,0,9.740498951,0.609910525,0.677623169,0.888003922,1
1.911485824,75,0.411392849,1.828182885,11.16387794,0,9.967957042,0.607952901,0.776287094,0.96330375,0
1.911485824,213,0.340153028,1.828182885,6.514573265,0,14.80475519,0.381658078,0.664149941,0.943243688,1
3.344748441,126,0.45968368,3.023886527,6.514573265,0,4.794537184,0.709985582,0.4772557,0.76780565,1
3.475291734,221.1111111,0.370836673,3.242475099,10.90292493,1,9.740498951,0.724651266,0.801091177,0.856398898,0
3.585147837,347.1111111,0.475507707,3.585147837,10.90292493,1,9.740498951,0.69250338,0.550795437,0.798857437,0
2.725436722,823,0.39698089,2.538223204,6.514573265,1,4.794537184,0.653045056,0.441566979,0.703536127,1
2.810226602,1306,0.371782186,2.60419097,6.514573265,1,4.983978521,0.697,0.751320582,0.674735831,1
1.911485824,124,0.478069709,1.828182885,6.514573265,0,4.794537184,0.497723862,0.695368188,1.019728651,0
1.911485824,133,0.449351433,1.828182885,6.514573265,0,4.794537184,0.518601979,0.670631431,0.995882619,0
1.911485824,26,0.45782655,1.828182885,6.514573265,0,4.794537184,0.56158471,0.714301654,0.949640153,0
1.911485824,1640,0.326889541,1.828182885,6.076020107,0,14.38361155,0.51764085,0.555600593,0.975292291,1
1.911485824,43,0.454116839,1.828182885,6.514573265,0,4.794537184,0.621178115,0.650854987,0.827850438,1
1.911485824,244,0.342129577,1.828182885,6.076020107,0,9.740498951,0.584537228,0.638347845,0.888055514,0
3.140537098,983.3333333,0.429913916,2.631773824,10.90292493,1,4.983978521,0.641991217,0.457671128,0.770266331,1
3.162320379,1167.333333,0.428599425,2.662389871,22.02982792,1,4.983978521,0.640495524,0.469516393,0.763106424,1
3.158908344,1155.333333,0.431112105,2.658268739,20.98906906,1,4.983978521,0.643271423,0.485137136,0.763293648,1
3.535445011,213.1111111,0.512535356,3.535445011,10.90292493,1,9.740498951,0.664743175,0.580875832,0.809853135,1
2.969704007,1223,0.415008089,2.616184521,11.25737949,1,14.59798689,0.63173591,0.276582959,0.804451803,0
2.768161376,113,0.363115244,2.768161376,6.514573265,0,4.794537184,0.597518511,0.718921521,0.851845383,1
