ABC,ABCGG,SpAbs_A,SpAD_A,LogEE_A,VE1_A,VE3_A,VR3_A,nAromAtom,nAromBond,target
42.068697,31.24986138,69.89164697,69.89164697,4.916224324,6.417620584,3.545446377,8.236423706,22,22,1
14.49881459,11.70718296,23.94482265,23.94482265,3.8534127,4.202851844,2.077617191,5.103949992,12,12,0
15.20592137,12.07691038,25.36231732,25.36231732,3.900624199,4.298479499,2.151408536,5.24414671,12,12,0
23.8155689,19.77482241,39.91306846,39.91306846,4.364258912,4.641129337,2.633570017,6.823749568,12,12,1
16.44179545,12.49315242,25.7432403,25.7432403,3.973406962,3.663500251,1.991566224,6.295951973,6,6,0
19.14890223,15.23600907,32.37990943,32.37990943,4.140307811,4.34461142,2.385227055,6.362519112,16,17,1
21.24171301,17.32788123,36.88411486,36.88411486,4.251390111,3.828612128,2.407213106,8.008218048,10,11,1
22.65592657,18.03945287,39.19296756,39.19296756,4.314311138,3.801832428,2.46688528,8.684778492,10,11,1
13.46353841,10.8408851,23.02695418,23.02695418,3.794577283,3.486716808,1.836747216,6.585625578,10,11,0
19.22978246,14.78900342,32.95034096,32.95034096,4.145218789,3.50882141,2.210791645,9.715735283,10,11,1
19.12039266,14.21745581,33.19260744,33.19260744,4.141841445,3.496465335,2.207263999,10.67488507,10,11,1
19.82749944,14.53402499,34.55018828,34.55018828,4.177431267,3.496018226,2.244876444,11.32676462,10,11,1
19.12039266,15.12100114,33.1114647,33.1114647,4.145374416,3.551392442,2.222851209,9.025122457,10,11,1
19.82749944,15.44539285,34.4626339,34.4626339,4.180840921,3.527033938,2.253709046,9.669845912,10,11,1
20.53460623,15.76266393,35.66187146,35.66187146,4.215092519,3.51296856,2.286080841,10.31751735,10,11,1
21.24171301,16.07330843,37.00769109,37.00769109,4.248209694,3.50507499,2.318922652,10.96589533,10,11,1
24.78349807,20.36057195,39.86888285,39.86888285,4.384211353,3.950802878,2.567841287,8.058275245,10,11,1
13.9700473,12.96999278,22.37742927,22.37742927,3.825713227,3.709729961,1.952812973,5.396587274,0,0,1
19.54602132,16.36079774,31.88324951,31.88324951,4.155634962,3.89900124,2.316231873,6.897327524,12,12,0
13.73933715,12.6497563,22.25695727,22.25695727,3.816474976,3.809695805,1.92533601,5.108537652,6,6,0
24.82094616,20.502025,39.44753822,39.44753822,4.384197698,4.33719609,2.630378887,7.613320908,11,11,1
17.7061791,12.92336615,30.39034013,30.39034013,4.053219457,3.518267427,2.090877783,8.270091239,16,17,1
17.7061791,12.92336615,30.39034013,30.39034013,4.053219457,3.518267427,2.090877783,8.270091239,16,17,1
14.35632481,13.32001982,23.65624369,23.65624369,3.87080353,3.738404223,1.960512728,5.398913913,6,6,1
8.623180745,8.086503105,13.87816276,13.87816276,3.352605385,3.146671867,1.241655524,3.811430041,9,10,1
14.17064519,11.22621358,24.45018386,24.45018386,3.844579447,3.490694301,1.891954543,7.208645175,10,11,1
14.87775198,11.59940712,25.5904764,25.5904764,3.892200007,3.492880196,1.943873847,7.849221417,10,11,1
15.58485876,11.96179314,26.98943612,26.98943612,3.937655558,3.494073557,1.993005609,8.498929747,10,11,1
23.61032252,18.06068494,38.9058795,38.9058795,4.333794831,5.0471986,2.717445645,6.471282671,17,17,0
15.87258804,14.60814959,26.53101424,26.53101424,3.965073524,3.869434158,2.141565644,5.912813771,0,0,1
16.58404293,14.93575242,26.09264722,26.09264722,3.999657255,4.08829254,2.150064756,5.579445772,9,10,1
26.83600199,21.33238108,40.68586176,40.68586176,4.473658605,4.9370853,2.790697605,6.858588398,0,0,0
29.06671213,22.96842167,44.03304534,44.03304534,4.551020148,4.99534044,2.889439411,7.375734936,0,0,1
29.06671213,22.96842167,44.03304534,44.03304534,4.551020148,4.99534044,2.889439411,7.375734936,0,0,0
26.83600199,21.33238108,40.68586176,40.68586176,4.473658605,4.9370853,2.790697605,6.858588398,0,0,0
17.43663152,14.8249698,28.27306869,28.27306869,4.0355497,3.536715072,2.096107474,7.192652495,9,10,1
12.11827454,10.78863894,20.03843324,20.03843324,3.694167518,3.414212107,1.69795038,5.573445641,9,10,0
16.83767109,14.59600763,26.38188713,26.38188713,4.002617486,3.573559468,2.062019509,6.881367428,9,10,0
14.17064519,11.22621358,24.45018386,24.45018386,3.844579447,3.490694301,1.891954543,7.208645175,10,11,0
23.69585123,18.08253474,38.03780104,38.03780104,4.341899088,4.284892346,2.553707717,7.798720368,12,12,1
40.1329982,31.2787029,66.85390414,66.85390414,4.859107063,5.612617733,3.373675855,8.905938327,27,27,1
41.54721176,31.50855072,69.71141321,69.71141321,4.893248078,5.480001386,3.387504308,8.999838582,22,22,1
29.8307048,24.93087569,48.54261392,48.54261392,4.575096114,4.367294736,2.860438125,8.723786859,0,0,1
21.39530719,18.25606317,32.34087986,32.34087986,4.231942862,4.349065229,2.463212705,6.515361033,9,10,1
13.38265818,11.82137398,22.44332736,22.44332736,3.791481988,3.726831611,1.84618669,5.144386613,0,0,0
14.30854456,12.81127983,23.74793698,23.74793698,3.860658201,3.877326603,1.996999782,5.360755483,6,6,1
36.57330283,27.3728543,60.65982141,60.65982141,4.772864453,5.406523134,3.25622213,11.32787573,12,12,1
40.81594351,28.85507914,68.32250645,68.32250645,4.882309469,5.40668813,3.374035683,15.30270787,12,12,1
45.0585842,30.2222534,75.97432467,75.97432467,4.980949148,5.406691541,3.47939683,19.28747596,12,12,0
37.38979941,27.8722604,61.60518416,61.60518416,4.793725615,5.383174759,3.272513509,12.55958351,12,12,1
41.6324401,29.35513432,69.24666561,69.24666561,4.901028093,5.383223274,3.388035409,16.54478347,12,12,0
45.87508078,30.72108752,76.88618316,76.88618316,4.99792435,5.38322428,3.491576274,20.52365603,12,12,1
51.42006263,37.23529865,85.00041118,85.00041118,5.109014449,6.273530708,3.767860719,12.127836,18,18,0
59.905344,40.23746757,100.3247597,100.3247597,5.261975853,6.274030495,3.928283032,15.91865025,18,18,1
64.14798469,41.5858251,108.1147914,108.1147914,5.330492618,6.274041739,3.999743788,17.81311114,18,18,1
68.39062538,42.85811687,115.6279398,115.6279398,5.394614359,6.274043555,4.066435452,19.70311325,18,18,1
32.88074907,24.18267395,54.26029766,54.26029766,4.663520148,3.827254835,2.777232318,10.23612855,25,27,0
29.42609539,22.21927836,48.5047766,48.5047766,4.553028765,3.578110309,2.609835881,10.65926004,21,22,0
27.9310016,21.63425006,45.80363973,45.80363973,4.506516806,3.808854796,2.618262411,8.652652504,19,21,0
34.26645306,25.36909126,57.0510521,57.0510521,4.703500194,3.629838489,2.770792695,10.76075087,27,28,0
40.80271068,30.3234771,68.08783971,68.08783971,4.889442884,5.136466139,3.265605861,9.541687344,27,28,1
41.57876714,30.99505251,69.16052916,69.16052916,4.908105698,5.143566206,3.286405279,9.579896986,27,28,1
42.7742011,31.59312715,71.38983001,71.38983001,4.936417328,5.155172251,3.307707352,9.700799538,27,28,1
26.80939119,21.22639208,41.15802997,41.15802997,4.470899063,4.845015591,2.771872932,7.253008802,0,0,0
36.87201959,28.11367862,58.98967696,58.98967696,4.772901875,4.350686423,3.01789614,8.999384036,18,18,1
24.71155636,19.86468504,39.96805339,39.96805339,4.38047061,4.263272584,2.613187887,7.66816431,18,18,1
24.00444958,19.98613508,38.4544946,38.4544946,4.352571295,4.266005944,2.582080125,7.558226665,17,17,1
24.82094616,20.502025,39.44753822,39.44753822,4.384197698,4.33719609,2.630378887,7.613320908,17,17,1
28.87600846,23.23932417,47.58845464,47.58845464,4.53583437,4.416124287,2.82026352,8.351464302,12,12,1
28.87600846,23.23932417,47.58845464,47.58845464,4.53583437,4.416124287,2.82026352,8.351464302,12,12,1
28.16890168,22.66402557,46.37568038,46.37568038,4.511279221,4.418746627,2.794188907,8.092647663,12,12,1
14.97521123,13.22173757,24.26141483,24.26141483,3.898364004,3.931387091,2.010846199,5.358145862,9,10,1
13.89985417,11.93433196,21.9527463,21.9527463,3.810796657,3.385726851,1.807355275,6.166991905,9,10,1
14.71635075,12.84688851,22.97094281,22.97094281,3.8644932,3.518121127,1.899780962,6.02601589,9,10,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,1
23.07995255,18.93471891,38.88208515,38.88208515,4.331746976,4.642916397,2.60005344,6.671673835,12,12,1
30.97805813,25.1007081,50.27388646,50.27388646,4.605167651,4.105129285,2.798531598,8.465822507,12,12,1
14.97521123,13.12842415,24.39098459,24.39098459,3.92410127,4.011362196,2.03098477,5.312432913,6,6,1
35.31990666,26.66521741,57.20113063,57.20113063,4.72964464,4.250556657,2.951127349,9.213387322,18,18,1
35.31990666,26.66521741,57.20113063,57.20113063,4.72964464,4.250556657,2.951127349,9.213387322,18,18,1
57.95483245,48.97666482,84.16647198,84.16647198,5.218219918,5.718065888,3.758533637,11.39571424,18,18,1
13.73933715,12.6497563,22.25695727,22.25695727,3.816474976,3.809695805,1.92533601,5.108537652,6,6,0
30.14963101,22.12426739,49.36974999,49.36974999,4.580678446,3.980381796,2.742354297,10.73506005,20,22,1
14.48688405,13.13178978,23.11031408,23.11031408,3.865138389,3.938236187,2.012586841,5.245271985,6,6,0
13.71082758,12.26884794,22.24016744,22.24016744,3.8112497,3.815431362,1.926840393,5.209914289,6,6,1
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,4.045062825,2.090644262,5.436774785,9,10,0
21.60659647,18.66634217,32.27715931,32.27715931,4.241401971,3.869653979,2.382784509,7.185768408,9,10,0
16.93637379,15.81476776,27.05925367,27.05925367,4.015136458,4.000484555,2.219324615,5.874940445,0,0,1
27.73809878,20.95673654,42.86543462,42.86543462,4.489673672,4.94155067,2.850442151,7.214321754,22,23,1
18.89004175,14.41141833,30.04378833,30.04378833,4.106189779,4.050153686,2.274223565,6.517911927,16,17,1
16.13056431,14.22451537,25.19622475,25.19622475,3.960087124,3.65293362,2.037467921,6.294085543,9,10,1
13.38301741,12.05205358,20.83849905,20.83849905,3.77423432,3.70266311,1.896838985,5.2050796,6,6,1
14.71635075,12.65426367,22.73308871,22.73308871,3.864507812,3.47504356,1.8874609,6.358908078,9,10,0
15.15514911,12.36812435,24.2920077,24.2920077,3.896147238,3.821319153,1.982449577,5.475120743,9,10,0
30.82399704,24.98079768,48.81047992,48.81047992,4.594859231,4.788364895,2.952483356,8.037272327,6,6,1
25.11151299,18.12830052,41.88407027,41.88407027,4.39371078,5.287296434,2.828457854,6.578653089,12,12,1
26.52572656,19.41912939,44.30605439,44.30605439,4.451121277,5.020095976,2.837224484,6.950918818,12,12,1
20.68769527,18.10073008,31.85244836,31.85244836,4.204056619,4.440142336,2.483938207,6.320538653,0,0,1
16.05092753,15.43967939,25.68934248,25.68934248,3.970771529,3.873723353,2.142673512,5.791846808,0,0,1
22.60355591,17.61574432,37.81656522,37.81656522,4.304118936,4.165575165,2.491565098,8.512846628,17,20,0
26.70965759,22.42114584,43.334718,43.334718,4.473616952,4.68049475,2.796166789,7.228711629,0,0,0
15.31406773,13.50608225,24.41636813,24.41636813,3.911393203,3.582888089,1.969316385,6.110568148,9,10,0
28.82961757,20.94321343,49.73505733,49.73505733,4.54192721,5.441145953,3.002322511,7.125572518,18,18,1
16.41044405,14.12239622,27.34612178,27.34612178,3.995356734,3.465689113,2.031368852,7.176639998,9,10,0
15.15514911,12.98437651,24.65700973,24.65700973,3.907326118,3.418576553,1.922371432,6.854298152,9,10,0
40.79966487,31.19538423,68.70860865,68.70860865,4.876086983,5.762385535,3.419058365,8.504639595,22,22,1
38.19001734,30.0493884,63.49796319,63.49796319,4.810196053,5.474729883,3.309580851,8.491060257,16,16,1
28.83556835,23.4662737,46.77498103,46.77498103,4.532046774,4.711754384,2.858393139,7.691504385,12,12,1
26.08802145,21.46610494,42.44090048,42.44090048,4.431389052,4.124247962,2.640659123,7.994285584,12,12,1
38.19001734,30.06741541,63.49272302,63.49272302,4.810197985,5.562288145,3.325447473,8.559372335,16,16,1
12.11827454,10.78863894,20.03843324,20.03843324,3.694167518,3.414212107,1.69795038,5.573445641,9,10,0
15.53284733,13.56685329,23.72793534,23.72793534,3.915466653,3.594787929,1.97263218,6.213933131,9,10,0
31.14446708,24.75889096,50.40746456,50.40746456,4.608859967,4.660216964,2.925356367,8.175380071,23,23,1
22.62013494,19.08625165,37.66593374,37.66593374,4.3135263,4.520505175,2.573334489,6.695053756,12,12,0
22.62013494,19.08625165,37.66593374,37.66593374,4.3135263,4.520505175,2.573334489,6.695053756,12,12,1
18.09296603,15.64427712,29.08656199,29.08656199,4.082955466,3.595737823,2.155217943,7.519936483,9,10,0
23.69585123,19.81024295,38.71726684,38.71726684,4.351938411,4.499600405,2.635390706,6.925682693,16,17,1
24.41328588,20.36383517,41.36194692,41.36194692,4.392979246,4.675671301,2.673774858,6.919083834,12,12,1
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,4.045062825,2.090644262,5.436774785,9,10,0
26.04627904,21.55827848,43.2095761,43.2095761,4.450195535,4.743132259,2.7506202,7.109103162,12,12,1
26.04627904,21.55827848,43.2095761,43.2095761,4.450195535,4.743132259,2.7506202,7.109103162,12,12,1
17.10846212,13.90864661,28.8479988,28.8479988,4.03057255,3.653805984,2.128678483,7.59249625,10,11,0
29.34521516,22.51490276,48.31538826,48.31538826,4.555612957,3.816353121,2.674296353,9.327951674,19,21,0
28.63810838,22.09827162,46.78678141,46.78678141,4.531367348,3.814243499,2.647075168,8.933775766,19,21,0
30.52907781,23.58072557,48.03813436,48.03813436,4.585723113,3.846540239,2.708150658,8.962322811,19,21,0
29.56399476,22.7941899,47.47475502,47.47475502,4.557746472,3.823939225,2.676282169,9.028521008,19,21,0
26.10934109,20.81666099,41.71925721,41.71925721,4.434135006,3.575683527,2.497931786,9.47748157,15,16,0
30.24259197,22.70473492,49.65396558,49.65396558,4.578953132,3.588528294,2.638718726,10.67487822,21,22,0
29.42609539,22.21927836,48.5047766,48.5047766,4.553028765,3.578110309,2.609835881,10.65926004,21,22,0
30.90925864,23.71358743,50.8598099,50.8598099,4.602188196,3.625626969,2.674321591,10.41340757,21,22,0
29.41416485,23.06828398,48.15679901,48.15679901,4.557957545,3.936242928,2.705227764,8.543108624,19,21,0
30.12127163,23.55119723,49.13478565,49.13478565,4.581576677,3.947603012,2.734085115,8.756376844,19,21,0
29.41416485,23.06828398,48.15679901,48.15679901,4.557957545,3.936242928,2.705227764,8.543108624,19,21,0
28.65003893,21.27809825,47.64990387,47.64990387,4.526305515,3.54438652,2.57369791,11.05834917,21,22,0
15.91178471,14.00352518,25.94548788,25.94548788,3.956196334,3.639853319,2.033880729,6.251184742,9,10,1
20.57939444,17.39697861,33.18319723,33.18319723,4.221994737,4.206619622,2.39217083,6.440489589,14,15,1
21.44367127,18.12027667,33.96251036,33.96251036,4.258060267,4.252884145,2.440849148,6.556855491,14,15,1
21.28650122,17.84680278,34.10542495,34.10542495,4.254894247,4.234076376,2.436416984,6.589536929,14,15,1
21.993608,18.25293357,35.68139936,35.68139936,4.286739627,4.250322957,2.476614387,6.814314524,14,15,1
21.44367127,18.12027667,33.96251036,33.96251036,4.258060267,4.252884145,2.440849148,6.556855491,14,15,1
23.88457743,19.65875366,37.01533536,37.01533536,4.355645462,4.320976908,2.562093801,6.971359555,14,15,1
22.2123876,18.52713355,34.77579462,34.77579462,4.289533559,4.275809579,2.482592877,6.684852234,14,15,1
22.04138825,18.64545627,35.62342617,35.62342617,4.289944493,4.287874914,2.485410669,6.677964912,14,15,1
27.18170613,20.50702745,44.35639905,44.35639905,4.477881107,4.279420002,2.677592918,8.557743417,17,17,1
27.92925302,21.44461095,45.49495383,45.49495383,4.502920966,4.478625945,2.752079259,8.371456894,17,17,1
26.85812714,19.1738072,46.15868438,46.15868438,4.469845144,4.214649751,2.691329461,8.555914936,16,17,1
25.66269318,18.19196373,42.92159344,42.92159344,4.416000384,4.199275644,2.628834513,8.07460343,16,17,1
26.92707683,18.63835515,45.37406401,45.37406401,4.463493638,5.279284537,2.887566016,6.834867404,16,17,1
28.2723407,19.15317792,48.14403944,48.14403944,4.512237733,4.234494543,2.724197814,8.70154554,16,17,1
29.68655427,19.736978,50.73839667,50.73839667,4.561058156,3.934434796,2.704768303,9.830948861,16,17,1
27.56523392,19.45973155,47.26192317,47.26192317,4.495609547,3.937631111,2.651513147,9.121983778,16,17,1
26.36979996,18.48320641,44.02434601,44.02434601,4.4431709,3.927853549,2.591868537,8.638689291,16,17,1
27.63418361,18.92542679,46.47720939,46.47720939,4.489420095,5.109177416,2.883801384,7.045502015,16,17,1
28.97944748,19.43445837,49.24683533,49.24683533,4.536945844,3.9501628,2.682089613,9.265247196,16,17,1
34.19276277,27.56657741,57.2648649,57.2648649,4.713574944,4.779562074,3.068426323,8.62657611,12,12,1
33.48565599,27.21520665,56.16002123,56.16002123,4.692908959,4.775493588,3.045101879,8.358160565,12,12,1
17.8802874,16.64699506,27.65603051,27.65603051,4.062976886,4.098253279,2.286029591,5.989057655,0,0,1
17.73045749,17.16204648,27.2436341,27.2436341,4.06490074,3.9620912,2.252240704,6.10180369,0,0,1
12.96328069,12.24825346,21.17496785,21.17496785,3.761773333,3.671090066,1.83111689,5.046802862,5,5,0
23.55990948,18.55157496,36.64083169,36.64083169,4.328214226,3.685500791,2.435808528,9.180498596,10,11,1
12.22766434,11.09434241,19.90647845,19.90647845,3.699426588,3.630376389,1.759339961,4.833138379,6,6,0
16.79847442,13.92276584,27.20469438,27.20469438,3.996891621,4.466298632,2.28501738,5.473601266,12,12,1
35.55025757,22.87884186,59.87173102,59.87173102,4.738468743,4.780514428,3.068625558,9.237369346,18,18,1
17.10121411,14.79274123,25.94436555,25.94436555,4.010865353,4.357851561,2.260436535,5.505430052,6,6,0
23.13019983,19.6868521,34.2431552,34.2431552,4.307814207,3.70094811,2.407201322,8.069593622,9,10,1
16.93637379,15.81476776,27.05925367,27.05925367,4.015136458,4.000484555,2.219324615,5.874940445,0,0,1
16.05092753,15.43967939,25.68934248,25.68934248,3.970771529,3.873723353,2.142673512,5.791846808,0,0,1
14.68748195,12.78631672,25.04623625,25.04623625,3.889603649,3.82196719,1.982619147,5.55519713,9,10,0
16.26846368,14.60994083,25.02448101,25.02448101,3.96598444,3.867849449,2.094635999,5.79319107,5,5,1
17.07995255,12.82787585,27.52801153,27.52801153,4.011345302,3.580052657,2.017314854,7.380499531,6,6,1
23.43198304,16.35953547,39.48634674,39.48634674,4.326946519,3.657040337,2.395266458,8.444393132,16,17,0
22.72487625,16.67061774,38.05560963,38.05560963,4.296365967,4.16135627,2.490551785,7.581044469,22,23,0
30.10495971,26.8424804,46.18596158,46.18596158,4.599081655,3.53542438,2.623809896,9.349640305,0,0,1
39.2117603,32.27915013,65.84732871,65.84732871,4.857273999,4.439937459,3.11988083,9.507654373,6,6,1
14.48688405,13.13178978,23.11031408,23.11031408,3.865138389,3.938236187,2.012586841,5.245271985,6,6,0
15.23443095,13.57960073,24.44990327,24.44990327,3.911610796,3.950019581,2.066867717,5.516635199,6,6,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
40.53476577,30.8532043,65.23382963,65.23382963,4.870160135,4.512140208,3.155430214,10.31422497,24,24,1
13.0037208,11.80589861,21.16301285,21.16301285,3.759502977,3.772584361,1.858388524,4.939183502,6,6,1
17.9249587,14.3972744,30.33526815,30.33526815,4.073880403,4.600484955,2.40163046,5.753763654,12,12,0
37.61956649,28.76681815,60.39404348,60.39404348,4.791830784,4.858953611,3.149439026,8.780133437,15,16,1
42.52887384,31.34318847,68.79532988,68.79532988,4.913842122,5.194305449,3.333961873,8.993501951,21,22,1
41.11466028,30.3954304,66.01380795,66.01380795,4.879816039,5.461080698,3.346305326,8.748373744,19,21,1
17.88451859,13.96412429,29.4686232,29.4686232,4.060782596,4.013635414,2.22260654,6.259710385,16,17,1
40.81346091,32.3184822,66.03488268,66.03488268,4.877584963,6.213655268,3.513148286,8.404646013,18,18,0
14.56776428,13.58017307,23.88073245,23.88073245,3.874423218,3.769539896,2.020100131,5.566433234,0,0,1
14.894331,13.33635888,24.63133928,24.63133928,3.898835783,3.963346327,2.018942587,5.308233796,9,10,1
19.20127289,13.795391,31.56807307,31.56807307,4.131681406,3.611264979,2.159526858,8.525466198,6,6,1
20.0672983,14.50838444,32.14553351,32.14553351,4.174557668,3.65011995,2.211050762,8.988946794,6,6,1
20.9333237,15.24294844,32.72079559,32.72079559,4.215674635,3.705990124,2.265461908,9.382116219,6,6,1
20.0672983,14.50838444,32.14553351,32.14553351,4.174557668,3.65011995,2.211050762,8.988946794,6,6,1
20.61548645,15.01005035,33.93759823,33.93759823,4.209320991,3.706771864,2.265672825,9.125091803,6,6,1
14.60696095,13.08714551,23.0064045,23.0064045,3.864709007,3.637200803,1.933068262,5.636001235,9,10,0
12.93477112,11.58345501,21.30350284,21.30350284,3.754299627,3.474305065,1.776022729,5.596651544,9,10,1
