ABC,ABCGG,SpAbs_A,SpAD_A,LogEE_A,VE1_A,VE3_A,VR3_A,nAromAtom,nAromBond,target
24.3174293,18.16906967,40.43537524,40.43537524,4.362170606,4.779372246,2.69571132,6.783630176,18,18,1
19.07995255,15.03442556,32.62883895,32.62883895,4.12560891,4.371729176,2.350627361,6.058534576,11,11,1
22.83426605,17.00249311,38.00611747,38.00611747,4.299254392,4.648605666,2.601278055,6.605965979,18,18,1
21.31066269,16.05138322,35.92306141,35.92306141,4.232013816,4.508645554,2.499248561,6.410644521,12,12,1
23.03063277,17.0947492,37.69469516,37.69469516,4.305302733,4.770632721,2.627189679,6.482915868,12,12,1
24.3174293,18.16906967,40.43537524,40.43537524,4.362170606,4.779372246,2.69571132,6.783630176,18,18,1
23.03063277,17.0947492,37.69469516,37.69469516,4.305302733,4.770632721,2.627189679,6.482915868,12,12,1
24.3174293,17.77880302,40.49243797,40.49243797,4.362167824,4.666327859,2.671774548,7.004616614,12,12,1
22.82233551,18.00802114,38.23306089,38.23306089,4.303763716,4.364094637,2.538121491,7.204590438,12,12,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,4.803291522,2.763223885,6.982278444,12,12,1
26.74450616,20.03751228,43.46126709,43.46126709,4.453483994,5.05784815,2.844716558,6.898745827,12,12,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,4.414206957,2.401118925,6.173935709,12,12,1
21.33917226,16.80626411,35.78765196,35.78765196,4.236940863,4.326929258,2.458109885,6.831957869,12,12,1
26.56616667,19.54127827,44.29197003,44.29197003,4.450995691,4.822272844,2.797020793,7.105850211,12,12,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,4.803291522,2.763223885,6.982278444,12,12,1
25.96844969,19.09925746,42.58711522,42.58711522,4.423921906,4.790054921,2.760464346,7.000449964,12,12,1
24.24847962,18.46978274,40.5848959,40.5848959,4.359318196,4.63180668,2.664349115,7.01155768,18,18,1
20.82233551,16.09955593,34.68565812,34.68565812,4.20989237,4.278577244,2.446872308,6.881011012,12,12,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,4.414206957,2.401118925,6.173935709,12,12,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,4.803291522,2.763223885,6.982278444,12,12,1
23.12199534,18.49661908,37.71322524,37.71322524,4.312487736,4.600915673,2.624867632,6.744348622,12,12,1
21.59839198,17.01918887,36.07229407,36.07229407,4.246382492,4.457629727,2.524236591,6.663363996,12,12,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,4.414206957,2.401118925,6.173935709,12,12,1
16.29196554,12.96535432,27.90500081,27.90500081,3.974923958,4.13148772,2.16057491,5.652468278,12,12,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,4.414206957,2.401118925,6.173935709,12,12,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,4.38658969,2.434063534,6.374441494,12,12,1
21.59839198,17.01918887,36.07229407,36.07229407,4.246382492,4.457629727,2.524236591,6.663363996,12,12,1
15.69424856,12.49033642,26.20016465,26.20016465,3.930975163,4.070470926,2.09690588,5.486135051,12,12,1
20.71294571,16.34180585,35.3063236,35.3063236,4.210041862,4.368666005,2.467709474,6.586073672,12,12,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,4.309743326,2.416389794,6.473056105,12,12,1
21.82785867,16.94105751,35.06331137,35.06331137,4.249150963,4.506018549,2.535033376,6.561878336,12,12,1
20.11522873,15.87944668,33.60146888,33.60146888,4.175462633,4.314291638,2.417444594,6.475423458,12,12,1
22.10598983,17.79355465,36.62902131,36.62902131,4.272561382,4.633452503,2.562921688,6.494050405,12,12,1
19.43822991,15.62550557,31.90977369,31.90977369,4.143352679,4.409984147,2.400161827,6.088661026,12,12,1
20.00583893,15.91963744,33.66804766,33.66804766,4.175631747,4.365901459,2.429336133,6.42168245,12,12,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,4.38658969,2.434063534,6.374441494,12,12,1
20.8912852,16.6347012,34.51028467,34.51028467,4.213203596,4.45178439,2.486556775,6.400666117,12,12,1
20.11522873,15.87944668,33.60146888,33.60146888,4.175462633,4.314291638,2.417444594,6.475423458,12,12,1
19.22978246,15.16982868,32.83599159,32.83599159,4.13640215,4.264269302,2.366561574,6.402749259,12,12,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,4.38658969,2.434063534,6.374441494,12,12,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,4.309743326,2.416389794,6.473056105,12,12,1
18.63206548,14.533333,31.19312727,31.19312727,4.099130676,4.231699674,2.318072464,6.174902286,12,12,1
18.63206548,14.533333,31.19312727,31.19312727,4.099130676,4.231699674,2.318072464,6.174902286,12,12,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,4.237441495,2.319428404,6.173143468,12,12,1
19.22978246,15.13317191,32.86090178,32.86090178,4.136405889,4.293838669,2.373471859,6.297543056,12,12,1
19.22978246,15.13317191,32.86090178,32.86090178,4.136405889,4.293838669,2.373471859,6.297543056,12,12,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,4.309743326,2.416389794,6.473056105,12,12,1
20.30250673,16.38115113,32.69152676,32.69152676,4.182308445,4.516554671,2.463260907,6.156845276,12,12,1
19.40812195,15.55240981,32.00926433,32.00926433,4.139812547,4.334599481,2.382919946,6.18142555,12,12,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,4.237441495,2.319428404,6.173143468,12,12,1
19.22978246,15.16982868,32.83599159,32.83599159,4.13640215,4.264269302,2.366561574,6.402749259,12,12,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,4.237441495,2.319428404,6.173143468,12,12,1
17.8155689,14.03076234,30.43768994,30.43768994,4.056901474,4.139621753,2.253513543,6.082476389,12,12,1
23.13232321,17.46710484,39.76909396,39.76909396,4.321269649,4.671664879,2.60622625,6.753066895,15,16,1
24.61548645,18.5074432,42.20119751,42.20119751,4.382857206,4.755989152,2.690806809,7.003430887,15,16,1
22.46565654,16.9756791,38.25319772,38.25319772,4.287318991,4.487811144,2.530984504,6.833937878,21,22,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,4.639474409,2.564220503,6.578017027,15,16,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,4.639474409,2.564220503,6.578017027,15,16,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,4.639474409,2.564220503,6.578017027,15,16,1
22.75338582,17.801643,38.1210918,38.1210918,4.300694382,4.366245171,2.538614148,7.45966839,15,16,1
22.46565654,16.9756791,38.25319772,38.25319772,4.287318991,4.487811144,2.530984504,6.833937878,15,16,1
21.27022258,16.62665571,35.64124252,35.64124252,4.233659073,4.341288954,2.461423071,7.025055123,15,16,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,4.639474409,2.564220503,6.578017027,15,16,1
21.71810964,16.61375528,37.33795212,37.33795212,4.255638679,4.573170951,2.5134586,6.495541521,15,16,1
22.53460623,17.23970295,38.05630438,38.05630438,4.290390393,4.65353389,2.567246324,6.555806446,15,16,1
17.62529887,14.08054937,29.67198684,29.67198684,4.049314306,4.19729592,2.22289785,5.91311758,15,16,1
21.36928022,17.20380148,35.38171298,35.38171298,4.240105884,4.513090209,2.500233882,6.460404856,15,16,1
21.33917226,17.08595035,35.51865966,35.51865966,4.236885983,4.432267734,2.48216313,6.590787785,15,16,1
22.23355705,17.95698586,36.163469,36.163469,4.275532003,4.612191253,2.558322487,6.501008536,15,16,1
20.5631158,16.24503335,34.62824508,34.62824508,4.200048297,4.345501279,2.424652566,6.617458741,15,16,1
24.3174293,17.78792961,40.46879874,40.46879874,4.362167661,4.729577257,2.685237935,6.852002289,18,18,1
25.56988241,19.7296435,42.68185082,42.68185082,4.425622027,4.46493027,2.690176066,7.469176113,16,17,1
29.81252309,21.99948592,49.46821755,49.46821755,4.57380293,4.724628466,2.887789993,7.883796771,22,23,1
31.58311524,25.8322096,51.13958778,51.13958778,4.623427124,4.774770606,2.949640293,8.007293082,12,12,1
18.83891454,16.30646317,30.69000713,30.69000713,4.120660107,3.580513401,2.19179693,7.842365136,9,10,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,1
29.91158502,24.52249961,48.49131979,48.49131979,4.572576159,4.279655165,2.840166798,9.978476503,6,6,1
29.91158502,24.33163853,48.50991788,48.50991788,4.572571357,4.276029066,2.839319152,10.13887433,6,6,1
21.88612126,19.67497686,35.59155131,35.59155131,4.271256677,4.252347914,2.546083569,7.429546997,0,0,1
32.54974212,25.52891145,53.10017817,53.10017817,4.657659702,4.333621246,2.925018531,9.508431949,10,11,1
29.13552856,22.956643,47.72345916,47.72345916,4.546367116,4.141116572,2.781942008,10.77251984,6,6,1
30.33096252,23.57357667,49.9330302,49.9330302,4.586771182,4.147719685,2.808853071,10.52129145,6,6,1
27.68087488,22.55513785,45.20269117,45.20269117,4.496925901,4.169076682,2.736027412,9.233498747,6,6,1
13.62070846,12.4805131,22.30016113,22.30016113,3.816920105,3.705577834,1.897625872,5.217743217,6,6,1
13.60143778,12.4598635,22.60459186,22.60459186,3.811473856,3.81118392,1.925726546,5.131635498,6,6,0
21.97732936,15.33265637,36.84703927,36.84703927,4.264998389,4.896732861,2.618187637,6.309369849,20,22,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,4.310186261,2.293890242,5.702336137,12,12,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,4.310186261,2.293890242,5.702336137,12,12,1
16.08103549,13.97919809,25.77017603,25.77017603,3.960195651,3.930459344,2.110693645,5.861116049,6,6,1
16.94531231,14.72400206,26.55029454,26.55029454,4.006801691,4.040544639,2.184836855,5.863743253,6,6,1
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,4.045062825,2.090644262,5.436774785,9,10,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
21.57897111,15.80862168,35.40304472,35.40304472,4.25448062,3.765338138,2.390548405,12.7810433,6,6,1
14.94670166,13.87134496,25.80621028,25.80621028,3.916837362,3.791426286,2.074679622,5.81000983,0,0,1
16.47030502,15.157285,28.2236333,28.2236333,4.00757567,3.919035758,2.198754767,6.06185414,0,0,1
17.35575129,15.90305341,28.99085338,28.99085338,4.051889382,4.00264798,2.262424874,6.143006654,0,0,1
18.2996649,16.7248759,29.59050494,29.59050494,4.098038575,4.158506734,2.341446784,6.187754134,0,0,1
19.06838123,17.13055938,30.43713477,30.43713477,4.134874323,4.112228976,2.369476657,6.367164882,0,0,1
17.84407847,15.90103166,30.18644066,30.18644066,4.101048319,4.193411609,2.308983366,6.148844559,0,0,1
15.87258804,14.60814959,26.53101424,26.53101424,3.965073524,3.869434158,2.141565644,5.912813771,0,0,1
26.87470617,20.35606308,45.42741385,45.42741385,4.470027315,4.602872567,2.750456011,7.576340519,15,16,1
29.21480611,21.6654429,48.67941103,48.67941103,4.547552948,4.616959399,2.838069169,8.560191422,15,16,1
27.76015243,21.00456397,46.1901373,46.1901373,4.498163985,4.628440482,2.784982951,7.657379735,15,16,1
27.76015243,21.00456397,46.1901373,46.1901373,4.498163985,4.628440482,2.784982951,7.657379735,15,16,1
27.58181295,20.72648639,46.40848115,46.40848115,4.495789592,4.609264033,2.780831167,7.916403595,15,16,1
28.35786942,21.46574449,47.85941576,47.85941576,4.523324684,4.639271884,2.815491278,7.892503284,15,16,1
28.50769933,21.34467042,47.09580432,47.09580432,4.523111185,4.619871745,2.811300789,8.05551091,15,16,1
26.87401757,21.11212581,42.01444807,42.01444807,4.471311631,4.530824189,2.734679295,8.163386587,0,0,0
20.83891454,16.93599234,34.25063711,34.25063711,4.220285643,4.241799042,2.438239255,6.618721331,16,17,1
21.43663152,17.50905892,35.52341628,35.52341628,4.2533771,4.286761826,2.485151046,6.723213186,16,17,1
22.1437383,17.98798041,36.8122045,36.8122045,4.285273119,4.316453614,2.527144879,6.853416921,16,17,1
22.32207778,18.26285413,36.26046457,36.26046457,4.288206186,4.352193067,2.535390608,6.814009635,16,17,1
23.06962468,18.68996771,37.53470222,37.53470222,4.318890103,4.363545443,2.571897191,6.933648134,16,17,1
22.76996485,19.24261104,37.95234096,37.95234096,4.319451241,4.42256715,2.585332619,6.847499907,16,17,1
23.51751175,19.53415765,39.26430217,39.26430217,4.349186692,4.46433239,2.627521794,6.976401381,16,17,1
23.69585123,19.81024295,38.71726684,38.71726684,4.351938411,4.499600405,2.635390706,6.925682693,16,17,1
24.44339813,20.24254047,39.98648004,39.98648004,4.380754815,4.507182677,2.668823084,7.055009069,16,17,1
26.30549876,20.98726065,43.92407379,43.92407379,4.454233144,4.660074714,2.762806913,7.244920877,16,17,1
15.71082758,14.09963385,25.22568135,25.22568135,3.948134444,4.048032136,2.091378051,5.428338238,9,10,1
25.94479764,21.31035687,40.12219975,40.12219975,4.423943098,3.540953262,2.488171406,9.18456289,9,10,1
22.2860779,18.29186506,37.38695178,37.38695178,4.290557754,3.502820655,2.352180834,9.206912498,9,10,1
24.05697043,19.71779763,38.92253389,38.92253389,4.35661273,3.513374283,2.41972772,9.338900796,9,10,1
19.9223259,16.46625141,31.05064845,31.05064845,4.163643434,3.446736054,2.192939157,8.526299453,9,10,0
23.48151186,18.01823705,39.16971058,39.16971058,4.331170324,3.693054018,2.405066052,8.104079828,21,22,0
18.69068301,14.86048188,30.56654393,30.56654393,4.104454948,3.483882672,2.12361612,7.749206213,15,16,0
39.99974731,26.95285634,66.33581601,66.33581601,4.862319954,4.01248424,3.038069186,18.32156093,15,16,0
42.12106766,27.63295559,70.12199641,70.12199641,4.913850022,4.012452273,3.094150686,20.53650606,15,16,0
44.242388,28.29161076,73.97456125,73.97456125,4.962854362,4.012448582,3.147259591,22.74848187,15,16,0
28.20625347,23.63229928,43.08132397,43.08132397,4.545814607,4.391489554,2.732431444,9.032618059,0,0,0
17.9293068,15.85857383,29.22873903,29.22873903,4.075966068,4.243062181,2.278194344,6.175328246,6,6,1
18.63641358,16.27981036,30.40986069,30.40986069,4.113933882,4.252091572,2.322879734,6.669947886,6,6,1
17.9293068,15.85857383,29.22873903,29.22873903,4.075966068,4.243062181,2.278194344,6.175328246,6,6,1
33.67658563,26.98185969,53.42563203,53.42563203,4.680536947,4.993731713,3.089788009,8.144459592,16,17,1
16.58404293,14.93575242,26.09264722,26.09264722,3.999657255,4.08829254,2.150064756,5.579445772,9,10,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
14.894331,13.33635888,24.63133928,24.63133928,3.898835783,3.963346327,2.018942587,5.308233796,9,10,0
25.92800958,18.88387726,42.59984378,42.59984378,4.4240509,5.078786199,2.818994764,6.791016631,12,12,1
16.91819209,14.24552152,27.92846496,27.92846496,4.038859703,4.086273424,2.149570756,5.754039774,9,10,0
17.9249587,14.35454676,30.65785342,30.65785342,4.073880404,4.074944438,2.280325849,6.13236497,12,12,0
17.32724172,13.87945837,29.04783219,29.04783219,4.03415174,4.316530542,2.295361087,5.761211342,12,12,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,1
13.23877905,12.15305915,20.58407584,20.58407584,3.770172407,3.769145314,1.85747652,4.908228227,6,6,0
14.75679086,12.66122462,22.77563798,22.77563798,3.864200189,3.809639995,1.979388581,5.46644798,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
18.76996485,15.53725898,31.06396719,31.06396719,4.115592848,3.967296178,2.294375531,6.466443106,12,12,0
19.54602132,16.15932423,32.28194188,32.28194188,4.155619933,4.397583175,2.436566557,6.422089599,12,12,0
19.30308025,17.20081128,31.38038014,31.38038014,4.15424834,4.391911254,2.39605523,6.167019528,6,6,0
19.30308025,17.20081128,31.38038014,31.38038014,4.15424834,4.391911254,2.39605523,6.167019528,6,6,0
18.63641358,16.35845843,30.29404451,30.29404451,4.117629355,4.363899607,2.3488348,6.011741043,6,6,0
18.63641358,16.35845843,30.29404451,30.29404451,4.117629355,4.363899607,2.3488348,6.011741043,6,6,0
25.28251235,19.30136682,41.09642154,41.09642154,4.405641637,4.35504415,2.665257217,8.171740118,16,17,1
27.21181409,21.04478491,44.13972947,44.13972947,4.483724606,4.434285348,2.742129432,8.021217952,21,22,0
17.36768183,13.33128893,29.10364189,29.10364189,4.030006952,3.526618379,2.093248569,6.787780994,12,12,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,1
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
26.85812714,18.51120309,45.53342044,45.53342044,4.460913697,4.524142297,2.733203443,7.567165229,22,23,1
28.97944748,19.57711007,49.09333251,49.09333251,4.539334557,4.299639242,2.766863942,8.155135783,22,23,1
27.56523392,18.79828669,46.63597478,46.63597478,4.486906266,4.174529886,2.681764718,8.061059962,22,23,1
25.44391358,17.76265629,43.70095039,43.70095039,4.413544327,3.734144583,2.511441234,8.776430836,16,17,1
26.15102036,18.13807607,44.75148687,44.75148687,4.440780756,3.737306723,2.542140656,9.14176571,16,17,1
24.7368068,17.55588989,42.21695594,42.21695594,4.385545256,4.183848272,2.594382272,7.963087597,16,17,1
25.44391358,17.84977034,43.31979028,43.31979028,4.413544328,3.917811998,2.559455803,8.528469709,16,17,1
24.02970002,17.17421207,41.16637431,41.16637431,4.356739598,4.175481259,2.560631735,7.606125947,16,17,1
24.7368068,17.4712707,42.26968472,42.26968472,4.385545255,3.912395454,2.527300644,8.166354854,16,17,1
28.2723407,19.08002128,48.06791839,48.06791839,4.512240302,3.897708757,2.641322728,8.641542207,22,23,1
25.44391358,17.91481952,43.69305358,43.69305358,4.413544328,4.187551312,2.626038619,8.411617478,16,17,1
26.15102036,18.20558126,44.79632394,44.79632394,4.440780756,3.92012781,2.58989969,8.981611837,16,17,1
26.85812714,18.49086536,46.22762133,46.22762133,4.467294989,3.738637503,2.57148421,9.597718233,16,17,1
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,3.804745781,1.924035842,5.297602169,9,10,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,4.045062825,2.090644262,5.436774785,9,10,1
22.16227495,18.82248659,33.17554918,33.17554918,4.267656689,4.269056749,2.481012318,7.048500541,9,10,1
29.65236531,23.58662049,48.64384546,48.64384546,4.567150633,4.718086044,2.912379771,7.736110753,10,11,1
31.21640879,25.50927895,50.64212904,50.64212904,4.619598603,4.123411922,2.851765482,11.97887867,6,6,1
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,3.804745781,1.924035842,5.297602169,9,10,0
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,3.804745781,1.924035842,5.297602169,9,10,0
14.71635075,12.84688851,22.97094281,22.97094281,3.8644932,3.518121127,1.899780962,6.02601589,9,10,0
14.71635075,12.84688851,22.97094281,22.97094281,3.8644932,3.518121127,1.899780962,6.02601589,9,10,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,4.310186261,2.293890242,5.702336137,12,12,0
14.98714178,12.12798605,25.30967716,25.30967716,3.896537668,3.615109974,1.978269457,6.984119223,10,11,0
22.75338582,17.03199421,37.92699314,37.92699314,4.303760973,4.52682449,2.574731435,6.833459521,15,16,1
27.69588528,20.57428737,43.44682415,43.44682415,4.488359882,4.920288081,2.84613005,7.378739096,15,16,1
25.35146204,18.64531277,40.26401343,40.26401343,4.399939092,4.659588503,2.70207795,7.106840045,15,16,1
26.06590895,19.45282971,41.71914162,41.71914162,4.430447799,4.705909768,2.742741585,7.286962443,15,16,1
38.32667327,28.64746978,61.76054183,61.76054183,4.809901603,4.847821335,3.1677646,8.86647637,16,17,1
14.80880229,12.08197177,25.24019172,25.24019172,3.90871683,3.979248902,2.022946969,5.433853273,6,6,1
15.47546896,12.34332467,26.24402374,26.24402374,3.96926683,3.992476267,2.026265543,5.484745373,6,6,1
16.18257574,13.08606888,26.38318553,26.38318553,3.993736593,4.152308935,2.11681173,5.538208366,6,6,1
16.25152542,13.61532635,27.2269101,27.2269101,4.017361149,3.886947925,2.050771435,5.770521523,6,6,1
32.16156155,23.30436954,52.66964895,52.66964895,4.644069867,4.445143603,2.902799149,10.29633355,27,28,0
29.9998011,23.31046573,49.22319464,49.22319464,4.584104557,4.500121525,2.865080955,8.689805926,21,22,0
27.0334746,20.62471898,45.04971843,45.04971843,4.478772782,4.871537188,2.8361725,7.457516818,21,22,0
25.68821072,19.955474,42.43232765,42.43232765,4.428322514,4.529106074,2.704447054,7.371345245,21,22,0
26.3953175,20.38223492,43.37423146,43.37423146,4.455167287,4.539240148,2.736535061,7.709761486,21,22,0
27.10242429,20.76817034,44.9362083,44.9362083,4.481307744,4.54349235,2.766458925,8.16686083,21,22,0
26.3953175,20.38223492,43.37423146,43.37423146,4.455167287,4.539240148,2.736535061,7.709761486,21,22,0
30.63795819,22.35430904,50.88267492,50.88267492,4.597074092,4.564542278,2.879294795,9.240214904,27,28,0
26.5047073,20.62025907,43.19782847,43.19782847,4.457645547,4.427235599,2.711550803,7.661094416,21,22,0
31.45445477,23.00543469,51.64817571,51.64817571,4.62189982,4.451489253,2.879533065,9.622701304,27,28,0
29.33313443,22.06329079,47.65525001,47.65525001,4.566636354,4.457949409,2.803021706,8.439342946,21,22,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,4.437232284,2.770964668,8.501045341,21,22,0
26.5047073,20.62025907,43.19782847,43.19782847,4.457645547,4.427235599,2.711550803,7.661094416,21,22,0
27.21181409,21.04478491,44.13972947,44.13972947,4.483724606,4.434285348,2.742129432,8.021217952,21,22,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,4.437232284,2.770964668,8.501045341,21,22,1
29.33313443,22.06329079,47.65525001,47.65525001,4.566636354,4.457949409,2.803021706,8.439342946,21,22,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,4.437232284,2.770964668,8.501045341,21,22,0
13.38265818,11.82137398,22.44332736,22.44332736,3.791481988,3.726831611,1.84618669,5.144386613,9,10,0
23.98239592,20.78693325,35.33018256,35.33018256,4.347252557,4.040059398,2.527661506,7.652390831,6,6,1
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,3.568489915,1.677607621,4.660836377,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,3.673300236,1.771094134,4.818308886,6,6,0
41.79077488,32.11157139,42.2780712,42.2780712,4.321616793,4.383049704,0,7.622988032,16,17,1
17.87727057,15.5417265,27.15675997,27.15675997,4.05521939,4.36787983,2.30718685,5.655060599,6,6,1
29.66305241,23.57607478,47.55333108,47.55333108,4.557545704,4.081631094,2.741497753,8.536171311,12,12,1
39.48166712,29.54155213,64.4598545,64.4598545,4.841140967,5.201197393,3.258326779,8.552167372,16,17,1
35.31990666,26.66521741,57.20113063,57.20113063,4.72964464,4.250556657,2.951127349,9.213387322,18,18,1
39.48166712,29.54155213,64.4598545,64.4598545,4.841140967,5.201197393,3.258326779,8.552167372,16,17,1
23.88312924,20.6489052,38.42563426,38.42563426,4.356039488,4.355047266,2.602737575,7.101766784,15,16,0
22.98874445,19.72385645,37.74631037,37.74631037,4.320430211,4.196116893,2.532771837,7.241739252,15,16,0
13.60143778,12.37651978,22.37333918,22.37333918,3.811467289,3.840430225,1.933371063,5.129170559,6,6,1
13.09368974,11.93255993,21.07452998,21.07452998,3.764689363,3.778059239,1.8598387,4.922533738,6,6,0
33.95646536,25.87712878,55.98105078,55.98105078,4.693562868,4.662212094,3.021094575,9.214384936,18,18,0
32.5422518,25.21898327,52.87137608,52.87137608,4.650936663,4.760658117,2.995470444,8.548925615,6,6,0
30.66733641,25.38953477,46.74481944,46.74481944,4.584262439,4.660507057,2.925418614,8.277908947,6,6,0
54.79982013,38.37445222,90.6782056,90.6782056,5.168036073,5.603945316,3.683565654,10.41446705,30,30,0
33.0710191,25.14335634,54.84381973,54.84381973,4.670478379,4.925276296,3.052995397,8.702957696,18,18,0
35.41111904,26.41187762,58.10400321,58.10400321,4.734359641,4.904940649,3.116299296,9.005509672,18,18,0
33.1804089,25.17107034,54.76865349,54.76865349,4.67038186,4.855561877,3.038739849,8.755610581,18,18,0
38.64699312,28.54922272,63.76343727,63.76343727,4.832962729,4.354321698,3.060404051,11.276662,21,22,0
14.75936558,13.70278948,22.84485471,22.84485471,3.874902508,3.953086127,2.016350458,5.211539092,9,10,0
21.12809202,17.01471888,33.23959206,33.23959206,4.22215188,4.165176024,2.42001031,7.522863135,16,16,1
15.76754634,14.21547858,25.3276344,25.3276344,3.952897415,3.999151224,2.079229325,5.465761131,9,10,1
15.76754634,14.16349117,25.32625365,25.32625365,3.952892665,4.024342038,2.085508609,5.445675696,9,10,0
19.27022258,14.45575286,31.01730836,31.01730836,4.13168502,3.634835482,2.166032588,8.614852275,6,6,1
24.41328588,20.36383517,41.36194692,41.36194692,4.392979246,4.675671301,2.673774858,6.919083834,12,12,1
24.41328588,20.36383517,41.36194692,41.36194692,4.392979246,4.675671301,2.673774858,6.919083834,12,12,1
29.44252423,22.44446777,47.48045618,47.48045618,4.56034268,4.600718359,2.861213523,8.927852669,21,22,1
30.04024121,22.92133574,49.17051667,49.17051667,4.584004397,4.663132479,2.900663981,8.926068627,21,22,1
