MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,NsssN,PEOE_VSA3,MATS1s,ATSC3v,GATS1se,SaaN,MINaaN,AMID_h,SaasN,AATS4pe,PEOE_VSA9,GATS7c,SssNH,MATS1Z,SlogP_VSA10,target
3.265523235,900.6666667,0.387848095,3.041977415,6.514573265,1,14.57305289,0.678917969,0.567556961,0.754442361,8.400187298,4.040880072,0.491373552,0.659301291,6.107583203,28.13691014,0.937801579,9.365438632,0.72677768,9.589074368,1
3.228133358,890.6666667,0.377080532,2.934925969,6.514573265,1,14.57305289,0.665277655,0.45114401,0.762027374,8.477085854,4.033334183,0.499274265,0.659301291,6.081034646,27.63399456,0.985551761,9.207967966,0.724465076,9.589074368,1
3.237393,1060,0.36792087,2.94875313,6.514573265,1,19.55703141,0.673248159,0.453271049,0.79437376,12.80621012,4.043424136,0.530381932,0.659301291,6.110947584,33.96131464,1.11983477,9.237527094,0.722743776,9.589074368,1
3.240374859,947,0.371213553,2.953058685,6.514573265,1,14.57305289,0.668904143,0.518541318,0.793128108,8.687928171,4.04061497,0.508497605,0.659301291,6.075067647,27.63399456,1.169749173,12.33983428,0.723246805,9.589074368,0
3.237393,1060,0.36792087,2.94875313,6.514573265,1,19.55703141,0.673248159,0.453271049,0.79437376,12.80621012,4.043424136,0.530381932,0.659301291,6.110947584,33.96131464,1.11983477,9.237527094,0.722743776,9.589074368,0
3.101998851,446.6666667,0.376753023,2.896414094,6.514573265,1,14.57305289,0.65890473,0.591477818,0.776945539,8.568579665,3.973852397,0.601186812,0.659301291,6.124256652,27.63399456,0.985178978,8.910797366,0.727276795,9.589074368,0
3.095026219,979,0.418530499,2.779586463,6.514573265,1,14.57305289,0.658319491,0.613813141,0.799446015,8.717081367,4.028588184,0.507507577,0.659301291,6.165992278,34.24087653,1.129002253,8.894992032,0.718081364,9.589074368,1
3.264467829,964,0.379848674,2.986947574,6.514573265,2,14.57305289,0.669704987,0.421730661,0.780913355,8.706009158,4.045431493,0.501132566,0.659301291,6.014761724,27.63399456,1.247214507,9.31140748,0.728555844,9.589074368,0
3.164059666,978,0.390822741,2.834169796,6.514573265,1,14.57305289,0.669744012,0.472849807,0.786554084,8.650803534,4.031446154,0.518774306,0.659301291,6.120413462,34.24087653,1.225860179,9.031277094,0.726066714,9.589074368,1
3.132948555,950,0.375141821,2.799169796,6.514573265,1,14.57305289,0.650952147,0.522539614,0.807178639,8.629466562,4.025417823,0.515684211,0.659301291,6.122853462,27.63399456,1.063471404,8.952108132,0.715735865,9.589074368,1
3.264680414,944.6666667,0.364792628,2.968861154,6.514573265,2,14.57305289,0.665884179,0.452220984,0.747688569,8.714142603,4.064321394,0.472285254,0.659301291,6.087042414,27.63399456,1.070360251,6.233541569,0.730634596,9.589074368,1
3.075065984,954.6666667,0.370658771,3.008938315,6.514573265,2,14.57305289,0.665884179,0.464061396,0.747688569,8.706880278,4.047881694,0.472358495,0.659301291,6.073111379,27.63399456,1.07018574,6.084004299,0.730634596,9.589074368,1
3.050170777,951,0.410201542,2.657919796,6.514573265,1,14.57305289,0.647396918,0.505645151,0.809115601,8.596713504,4.018220321,0.526118328,0.659301291,6.146258964,34.24087653,1.168664516,8.712005974,0.714966341,9.589074368,1
3.251724774,1084,0.368615551,2.966734989,6.514573265,1,19.55703141,0.67129359,0.417309591,0.782025732,13.14983441,4.047550535,0.522505096,1.812705907,6.101264029,39.65524263,1.161553982,9.275611521,0.728385762,9.589074368,0
3.00689239,787,0.349299297,3.00689239,6.514573265,3,14.57305289,0.672781585,0.450949808,0.736794869,8.711849106,4.057906612,0.488771989,0.659301291,6.163486347,27.63399456,1.036685229,3.00689239,0.735603357,9.589074368,0
3.254919218,976,0.372084359,2.976335329,6.514573265,1,14.57305289,0.657071444,0.546119133,0.803045594,8.697349293,4.042848304,0.495679633,0.659301291,6.050922776,27.63399456,1.185355637,9.286503115,0.718644852,9.589074368,0
2.568339052,874,0.355118039,2.568339052,33.64166196,3,14.76249423,0.678566489,0.766737796,0.780200878,9.439542873,4.645527789,0.435900485,0.659301291,6.263032872,42.97502233,0.93406472,2.568339052,0.723140138,4.794537184,1
2.691662433,880,0.341815084,2.691662433,33.64166196,2,19.55703141,0.672072786,0.640605868,0.780139623,9.332961015,4.666480507,0.50790244,0.659301291,6.309332215,50.08481987,1.036750883,5.383324867,0.713933541,9.589074368,1
1.911485824,197,0.35862772,1.828182885,6.514573265,0,9.740498951,0.510041021,0.625981268,1.050503713,5.343551485,2.598833288,0.369909277,0.659301291,6.015994118,21.27821048,0.989200078,3.402064397,0.583726628,7.323169215,0
1.911485824,176,0.370302905,1.828182885,6.514573265,0,9.740498951,0.529645444,0.636622287,1.042263194,5.343551485,2.598833288,0.351385292,0.659301291,5.953851064,21.27821048,0.8668746,3.402064397,0.593268579,7.323169215,0
1.911485824,570,0.366367315,1.828182885,6.514573265,0,9.740498951,0.62289545,0.670755725,0.878123687,5.343551485,2.598833288,0.514378427,0.659301291,6.507218,39.95814702,1.011121896,3.402064397,0.723685626,7.323169215,1
3.762228836,132,0.538798156,3.762228836,6.514573265,0,9.740498951,0.63188898,0.473871669,0.996037366,5.343551485,2.598833288,0.280045361,0.659301291,5.6257,21.27821048,1.211853835,3.762228836,0.689105791,7.323169215,0
3.332728175,194.4444444,0.38006779,3.332728175,10.90292493,1,9.740498951,0.592246149,0.734766327,0.895729529,4.352211819,4.352211819,0.392919846,0.659301291,6.115225424,11.20408699,1.491263486,3.332728175,0.671218265,11.37477255,1
3.840882464,284.1111111,0.433577183,3.840882464,10.90292493,2,9.740498951,0.707064158,0.832162552,0.887227773,4.487223304,4.487223304,0.349368632,0.659301291,5.753337766,5.516700718,1.304033589,3.840882464,0.690803221,5.687386275,1
3.86337711,269.1111111,0.444098248,3.86337711,10.90292493,2,9.740498951,0.722255607,0.837669326,0.891735955,4.50172298,4.50172298,0.326697128,0.659301291,5.719575243,5.516700718,0.924386822,3.86337711,0.690067884,5.687386275,1
3.442109788,72.55555556,0.433822774,3.442109788,10.90292493,0,9.740498951,0.593678951,0.792953466,0.910531268,4.319396393,4.319396393,0.420899934,0.659301291,5.9223,5.516700718,0.93448928,3.442109788,0.657,5.687386275,0
3.448082607,161.5555556,0.392779847,3.002691936,10.90292493,1,9.740498951,0.690557548,0.807160689,0.772159983,4.346442642,4.346442642,0.45091339,0.659301291,5.958512687,5.516700718,1.124885494,6.450774543,0.678499857,5.687386275,1
3.559164857,121.5555556,0.456944625,3.534630992,10.90292493,1,9.740498951,0.742961151,0.818433994,0.915179553,4.381822165,4.381822165,0.383748271,0.659301291,5.775554362,5.516700718,1.057523204,7.09379585,0.68265982,5.687386275,1
3.57032803,119.5555556,0.461892774,3.544148921,10.90292493,1,9.740498951,0.752142583,0.820990162,0.916327713,4.387184952,4.387184952,0.369520849,0.659301291,5.752279114,5.516700718,1.007858007,7.114476951,0.682682747,5.687386275,1
3.561174358,167.5555556,0.446162651,3.561174358,10.90292493,2,9.740498951,0.731927677,0.81199387,0.881928521,4.397678011,4.397678011,0.390289429,0.659301291,5.802081935,5.516700718,1.409256087,3.561174358,0.691688415,5.687386275,1
3.56390602,153.5555556,0.44336625,3.56390602,10.90292493,2,9.740498951,0.741995706,0.815379481,0.883445643,4.399938969,4.399938969,0.375754568,0.659301291,5.776738415,5.516700718,1.206692755,3.56390602,0.691434627,5.687386275,1
3.566632913,142.5555556,0.448273136,3.566632913,10.90292493,2,9.740498951,0.750748382,0.81842103,0.885227764,4.402288222,4.402288222,0.362296336,0.659301291,5.755419653,5.516700718,0.985042563,3.566632913,0.691135955,5.687386275,1
3.5693071,135.5555556,0.45246293,3.5693071,10.90292493,2,9.740498951,0.75839359,0.821168045,0.887227773,4.404634955,4.404634955,0.349784809,0.659301291,5.736209341,5.516700718,0.990250278,3.5693071,0.690803221,5.687386275,1
3.885737906,344.1111111,0.481660966,3.885737906,10.90292493,2,9.740498951,0.547350195,0.770678574,0.89674042,4.520510723,4.520510723,0.308338272,0.659301291,5.686340726,5.516700718,1.185774163,3.885737906,0.689277754,5.687386275,1
2.744068405,95,0.365944147,2.744068405,6.514573265,0,4.794537184,0.587820476,0.696996201,0.857741945,5.343551485,2.598833288,0.573396529,0.659301291,6.190157143,18.2497736,0.993041384,2.744068405,0.639228537,7.323169215,1
1.911485824,304,0.544588066,1.828182885,6.514573265,0,9.740498951,0.573483253,0.610046337,0.906743163,5.343551485,2.598833288,0.346509941,0.659301291,6.261330709,7.109797541,1.257549844,3.402064397,0.636434978,7.323169215,0
1.911485824,62.77777778,0.432897396,1.828182885,6.514573265,0,4.794537184,0.531283778,0.686830204,1.027485697,5.343551485,2.598833288,0.933435331,0.978888889,6.948994366,10.17706424,0.82940588,3.402064397,0.641845685,7.323169215,0
2.612719696,704,0.416771074,2.588736623,6.514573265,1,9.38281978,0.616494197,0.59611423,0.756547301,7.222899941,3.606744622,0.7181053,0.659301291,6.630897059,5.538925252,1.778754639,5.201456318,0.674524656,4.390415048,1
3.472699515,159.5555556,0.433368328,3.435010886,10.90292493,0,9.740498951,0.746334615,0.718700689,0.854158205,8.36780696,4.015749291,0.429932412,0.659301291,5.980740625,5.516700718,0.79663288,6.907710401,0.676248964,5.687386275,1
3.482699515,155.5555556,0.44048876,3.462788663,10.90292493,0,9.740498951,0.705367355,0.71462071,0.850497534,4.35715971,4.35715971,0.343061823,0.659301291,5.941329293,5.516700718,0.785529487,6.945488178,0.674570053,5.687386275,1
1.911485824,65,0.411505035,1.828182885,6.514573265,0,9.184952232,0.505407447,0.694544058,0.918701842,3.419777022,3.419777022,0.792637629,0.818449074,6.970584615,6.606881965,0.917214251,3.402064397,0.61221746,10.20827783,1
1.911485824,523.9229698,0.387596513,1.828182885,11.16387794,0,4.983978521,0.230125235,0.727189852,1.19678529,11.4404321,3.734830247,1.053794589,0.659301291,7.378152632,6.327320075,0.018117575,3.402064397,0.600060572,5.948339281,1
3.473164919,89.55555556,0.460947662,3.330339328,10.90292493,0,9.740498951,0.709288222,0.8063334,0.867008644,4.337001995,4.337001995,0.410461902,0.659301291,5.901936047,5.516700718,0.763218282,6.803504247,0.670711417,5.687386275,1
3.494519873,91.55555556,0.472886678,3.345145583,10.90292493,0,9.740498951,0.729681219,0.810639149,0.866809315,4.348126914,4.348126914,0.389961792,0.659301291,5.851252632,5.516700718,0.797966278,6.839665456,0.671837385,5.687386275,1
3.510475876,91.55555556,0.481655541,3.356308756,10.90292493,0,9.740498951,0.746339809,0.814262783,0.867461883,4.357507553,4.357507553,0.371403128,0.659301291,5.809341346,5.516700718,0.731944048,6.866784632,0.672688548,5.687386275,1
3.067331017,328.7777778,0.436466047,2.845208589,6.514573265,1,4.983978521,0.649455776,0.687455226,0.850039732,17.49060148,4.270454145,0.738133211,0.659301291,6.513762385,30.12062709,0.70282059,5.912539606,0.695897737,22.71562332,0
2.840979623,145,0.355907935,2.840979623,6.514573265,0,4.794537184,0.617852563,0.76456396,0.811991351,5.343551485,2.598833288,0.509075945,0.659301291,6.237862308,24.85665557,1.080079737,2.840979623,0.672847798,7.323169215,1
1.911485824,138,0.378854069,1.828182885,11.16387794,0,4.983978521,0.521806333,0.704243097,0.921801706,7.086309996,3.397269463,0.996491416,0.840925926,7.275901299,12.93420204,0.918497276,3.402064397,0.596832892,14.72916938,1
1.911485824,252,0.412515524,1.828182885,6.514573265,0,9.740498951,0.616353887,0.537190406,0.81933595,5.343551485,2.598833288,0.156783312,0.659301291,5.713680095,11.51895686,0.838229839,3.402064397,0.703207282,7.323169215,0
1.911485824,345,0.40872832,1.828182885,6.514573265,0,9.740498951,0.651858291,0.537798205,0.705626569,5.343551485,2.598833288,0.197077613,0.659301291,5.746160093,5.414990469,0.933089839,3.402064397,0.713073162,7.323169215,1
1.911485824,345,0.40872832,1.828182885,6.514573265,0,9.740498951,0.651858291,0.537798205,0.705626569,5.343551485,2.598833288,0.197077613,0.659301291,5.746160093,5.414990469,0.933089839,3.402064397,0.713073162,7.323169215,0
1.911485824,252,0.412515524,1.828182885,6.514573265,0,9.740498951,0.616353887,0.537190406,0.81933595,5.343551485,2.598833288,0.156783312,0.659301291,5.713680095,11.51895686,0.838229839,3.402064397,0.703207282,7.323169215,0
1.911485824,375,0.352152693,1.828182885,11.16387794,0,9.967957042,0.629963326,0.67323107,0.847671197,12.24564249,3.88943322,0.758151865,1.835225813,6.367466667,25.73792758,0.905445656,3.402064397,0.703329737,5.948339281,1
1.911485824,68,0.507223755,1.828182885,11.16387794,0,4.983978521,0.512855625,0.719228908,1.035547748,7.487177816,3.544366497,0.848592685,1.709259259,6.515759259,12.93420204,0.732184195,3.402064397,0.632603188,5.948339281,0
1.911485824,231.2222222,0.407150753,1.828182885,11.16387794,0,4.983978521,0.40558041,0.67788508,1.15611731,7.388852386,3.506380897,1.035717979,1.439399565,6.587647778,25.20007845,0.905471277,3.402064397,0.82628149,5.948339281,0
3.469692697,77.55555556,0.4457955,3.469692697,10.90292493,0,9.740498951,0.616733393,0.797871625,0.908442091,4.333113106,4.333113106,0.398848011,0.659301291,5.866140449,5.516700718,0.77587217,3.469692697,0.658991738,5.687386275,0
2.37256577,506,0.480368408,2.37256577,6.514573265,1,8.780830095,0.657201235,0.71536185,0.693826503,5.343551485,2.598833288,0.641758152,1.325063166,6.808068613,13.15163837,1.106683316,2.37256577,0.676007784,8.780830095,1
3.230578941,1073,0.371085254,2.935697574,6.514573265,1,14.57305289,0.675760309,0.481281021,0.75219259,12.98886924,4.043478368,0.534168399,1.628720701,6.133165789,34.17875097,1.228260937,9.217136359,0.728824423,9.589074368,1
3.303780314,1118,0.381523087,3.039916678,6.514573265,2,14.57305289,0.679495835,0.488437226,0.794286581,8.742295043,4.055578162,0.514568242,0.659301291,6.027807616,40.84775849,1.258837765,9.417365791,0.732318349,9.589074368,1
2.452977718,899,0.382683917,2.242884044,6.514573265,0,9.589074368,0.495108495,0.715363193,1.082734196,5.343551485,2.598833288,0.874050258,0.659301291,6.72798271,31.90432755,1.023788474,7.131165731,0.598644419,4.794537184,1
1.911485824,709.6666667,0.331815324,1.828182885,11.16387794,0,24.08203213,0.251060868,0.673680478,1.347984241,11.69224461,3.754354813,1.198154976,1.213846529,6.957257282,12.93420204,1.140579751,3.402064397,0.914003426,5.817862778,1
3.017202145,57,0.414875342,3.017202145,6.514573265,1,4.992404733,0.629232647,0.693125089,0.911993928,5.343551485,2.598833288,0.820081886,0.659301291,6.460105263,25.38791908,0.782365782,3.017202145,0.703418192,7.323169215,0
1.911485824,164.3333333,0.441505747,1.828182885,10.44284065,0,4.794537184,0.670267923,0.710690922,0.850733442,5.343551485,2.598833288,0.993255489,1.18158494,6.958679412,23.2254087,0.881967393,3.402064397,0.647663992,7.323169215,1
3.221271642,947,0.359769118,2.813407032,6.514573265,1,13.21233417,0.560818492,0.573170494,0.805715112,5.343551485,2.598833288,0.57367818,0.659301291,6.166096,69.20737049,1.120236419,6.034678674,0.830059615,10.48192346,1
3.233801497,1003,0.367789565,2.817259267,6.514573265,1,13.21233417,0.569016736,0.58887114,0.827659315,5.343551485,2.598833288,0.58400991,0.659301291,6.138522623,95.63489835,1.057629025,6.051060764,0.822626568,10.48192346,1
3.239494575,1059,0.374823897,2.819665856,6.514573265,1,13.21233417,0.576289704,0.602687083,0.844117238,5.343551485,2.598833288,0.592275581,0.659301291,6.115887761,122.0624262,1.008083918,6.059160431,0.816414472,10.48192346,0
2.803322195,1014,0.355607382,2.803322195,6.514573265,1,13.21233417,0.549688551,0.558249417,0.828365617,5.343551485,2.598833288,0.597684939,0.659301291,6.191907246,69.20737049,1.024175564,2.803322195,0.823268241,10.48192346,1
2.808446874,1070,0.364021256,2.808446874,6.514573265,1,13.21233417,0.558681276,0.575027802,0.846157804,5.343551485,2.598833288,0.605209725,0.659301291,6.161893464,95.63489835,0.981056528,2.808446874,0.816868185,10.48192346,0
2.811449387,1126,0.371363777,2.811449387,6.514573265,1,13.21233417,0.566586497,0.589695769,0.85971857,5.343551485,2.598833288,0.611254663,0.659301291,6.137239286,122.0624262,0.945334578,2.811449387,0.811440412,10.48192346,1
2.998220024,1539,0.429672549,2.696656578,11.25737949,1,14.59798689,0.642736653,0.330524984,0.852070421,4.443640275,4.443640275,0.534393471,0.659301291,6.024115094,83.90855486,1.042159421,11.3417595,0.704722404,9.589074368,0
3.008434739,1651,0.435665401,2.708940346,11.25737949,1,14.59798689,0.648967924,0.363063159,0.873137351,4.456318284,4.456318284,0.55399142,0.659301291,6.006964463,136.7636106,0.978373578,11.38675647,0.712256431,9.589074368,1
3.011749922,1707,0.438201601,2.712669585,11.25737949,1,14.59798689,0.651534361,0.377225823,0.880847373,4.460984862,4.460984862,0.561762151,0.659301291,5.999890661,163.1911384,0.952630809,11.40084531,0.715152729,9.589074368,1
3.014373937,1763,0.440487812,2.715550555,11.25737949,1,14.59798689,0.653821568,0.390369284,0.887299378,4.464897713,4.464897713,0.568530187,0.659301291,5.993597059,189.6186663,0.929966922,11.41185528,0.717634977,9.589074368,1
