BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,BCUTm-1l,SMR_VSA3,BCUTc-1l,BCUTdv-1h,TopoPSA(NO),PEOE_VSA1,MDEC-33,SMR_VSA7,BCUTd-1l,SM1_Dzm,BCUTdv-1l,Xc-5dv,Xch-6dv,SM1_Dzpe,Xc-5d,BCUTZ-1h,Xch-7d,BCUTp-1h,PEOE_VSA10,SMR_VSA1,TopoPSA(NO),EState_VSA1,BCUTi-1l,EState_VSA2,SlogP_VSA2,EState_VSA1,BCUTpe-1h,BCUTare-1h,SM1_Dzpe,VE3_Dt,PEOE_VSA8,SM1_Dzare,MID_N,SM1_DzZ,BCUTse-1h,VR3_Dt,SM1_Dzse,SM1_Dzi,Xch-6d,MID_O,GGI6,MDEO-11,SMR_VSA5,ETA_eta_BR,SlogP_VSA3,VR1_Dt,SpDiam_A,BCUTc-1h,Xc-3d,SM1_Dzv,target
13.30411679,17.42477454,0.545838833,5.666627998,3.296638871,2.162280049,1.195097326,2.406729043,2.211105857,36.40182075,11.68059758,4.567099648,0.369639952,7.00407122,112.23,29.52345452,20.85839518,68.21584805,0.972520899,0.94347038,0.270626789,0.330169158,0.12235382,0.167601699,0.994941509,17.00110447,0.618522373,2.208027451,17.13018417,29.24139737,112.23,28.82060884,10.92983348,35.45843355,58.76614583,28.82060884,3.988694834,4.107736975,0.167601699,3.146046672,42.84715556,0.130070535,4.501291579,0.883753869,4.009990958,6.914988859,2.29477896,1.974668392,0.239805366,10.63545294,1.845714286,1.345646558,45.25574649,1.210061951,6.420821623,265.0683699,5.048967074,0.493393868,3.089691392,0.947560506,1
13.30411746,17.42477428,0.545841802,5.66648851,3.296622014,2.162186193,1.195097347,2.406656852,2.211029647,35.99178236,11.68039135,9.551078169,0.369642804,7.004071052,101.65,19.51701739,22.34250439,92.61179283,0.972549001,0.942573403,0.270627281,0.314417933,0.082649297,0.155094824,0.994941509,17.00110436,0.546002082,2.208071582,17.13018417,24.13486998,101.65,28.82060884,10.92961649,34.91791865,39.45011775,28.82060884,3.988692563,4.107734972,0.155094824,3.105643645,35.83055154,0.117224774,4.298893109,0.881915151,4.009986954,6.850487798,2.04628416,1.801534206,0.258534105,8.873253967,1.767346939,1.27275233,26.31013685,1.103908802,6.420821623,255.2274167,5.048827245,0.493471182,2.801016257,0.953306102,1
13.30411763,17.42477407,0.545842579,5.666554981,3.296611426,2.162174753,0.610180863,2.406682557,2.211043408,30.29785437,11.68048437,9.551078169,0.369643434,7.004070629,101.65,19.51701739,22.34250439,79.79275439,0.972549493,0.944823743,0.229290701,0.338544905,0.103447644,0.155656931,0.994941509,17.00110525,0.604927648,2.93629661,22.13780786,24.13486998,101.65,28.82060884,10.311699,34.91791865,39.45011775,28.82060884,3.988691455,4.10773397,0.155656931,3.065226269,41.21061431,0.116119197,4.281213272,0.886511946,4.009985916,6.782051667,2.117640264,1.714633711,0.239805366,8.873203842,1.780453515,1.27275233,26.31013685,1.103908802,6.420821623,244.9656071,5.048669418,0.493449111,2.801016257,0.955575267,1
13.30411616,17.42477484,0.545836739,5.666627786,4.023004068,2.162279112,1.148423313,2.406727585,2.211104558,49.11266911,11.6805975,4.567099648,0.369637098,7.004073062,110.46,33.89065303,17.89613076,68.21584805,0.972530357,0.944367357,0.270625572,0.386505878,0.103447644,0.180108574,1.135933509,17.00110459,0.546002082,2.20802646,17.13018417,33.60859588,110.46,34.42165965,10.92983339,23.43656112,73.48026432,34.42165965,3.988698204,4.107739799,0.180108574,3.184630802,49.95695311,0.142916296,4.502981953,0.885592587,4.009997079,6.977935275,2.54327376,2.147802578,0.258534105,12.72346291,2.013061224,1.27275233,31.91118766,1.242607367,15.89454753,275.0516016,5.072752568,0.493607606,3.499928106,0.941814911,1
13.30411681,17.42477456,0.545838849,5.666626518,4.022057284,2.16227549,1.142100713,2.406722309,2.211099998,30.29785437,11.6805975,4.567099648,0.369639679,7.004072115,109.07,24.41692712,19.40304595,68.21584805,0.972414604,0.94347038,0.27062571,0.506450752,0.129607429,0.167601699,1.285902196,17.00110447,0.651342944,2.208031465,17.13018417,28.92940716,109.07,34.23559931,10.92983359,34.90719234,46.91807537,34.23559931,3.988695503,4.107737462,0.167601699,3.146357883,42.72322078,0.130070535,4.479051564,0.883753869,4.009992465,6.913835946,2.29477896,1.974668392,0.342364544,10.6410875,2.086575964,1.426970016,46.0755173,1.392583936,11.21535881,264.7629453,5.067658248,0.493547625,4.020595052,0.947560506,1
13.3031547,17.42582064,0.545235945,5.666618138,4.022059486,2.162263901,1.1421007,2.406711051,2.211089467,30.96260733,11.68059244,4.567099648,0.369638447,7.005179729,109.07,24.41692712,22.36191967,67.96670182,0.972394867,0.944793861,0.27062647,0.537760912,0.126816292,0.184970515,1.438123249,17.00110461,0.654391214,2.208095116,22.15281748,33.31982221,109.07,45.07545347,10.92982761,54.28703516,46.91807537,45.07545347,3.990040614,4.109019353,0.184970515,3.185385545,37.03583451,0.147615964,4.477196138,0.886205493,4.011448083,6.977507529,2.60827896,2.328371586,0.33216991,10.64067437,2.166575964,1.426970016,46.0755173,1.465063581,11.21535881,274.9339744,5.071201186,0.494101419,4.139209068,0.939688504,1
13.3031547,17.42582062,0.54523595,5.666618129,4.022058472,2.162263923,1.142100671,2.406711087,2.211089497,44.17637126,11.68059241,4.567099648,0.369637473,7.005179175,101.23,29.15379008,20.4987828,67.96670182,0.972481961,0.944793861,0.270626325,0.524392227,0.100656506,0.184970515,1.35438403,17.00110461,0.557879165,2.208090336,22.15281748,33.26214798,101.23,45.07545347,10.92982757,29.66476557,60.76941597,45.07545347,3.990039714,4.109018721,0.184970515,3.184771408,37.15976929,0.147615964,4.496141975,0.886205493,4.011446057,6.978500271,2.60827896,2.328371586,0.24833947,10.87792665,2.112653061,1.27275233,33.23387405,1.375747184,11.15768458,275.2070486,5.070466054,0.493955067,3.93409071,0.939688504,1
13.30411673,17.42477461,0.545839838,5.666547818,3.296687398,2.162225951,1.195097347,2.40668748,2.211061836,30.29785437,11.6804788,14.70774143,0.369641318,7.004072496,127.68,24.04011233,23.91098637,74.10657197,0.972521175,0.943983164,0.270626285,0.309568025,0.088422719,0.175393534,0.994941509,17.00110439,0.651342944,2.208041859,17.13018417,28.65796491,127.68,28.82060884,10.92970666,40.74232315,44.60678101,28.82060884,3.988696112,4.107737899,0.175393534,3.106524785,36.55744517,0.138418187,6.300187291,0.884804565,4.009994313,6.848873662,2.435041953,2.199917978,0.342364544,10.86689186,1.882494331,1.27275233,33.23387405,1.210061951,6.420821623,254.8157773,5.048866139,0.493726215,3.089691392,0.942962172,1
15.58918511,14.54841279,1.023534859,5.673601947,3.240362866,2.169427669,1.304263946,2.414555203,2.218990769,5.516700718,11.68697811,9.883888252,0.542052031,5.033863901,28.16,5.316788604,6.372227814,64.81094935,0.9872569,0.937277822,0.270627506,0.098392798,0.066746422,0.082983468,0.253933894,17.00110307,0.464041608,2.207902675,0,0,28.16,0,10.93685087,0,22.97340106,0,3.182606456,3.148698719,0.082983468,2.515985293,34.52523006,0.043798194,6.261653044,0.871320632,3.493009829,5.871234771,0.630573152,0.807409669,0.204124145,0,0.462857143,0,27.315968,0.571326814,6.544756406,141.8746667,4.825670379,0.390477591,1.568708449,0.985307747,1
14.70046315,14.55168787,0.740399485,5.694044219,3.160924949,2.194025954,0.609493206,2.440016494,2.244020098,27.63399456,11.70505923,30.81823258,0.43743295,6.029113556,125.55,25.5871385,12.60756164,104.4567182,0.977201289,0.944525501,0.229030729,0.290732423,0.230244998,0.148179003,0.565641142,16.00557273,0.448814159,2.937960973,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502903322,3.556641997,0.148179003,3.512602677,36.62616603,0.112770334,12.20170703,0.886262149,3.715601225,7.57126977,1.978269368,1.870233266,0.457560933,7.315867542,1.361814059,0.36840315,90.57330219,1.191622523,35.52468175,396.2457361,4.656677936,0.497529466,3.189942884,0.95186932,1
14.70034008,14.55169612,0.740335309,5.694033329,3.161650512,2.194004217,0.609493206,2.439992298,2.243995627,33.67583539,11.70505384,30.81823258,0.437466466,6.029751477,142.62,25.5871385,15.29179707,104.4567182,0.977195724,0.945422478,0.229030729,0.320195206,0.230244998,0.160685878,0.683492272,16.00557301,0.448814159,2.937963321,12.64872279,23.91501169,142.62,36.1570568,10.31121803,31.1496762,63.8558405,36.1570568,3.503508376,3.557224257,0.160685878,3.542412381,37.00514682,0.125616094,12.19352896,0.888100867,3.71619358,7.622743913,2.226764168,2.043367452,0.457560933,9.101858731,1.506303855,0.827037108,84.15248057,1.280938921,40.31921894,408.8326898,4.680547879,0.498490303,3.388187666,0.946123724,1
14.70046307,14.55158209,0.740397866,5.694044219,3.16809527,2.194025954,0.609493205,2.440016494,2.244020098,27.63399456,11.70505923,30.81823258,0.437430654,6.029116534,125.55,25.5871385,14.67163571,104.4567182,0.977205218,0.944525501,0.229030729,0.322735008,0.380159266,0.148179003,0.563240902,16.00557317,0.80780191,2.937967958,12.64872279,19.12047451,125.55,12.1350809,10.31121803,42.58860474,57.0667644,12.1350809,3.502919709,3.556655293,0.148179003,3.573233957,35.62033488,0.112770334,12.30167963,0.886262149,3.715616721,7.685624986,1.978269368,1.870233266,0.757910123,7.332552134,1.536417234,0.36840315,109.4567863,1.205142878,35.52468175,426.8294189,4.74398489,0.497582525,3.256990054,0.95186932,1
14.70046329,14.551679,0.740402006,5.694100165,3.160714513,2.194083888,0.609493208,2.440075516,2.244078707,27.63399456,11.70511359,30.81823258,0.437436412,6.029105726,125.55,25.5871385,10.78395278,68.56143134,0.977201276,0.944525501,0.229030729,0.290732423,0.198169983,0.148179003,0.565641142,16.00557184,0.376645376,2.937945578,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502866977,3.556612665,0.148179003,3.384882665,36.62616603,0.112770334,12.18252526,0.886262149,3.715566836,7.340030705,1.978269368,1.870233266,0.35549886,7.311149654,1.200181406,0.36840315,103.917861,1.123260614,29.10386013,342.3909826,4.642472245,0.497400742,2.985818739,0.95186932,1
14.70046329,14.551679,0.740401982,5.694100117,3.160732148,2.194083707,0.609493208,2.440075225,2.24407846,27.63399456,11.70511359,30.81823258,0.43743463,6.029105725,125.55,25.5871385,11.04332401,68.56143134,0.977201277,0.944525501,0.229030729,0.290732423,0.198169983,0.148179003,0.565641142,16.00557184,0.376645376,2.937945578,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502866905,3.556612628,0.148179003,3.384500936,36.62616603,0.112770334,12.18334105,0.886262149,3.715566779,7.34270245,1.978269368,1.870233266,0.35549886,7.308797217,1.200181406,0.36840315,103.917861,1.123260614,29.10386013,343.3069871,4.653384196,0.497355959,2.985818739,0.95186932,1
