BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,target
14.70270938,14.55455787,0.751894922,5.717674646,3.252255945,2.213225894,1.205029576,2.456851366,2.261764419,11.60529232,1
14.70024474,14.56178907,0.759942538,5.673745297,4.050161871,2.168432992,0.293870207,2.417828263,2.220307142,16.69017791,0
14.70043286,14.55169946,0.740380637,5.694041476,3.16076573,2.19402082,0.609521035,2.440010847,2.244014401,39.77980178,1
13.30164483,17.43122606,0.526790524,5.761419453,4.028724648,2.008804455,0.296766155,2.451255649,2.131591409,19.541084,0
14.69995071,14.54320449,0.740304129,5.679218801,4.048630659,2.16988467,0.297566948,2.421313391,2.222730261,36.17296067,1
14.69977134,14.54990464,0.740428525,5.688992683,4.017110696,2.188904719,1.197106701,2.434859402,2.238876638,18.75268918,1
14.70043269,14.55434891,0.740379511,5.694041476,3.161656086,2.194020821,0.610113927,2.440010847,2.244014401,29.26163881,1
0,0,0,0,0,0,0,0,0,18.12552249,1
14.69995608,14.54320762,0.740327711,5.694099036,4.048502082,2.188385688,0.297582223,2.440070845,2.242268013,42.77984263,1
14.7010394,14.56205139,0.751597186,5.673992794,4.043970637,2.168655648,0.298916369,2.418031819,2.220516745,11.44023988,1
14.70184997,14.553654,0.76096023,5.678222701,4.03802981,2.177111905,0.299254038,2.422629414,2.226805503,17.63708345,1
0,0,0,0,0,0,0,0,0,18.69056362,1
14.70681133,14.56444854,0.777634283,5.656672962,3.238739151,2.156585281,1.042969658,2.402540592,2.206557662,11.6326728,1
14.70165851,14.55207143,0.746612677,5.694858299,4.022063968,2.194765157,1.145799557,2.440717105,2.244735365,12.2386844,1
14.70012557,14.56435274,0.742420888,5.761457813,4.029498662,1.997180679,0.290642155,2.429926346,2.117894462,31.18397564,0
14.70024474,14.56178906,0.759942538,5.67378811,4.050160386,2.168475305,0.293870052,2.417871554,2.220350277,16.69017791,0
15.58918544,14.5484089,1.023538643,5.673664031,3.239905132,2.169530615,1.234960868,2.414693114,2.219116237,5.516700718,1
15.58916274,14.54845882,1.023539625,5.673660527,3.2400237,2.16952437,1.25739504,2.414684517,2.219108509,5.516700718,0
14.70103356,14.56179156,0.751923527,5.675826167,4.043961842,2.170649352,0.298919132,2.419991596,2.222511628,24.46794347,0
14.70270685,14.69164566,0.751898505,5.693920666,3.258492869,2.193797213,1.203356575,2.439733402,2.243757695,6.041840829,1
14.70086475,14.5478455,0.75039329,5.655835394,4.043868451,2.152133425,0.297554751,2.400586521,2.203525836,4.895483476,1
14.70816046,14.54841167,0.788099657,5.6736606,3.240030759,2.169524437,1.258621665,2.414684601,2.219108588,12.12358268,0
13.30411695,17.42477518,0.545842715,5.67349595,4.043968686,2.168113659,0.298917959,2.417305702,2.219889432,18.04712185,0
14.70270653,14.69164718,0.751886234,5.693920583,4.01708244,2.193796891,1.173624338,2.439732899,2.243757259,6.041840829,1
14.70165851,14.55207582,0.746611958,5.777777578,4.022548121,2.274670316,1.145798525,2.512446247,2.319412771,12.2386844,1
14.70043535,14.5530654,0.740392188,5.694041476,3.214741795,2.19402082,0.609493633,2.440010846,2.244014399,27.54111738,1
13.30278319,17.43070565,0.526980536,5.693920802,4.017078746,2.193797428,1.203344369,2.439733657,2.243757939,6.041840829,1
0,0,0,0,0,0,0,0,0,18.69056362,1
14.7004328,14.55316445,0.74038217,5.694099732,3.161465288,2.194082791,0.609484864,2.44007443,2.244077609,45.29034106,1
14.70024458,14.56178395,0.759923866,5.673761716,4.0479319,2.168449537,0.295357067,2.417844791,2.220323661,17.69600906,0
14.70103293,14.56205758,0.751889271,5.673992706,4.043979043,2.168651654,0.298915364,2.418030703,2.220514185,23.61057334,1
14.70043286,14.55158348,0.740380548,5.694041476,3.20492347,2.19402082,0.609434498,2.440010847,2.244014401,40.28271736,1
15.58912499,14.54873456,1.02353448,5.673664196,3.239883176,2.169531254,1.304260804,2.414693992,2.219117017,5.516700718,1
14.70250719,14.55535249,0.751853206,5.698950722,3.260054015,2.197662456,1.260007767,2.443199484,2.247313265,11.25083777,1
14.7004328,14.5531574,0.740382174,5.694097048,3.197568244,2.194077892,0.60948487,2.440069139,2.244072225,45.29034106,1
14.6997643,14.56180626,0.739814916,5.673786212,4.043969199,2.168484414,0.298917825,2.417868339,2.22034914,18.04712185,0
14.69966503,14.63884259,0.738894399,5.685688361,4.017094117,2.184887875,1.168370198,2.430435145,2.234611781,32.05933029,1
14.7008463,14.56180897,0.760858958,5.673745027,4.046323929,2.00732807,0.292291586,2.417803077,2.1296166,24.65400381,0
14.69966503,14.63884418,0.738894404,5.68568836,4.018487485,2.184887873,1.168232985,2.430435142,2.234611778,32.05933029,1
14.70177592,14.54967279,0.750984905,5.674015031,4.113820596,2.171445095,1.085527348,2.416110857,2.220617519,30.12517039,1
14.70177584,14.55774162,0.744095341,5.730478112,4.024030036,2.229949657,1.176800764,2.475602198,2.279730378,6.606881965,1
14.70086482,14.54784067,0.750393432,5.684357277,4.043796944,2.180855239,0.295262584,2.42940904,2.232433913,0,1
14.69989191,14.57541947,0.740614734,5.749557792,3.202803702,2.24550384,1.151850134,2.490526222,2.294522104,31.33928642,1
14.69996732,14.561795,0.741421045,5.675826176,4.043962761,2.170649328,0.298919568,2.419991598,2.22251162,17.8610615,0
14.69966503,14.63884259,0.738894399,5.685688361,4.017094117,2.184887874,1.168373375,2.430435143,2.234611779,32.05933029,1
14.70106794,14.56234921,0.750987808,5.673992788,4.043970637,2.168656641,0.298916539,2.41803192,2.22051719,11.44023988,1
14.69997756,14.56180112,0.740518336,5.673786182,4.043967119,2.168484397,0.298917864,2.417868267,2.220349099,18.04712185,0
14.70031186,14.55173645,0.740340688,5.694031465,4.019034996,2.194000831,0.610094623,2.439988595,2.243991922,22.62637087,1
14.70206207,13.6405228,0.752678608,5.692683702,3.190993583,2.191588053,1.154134928,2.43739044,2.241348011,19.97875995,0
14.70165851,14.55206108,0.746612495,5.755247277,3.217592622,2.255170243,1.16093292,2.501126,2.305142991,12.2386844,0
14.69966503,14.78191592,0.738894399,5.689074356,4.0170941,2.188567125,1.168370211,2.434286556,2.238395604,26.3654023,1
14.69998045,14.56180189,0.740558246,5.673745166,4.043972867,2.168444468,0.298916973,2.417826992,2.220308141,11.44023988,0
14.70177575,14.54966805,0.750855743,5.674015062,4.01709332,2.171445111,1.193909533,2.416110866,2.220617531,30.12517039,1
14.69998044,14.56205248,0.740560613,5.673992573,4.043969906,2.168656495,0.298916904,2.418031412,2.220516838,18.04712185,0
14.70165851,14.5520805,0.746612665,5.688571236,4.022069067,2.188497375,1.145798547,2.434459464,2.238473866,12.2386844,1
14.70090948,14.56459685,0.741412714,5.699665781,3.274141654,2.198944855,1.163945217,2.444573766,2.248715525,6.327320075,0
13.30411546,17.42477842,0.545643452,5.692956921,4.043800108,2.191027836,0.296676337,2.437041047,2.24097744,30.08986241,1
14.69975533,14.63892538,0.739296095,5.694041372,4.017101,2.194020442,0.609493206,2.440010222,2.24401388,45.82164261,1
14.69997756,14.56180242,0.740517443,5.673745212,4.043968869,2.168444479,0.298917473,2.417827023,2.220308164,18.04712185,0
14.69997801,14.56179985,0.740547027,5.675612776,4.043966147,2.17021994,0.298918356,2.419548799,2.222047496,24.65400381,0
14.69976962,14.5446281,0.740390175,5.679867426,4.119079562,2.178942468,1.10685923,2.424776803,2.22874146,19.63458555,1
14.702707,14.69164487,0.751898701,5.693920755,3.258457222,2.193797367,1.203357005,2.439733595,2.243757874,6.041840829,1
14.70177592,14.54966941,0.750984913,5.674015067,4.017095461,2.171445119,1.164695031,2.416110875,2.220617539,30.12517039,0
14.70107474,14.56196836,0.751893491,5.675858831,4.043843122,2.172731292,0.298934675,2.420796828,2.223917912,11.44023988,0
14.69998045,14.56180188,0.740558255,5.673788003,4.043972087,2.168486782,0.29891689,2.417870329,2.220351312,11.44023988,0
14.70043286,14.55169946,0.740380637,5.694041476,3.16076573,2.19402082,0.609521035,2.440010847,2.244014401,39.77980178,1
14.69998034,14.56179775,0.740513068,5.673745213,4.044057714,2.168444487,0.298917888,2.417827035,2.220308178,11.44023988,0
14.70177809,14.54943925,0.751227019,5.689048032,4.017090458,2.188963226,1.197111781,2.434948146,2.23894492,18.2497736,1
14.70033094,14.6388394,0.739850257,5.685688361,4.023578862,2.184887876,1.145845795,2.430435145,2.234611782,37.72219033,0
14.70165851,14.55207188,0.746611456,5.69966871,4.022063103,2.198944888,1.145799586,2.444571937,2.248713563,12.2386844,0
14.70270668,14.6916466,0.751886823,5.693920595,4.022258385,2.193796905,1.182864867,2.439732914,2.243757273,6.041840829,1
14.69993979,14.55151748,0.740228169,5.69339055,4.044243913,2.18843857,0.29661488,2.431894061,2.236828254,29.93789341,1
14.70714934,13.62690106,0.784260379,5.692624739,3.181000899,2.191435682,1.312889507,2.437224341,2.241179056,0,0
14.70177584,14.55774112,0.744079826,5.748474545,3.21839368,2.237855482,1.270254724,2.479091296,2.284497763,6.606881965,1
13.30411706,17.42477412,0.545848862,5.694336883,4.023172984,2.193854864,1.18994164,2.439601304,2.243734802,5.538925252,0
14.70010436,14.55793042,0.740993647,5.748471458,4.030588212,1.996646804,0.290511042,2.427140626,2.117008561,12.76879199,0
14.70011241,14.55792933,0.740993953,5.748472205,4.030028247,1.995434372,0.291471648,2.42590592,2.115701211,12.76879199,0
14.69967924,14.55797643,0.739945563,5.700279271,4.034298296,2.007213516,0.293015278,2.442867438,2.129336811,20.82647705,0
14.70125913,14.69450488,0.772975405,5.732050477,4.038658657,2.000417284,0.294116181,2.440961969,2.121992291,12.30080996,1
14.70270925,14.55503636,0.751873312,5.717595253,3.260674742,2.211509621,1.260007405,2.45579328,2.260582137,11.25083777,1
14.70178964,13.6395466,0.75212171,5.683468351,3.224011405,2.181624868,1.415776585,2.427295494,2.231224854,32.45629561,0
14.70270921,14.55502836,0.751873074,5.713868624,3.260674742,2.20920221,1.26001095,2.452719026,2.257674131,11.25083777,1
14.7027094,14.55503212,0.751873805,5.717596138,3.255403372,2.211511972,1.30660571,2.45579719,2.260585404,11.25083777,1
14.70270908,14.55515909,0.751800952,5.722675054,4.022100856,2.217652624,1.192162677,2.461211856,2.266072201,11.25083777,0
14.70270839,14.55544668,0.751800168,5.720948088,3.253280549,2.215182359,1.43731431,2.458403316,2.263394,23.13506761,1
13.30344958,17.42774039,0.536445771,5.694862953,3.286488733,2.191503627,1.216469483,2.435768691,2.240432554,24.24716536,1
14.70146271,14.6908127,0.741496046,5.684581099,4.025154193,2.184039493,1.123905834,2.429787192,2.233874372,12.30080996,1
13.30315401,17.42581742,0.545036888,5.693676074,4.025166717,2.192602611,1.124019795,2.438168219,2.24231971,17.07524226,1
14.65159348,14.64724963,0.669227828,5.693729582,4.024857971,2.193007937,1.128614558,2.438636202,2.242773875,4.923311049,1
14.7081581,14.56613353,0.788100136,5.754537155,3.273561143,2.245751902,1.224191614,2.484034883,2.29099766,12.3691609,1
14.7081581,14.56613353,0.788100136,5.754537155,3.273561143,2.245751902,1.224191614,2.484034883,2.29099766,12.3691609,1
14.70174832,14.55898913,0.74606531,5.774106311,4.033406138,1.994669046,0.292599473,2.424393855,2.114551349,6.606881965,0
14.70270621,14.55357707,0.751764753,5.67802051,3.208135436,2.17689706,1.290796788,2.422323334,2.226540434,5.687386275,1
14.70106322,14.55366096,0.751650991,5.678193357,4.038029965,2.177066251,0.299254186,2.422584857,2.226758165,11.94315546,1
14.70238162,14.55881031,0.746177383,5.774106692,3.208914084,2.26320548,0.622308299,2.50296997,2.309327051,6.606881965,0
14.70068211,14.55675671,0.74151985,5.795621539,3.159506874,2.293632699,1.158677485,2.538637026,2.342968639,5.917906046,1
14.70232539,14.56368621,0.748737622,5.739963968,3.275705558,2.238824338,1.208694549,2.479331867,2.285689774,19.26152211,0
13.30411616,17.42477479,0.545844947,5.694336466,4.023230056,2.193853533,1.189630009,2.439599158,2.243732961,5.538925252,1
13.30411553,17.42477506,0.545841517,5.69433647,4.038197597,2.193853527,0.300666141,2.439599152,2.243732953,11.79469444,1
13.30411453,17.4247765,0.54583724,5.681661578,4.044230873,2.172892636,0.300310231,2.424360329,2.225821108,5.538925252,1
14.7081603,14.54841218,0.78809898,5.673660509,3.240035014,2.169524368,1.257386422,2.414684514,2.219108506,12.12358268,0
13.30412084,17.42477045,0.545838504,5.772435693,3.216795488,2.260586543,0.622308145,2.499971727,2.306569962,12.80372554,0
14.70238157,14.55881334,0.746175782,5.773628085,3.216795488,2.254613636,0.622307535,2.49832543,2.30386635,11.62951528,0
14.70238158,14.55881206,0.74617639,5.77392302,3.216795488,2.252986219,0.622307095,2.496636049,2.302162682,11.07960148,0
14.7023816,14.55881148,0.746176888,5.773993051,3.216795488,2.151746049,0.622306981,2.486506243,2.296015014,10.17706424,0
14.69652467,14.55956334,0.748641742,5.754811848,4.020000496,2.246945748,1.130871937,2.488987533,2.294364274,5.563451492,1
14.70102017,13.64286474,0.741536555,5.728227583,4.157943735,2.228113569,1.04127723,2.474092145,2.278087503,17.62292324,0
14.70177592,14.54966941,0.750984913,5.674015067,4.017095461,2.171445119,1.164695031,2.416110875,2.220617539,30.12517039,1
14.70238155,14.55881177,0.746174885,5.751070026,3.216795488,2.243080705,0.622307858,2.484456203,2.290217045,6.606881965,0
14.70177584,14.55774078,0.7440805,5.748830729,3.218349007,2.238172869,0.622307897,2.479461546,2.284835826,6.606881965,0
14.70048677,14.55678038,0.741139289,5.74955601,3.188120645,2.245499593,1.152280745,2.490521447,2.294517262,18.69056362,1
13.30277618,17.43070934,0.526933404,5.690328471,4.044074663,2.189503541,0.298957137,2.435320072,2.239360221,17.55737764,1
14.70188169,14.56540901,0.74870246,5.758916732,4.027555327,1.994744837,0.29262358,2.427408734,2.115261785,18.97604287,0
14.70188169,14.56540901,0.74870246,5.758916732,4.027555327,1.994744837,0.29262358,2.427408734,2.115261785,18.97604287,0
14.70042713,14.55078598,0.740386566,5.694044221,3.157898224,2.194025961,0.610094023,2.440016503,2.244020106,23.6014504,1
14.7004271,14.55064626,0.740386002,5.694044221,3.133228038,2.194025961,0.610093125,2.440016503,2.244020106,23.6014504,1
14.70042713,14.55064426,0.74038673,5.694044221,3.133221241,2.194025961,0.610093637,2.440016503,2.244020106,23.6014504,1
14.7004271,14.55079127,0.740385665,5.694044221,4.022042284,2.194025961,0.610093655,2.440016503,2.244020106,23.6014504,1
14.70039392,14.55065208,0.740373746,5.694044221,3.133228038,2.194025961,0.61009341,2.440016503,2.244020106,36.81521433,1
14.7004271,14.5507846,0.740386023,5.694044221,3.132896522,2.194025961,0.610093517,2.440016503,2.244020106,23.6014504,1
14.70042689,14.55169044,0.740384548,5.694044221,3.13338475,2.194025961,0.610092921,2.440016503,2.244020106,23.6014504,1
14.7004272,14.550936,0.740388319,5.694044221,3.131829017,2.194025961,0.610094965,2.440016503,2.244020106,23.6014504,1
14.700427,14.55079132,0.740384317,5.694044221,3.133205852,2.194025961,0.610092773,2.440016503,2.244020106,23.6014504,1
14.70039187,14.55079023,0.740373424,5.694044221,3.132493623,2.194025961,0.610093716,2.440016503,2.244020106,30.20833236,1
14.70046353,14.5499643,0.740404006,5.694044219,3.164636801,2.194025954,0.6100964,2.440016494,2.244020098,10.38768647,1
14.70042713,14.55078598,0.740386566,5.694044221,3.157898224,2.194025961,0.610094023,2.440016503,2.244020106,23.6014504,1
14.70042683,14.55247532,0.740383441,5.694044221,3.133205852,2.194025961,0.610092885,2.440016503,2.244020106,23.6014504,1
14.70042683,14.55253656,0.740383434,5.694044221,3.133205852,2.194025961,0.610092881,2.440016503,2.244020106,35.8401348,1
14.70046343,14.55007994,0.740350144,5.694044219,4.017089599,2.194025954,0.610047767,2.440016494,2.244020097,17.2463081,1
14.70046334,14.55008308,0.740400053,5.694044219,3.160924949,2.194025954,0.609465438,2.440016494,2.244020098,17.2463081,1
14.7004631,14.55169256,0.740397316,5.694044219,3.160935021,2.194025955,0.610046998,2.440016494,2.244020098,17.2463081,1
14.70032232,14.55172543,0.74019426,5.694044219,3.160924949,2.194025955,0.610047463,2.440016494,2.244020098,23.44315167,1
14.7004629,14.55954883,0.740392931,5.694044219,3.179230995,2.194025955,0.610046973,2.440016494,2.244020098,35.46439974,1
14.70046293,14.55776121,0.740393091,5.694044219,3.160924949,2.194025955,0.610047398,2.440016494,2.244020098,35.46439974,1
14.70046313,14.55062871,0.740398977,5.694044219,3.160878857,2.194025955,0.610046547,2.440016494,2.244020098,23.85319006,1
14.70046344,14.55007831,0.740375521,5.694044219,3.160836732,2.194025955,0.610048139,2.440016494,2.244020098,23.35027449,1
14.70046335,14.55008153,0.740398405,5.694044219,4.017071541,2.194025955,0.610047266,2.440016494,2.244020098,23.85319006,1
14.70046318,14.55214566,0.740400642,5.694044222,3.191350231,2.19402596,0.609493186,2.440016506,2.244020107,33.51078295,1
14.70042676,14.55301479,0.740382172,5.694044221,3.192953311,2.194025961,0.609493204,2.440016503,2.244020106,40.84775849,1
14.70064532,13.64385879,0.741457282,5.679690843,3.257918563,2.178634545,1.143745425,2.424446804,2.228406573,32.84834948,1
14.70064532,13.64385879,0.741457282,5.679690843,3.257918563,2.178634545,1.143745425,2.424446804,2.228406573,32.84834948,0
14.70048677,14.55678038,0.741139289,5.74955601,3.188120645,2.245499593,1.152280745,2.490521447,2.294517262,18.69056362,1
14.70681239,14.56917095,0.779279753,5.804815508,3.156818868,2.216931844,0.605051821,2.51276533,2.293480868,24.28775469,1
14.7025053,14.56993777,0.751763994,5.693231209,3.170095542,2.192102404,1.377831821,2.437645023,2.241775925,18.77721542,1
14.70588815,14.5686775,0.77868593,5.804813231,3.163048813,2.216933666,0.605110077,2.51275358,2.293482366,37.50151862,1
14.70250342,14.56981618,0.751592365,5.693200709,3.156833312,2.192061669,1.377831828,2.43760297,2.241733661,18.77721542,1
14.70250581,14.57009152,0.751883341,5.753813733,3.162115112,2.245243245,1.370677587,2.48632952,2.292247683,18.77721542,1
14.70178159,14.57050888,0.760554809,5.753813766,4.042752325,2.245242409,0.301711453,2.48632898,2.292247055,18.77721542,1
14.70250577,14.56877889,0.751764843,5.693231173,3.170095542,2.192102195,1.37783181,2.437644536,2.241775573,13.21376393,1
14.7017859,14.57015612,0.760921897,5.75381313,4.042752325,2.245242324,0.297903977,2.486328721,2.292246852,25.0329846,1
14.7024987,14.56939962,0.750858265,5.722409356,3.162767494,2.217397942,1.236057018,2.460672683,2.265726599,13.21376393,1
14.70241153,14.56806419,0.751768374,5.683155828,3.253298486,2.182596425,1.254677748,2.428294628,2.232406281,25.86248672,1
14.7008339,14.56873488,0.748717352,5.721589537,4.042756994,2.215413203,0.297902682,2.458548918,2.263478792,26.01428952,1
14.70098988,14.56835265,0.751671234,5.6933764,4.042758649,2.192180919,0.29790221,2.437717799,2.241837635,19.46953311,1
14.70681132,14.5700778,0.779277844,5.75381411,3.161976,2.245243421,1.374280105,2.486329566,2.292247787,18.77721542,1
14.70062617,14.56777922,0.74150267,5.682895859,3.253957654,2.182111824,1.354622251,2.427772621,2.231872465,13.21376393,1
14.70097991,14.5683514,0.751682478,5.693499801,4.042757794,2.192385159,0.297902158,2.437933293,2.24205682,33.12408706,1
13.30411667,17.4247769,0.545648699,5.722855153,4.042756837,2.218068095,0.29790272,2.46145637,2.266488975,26.01428952,1
14.70098991,14.56834897,0.751683754,5.693376463,4.04275685,2.192181064,0.297902596,2.437718028,2.241837828,26.01428952,1
14.70240918,14.56798271,0.751583081,5.693376043,3.157514019,2.192180635,1.254547363,2.437717403,2.241837301,13.21376393,1
14.70250615,14.56876565,0.751799842,5.722409738,3.15561118,2.217398539,1.37602913,2.460673918,2.265727521,13.21376393,1
14.70249052,14.56859881,0.748919024,5.721590286,3.16203945,2.215413548,1.374280092,2.458548621,2.263478787,13.21376393,1
14.70102175,14.56857021,0.751691839,5.692822078,4.042756837,2.191570726,0.297902543,2.436895223,2.241156764,26.01428952,1
14.70043256,14.5682802,0.741396467,5.692982813,3.175745086,2.19177451,1.377831609,2.437110036,2.241367635,13.21376393,1
14.70177661,14.56827485,0.751043658,5.688448467,3.160960678,2.187484915,1.377831772,2.433059555,2.237187348,19.75852033,1
13.3041195,17.42477494,0.545661236,5.722855965,3.161976,2.218068543,1.374280095,2.461456064,2.266489027,13.21376393,1
14.70569343,14.56782251,0.776519269,5.693499839,3.156128103,2.192384489,1.37783186,2.437931829,2.242055711,20.32356147,1
14.70681213,14.56894667,0.779278815,5.722410082,3.161976,2.217398491,1.374280095,2.460673179,2.26572711,13.21376393,1
14.70177517,14.56817916,0.750950476,5.68844871,3.160423178,2.187485122,1.377831778,2.43305975,2.237187546,19.75852033,1
13.30345092,17.42773789,0.53646258,5.688880725,3.160058029,2.188253421,1.296688055,2.43388475,2.238039651,19.75852033,1
14.70632983,14.56782051,0.779226879,5.693376532,3.156044466,2.192180447,1.377831864,2.437716618,2.241836774,13.21376393,1
14.70250656,14.56924959,0.751781268,5.68725109,3.156949666,2.185430917,1.377831773,2.430322746,2.234762218,31.39119314,1
14.70176782,14.56841599,0.748775623,5.721590055,3.155704434,2.215413622,1.377831818,2.458549257,2.263479155,19.75852033,1
14.69997314,14.56800403,0.741466549,5.693019571,4.038022783,2.191712718,0.299256092,2.437164751,2.241365798,19.46953311,1
14.70241131,14.56840682,0.75176889,5.722152153,3.156846788,2.216909521,1.377831791,2.460362448,2.265267226,25.95536391,1
14.70101553,14.56778312,0.741514768,5.693376519,4.024924751,2.192181011,1.159964542,2.437717814,2.241837688,13.21376393,1
14.70620553,14.56777277,0.779184293,5.693376536,4.018025279,2.192180985,1.181403412,2.437717745,2.241837638,25.35957115,1
13.30411855,17.42477272,0.545851548,5.692899486,3.209262643,2.191353212,1.377831456,2.436675338,2.240927416,25.88701296,1
14.69977294,14.56778183,0.740444524,5.688536356,3.160423178,2.187596851,1.377831779,2.433211738,2.237315506,18.77721542,1
14.70250605,14.56877269,0.75176703,5.722409585,3.163611324,2.217398105,1.280842205,2.460673219,2.265726937,13.21376393,1
14.70241165,14.56805827,0.751769395,5.693376587,3.156846788,2.192181223,1.377831773,2.437718179,2.241837986,19.75852033,1
14.70241182,14.5680036,0.751842431,5.693376639,3.156364154,2.192181282,1.377831777,2.43771824,2.241838046,19.75852033,1
14.65153115,14.59510578,0.669214002,5.692997833,3.160423178,2.191772513,1.377831779,2.437098588,2.241355781,18.13707498,1
14.70250615,14.5687687,0.751780739,5.722409854,3.15562802,2.217398594,1.377831821,2.460673937,2.265727555,19.75852033,1
14.7006159,14.56810455,0.741460155,5.721590513,3.155197446,2.215413946,1.377831825,2.458549541,2.263479447,13.21376393,1
13.30411883,17.42477478,0.54565757,5.722856213,3.155125135,2.218069011,1.377831828,2.461457158,2.266489815,13.21376393,1
14.70240966,14.56796769,0.751597543,5.693376688,3.156346647,2.192181336,1.37783178,2.437718295,2.241838102,19.75852033,1
14.70097523,14.56777539,0.741543826,5.693500004,3.156431056,2.192385387,1.377831777,2.437933513,2.242057047,20.32356147,1
14.69648863,14.56816743,0.74154042,5.693015596,3.156431056,2.19184435,1.37783178,2.437204042,2.241451724,18.9011502,1
14.70250662,14.56826238,0.751781503,5.692822134,3.15562802,2.191570768,1.377831807,2.436895252,2.241156798,19.75852033,1
14.7010158,14.56777974,0.741510855,5.693376536,4.023025154,2.192180983,1.191084387,2.437717738,2.241837633,13.21376393,1
14.70101602,14.56807865,0.741544953,5.693376688,3.16278353,2.192181273,1.377831627,2.437718035,2.241837943,13.21376393,1
14.70101613,14.56777336,0.741544973,5.693376691,3.156346647,2.192181338,1.37783178,2.437718296,2.241838103,13.21376393,1
14.70111258,14.56796362,0.740972458,5.692775046,3.156364154,2.191494202,1.377831777,2.436802048,2.24107009,20.32356147,1
14.70116625,14.56796147,0.741561312,5.692775105,3.156346647,2.191494268,1.37783178,2.436802118,2.241070158,13.21376393,1
14.70116742,14.56776717,0.741563874,5.694139282,3.154799264,2.193522609,1.377831815,2.439148442,2.243297002,13.21376393,1
14.6966392,14.6909378,0.760952529,5.676430605,3.251649072,2.174541698,1.349042322,2.419611217,2.223964512,30.63899322,1
14.70249887,14.69095341,0.750871922,5.676430605,3.251731411,2.174541704,1.367127642,2.419611228,2.223964521,24.92730822,1
14.70681275,14.69091042,0.779279071,5.676430601,3.25144339,2.17454162,1.377830493,2.419611046,2.223964383,24.92730822,1
14.70632979,14.69091334,0.779226964,5.676430605,3.251628339,2.174541699,1.239725865,2.41961122,2.223964514,31.03127461,1
14.70251345,14.69091351,0.752796607,5.676430605,3.251634368,2.174541698,1.35084732,2.419611218,2.223964513,24.92730822,1
14.70681192,14.69092786,0.779278061,5.676430605,3.251628339,2.174541699,1.238505278,2.419611219,2.223964514,24.92730822,1
14.70250612,14.69093194,0.751799687,5.67643063,3.251488265,2.174541833,1.376028969,2.419611497,2.223964726,24.92730822,1
14.70588815,14.690912,0.778692668,5.676430631,3.251427486,2.174541819,1.236846886,2.419611464,2.223964701,24.92730822,1
14.70116522,14.69091295,0.741582114,5.676430633,3.251408612,2.174541833,1.377023119,2.419611497,2.223964726,31.34812984,1
14.70681197,14.6909305,0.779278444,5.676430606,3.251628339,2.174541704,1.367530796,2.419611228,2.223964521,24.92730822,1
14.70681209,14.69092822,0.779278783,5.676430607,3.251590816,2.174541704,1.374279088,2.419611228,2.223964521,24.92730822,1
14.70250627,14.69093107,0.751863859,5.676430607,3.251640256,2.174541702,1.377829842,2.419611224,2.223964518,31.47206462,1
14.70681361,14.69090473,0.779281723,5.676430519,3.251336086,2.174541322,1.377830584,2.419610582,2.223963987,24.92730822,1
14.70633006,14.69091116,0.779229923,5.676430633,4.01802906,2.1745418,1.181403216,2.419611413,2.223964665,37.07311544,1
14.70250415,14.69092769,0.751595281,5.676430633,3.251488184,2.174541817,1.281486029,2.419611457,2.223964697,24.92730822,1
14.70116486,14.69091379,0.741525318,5.676430633,4.023029263,2.174541797,1.191084047,2.419611407,2.22396466,24.92730822,1
14.70116527,14.6909122,0.74155967,5.676430634,3.251403381,2.174541833,1.377830498,2.419611496,2.223964725,24.92730822,1
14.70250577,14.56877888,0.751765284,5.693273109,3.168908723,2.192170781,1.37783181,2.437726442,2.241852841,13.21376393,1
14.70177584,14.82539512,0.743764474,5.673664219,3.287321086,2.169531494,1.19200502,2.414694251,2.219117267,24.2693899,1
14.70177584,14.82540004,0.743759285,5.673616825,3.287651258,2.169447981,1.192004982,2.414581204,2.219014949,30.8141463,1
14.69995841,14.54387364,0.740344229,5.693112118,4.048499816,2.183198501,0.297584303,2.435020449,2.236389713,36.17296067,1
14.70057663,14.56564301,0.741335764,5.75895627,3.269706348,2.241016798,1.205292187,2.47922105,2.285771724,12.93420204,0
14.70238162,14.55881031,0.746177383,5.774106692,3.208914084,2.26320548,0.622308299,2.50296997,2.309327051,6.606881965,1
14.69976067,14.55729331,0.739649526,5.69225661,3.207599821,2.190446172,1.151856013,2.435907597,2.239991629,25.29744559,1
14.69976066,14.55706739,0.739650762,5.692967762,3.192395496,2.191311102,1.151856014,2.437014618,2.240951008,30.86089708,1
14.69976403,14.55704283,0.739755765,5.749558365,3.18922191,2.245504399,1.151856066,2.490526765,2.294522631,18.69056362,1
14.69976402,14.55734372,0.739749547,5.653528784,3.269823027,2.15302367,1.151855993,2.39892485,2.20291197,24.25401511,1
14.6997696,14.55681214,0.7403477,5.687781882,3.190583508,2.186710184,1.152280622,2.432519091,2.23647812,31.90432755,1
14.6997696,14.55681374,0.740347651,5.688003943,3.191255469,2.187113703,1.152280606,2.432955273,2.236921316,31.90432755,1
14.6997696,14.55701038,0.740343161,5.692256658,3.207401365,2.190446217,1.152280631,2.435907646,2.239991675,31.90432755,1
