MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,NsssN,PEOE_VSA3,MATS1s,ATSC3v,GATS1se,SaaN,MINaaN,AMID_h,SaasN,AATS4pe,PEOE_VSA9,GATS7c,SssNH,MATS1Z,SlogP_VSA10,ATS7Z,BCUTs-1l,naRing,MAXsssN,AATS1i,EState_VSA2,FilterItLogS,SRW05,AATS3v,MATS2pe,n5HRing,SRW07,ATS8are,nAromAtom,MATS1m,CIC2,MINssO,ATSC4s,n5Ring,BCUTp-1h,AATSC4s,AATSC8pe,AATSC1are,ATS8s,GATS3dv,AATSC2c,BCUTi-1h,ATSC0se,nBondsM,GATS1are,GATS8p,MINsssCH,GGI4,PEOE_VSA12,MINdssC,IC3,GATS3s,SaaCH,piPC7,JGI5,target
1.911485824,699,0.457394109,1.828182885,22.16030442,0,9.184952232,0.622603277,0.699906757,0.723864702,4.302857876,4.302857876,0.451980971,1.593551118,6.428323596,35.99178236,1.152898301,3.402064397,0.661705219,4.390415048,3754,1.195097347,4,0.861194607,144.6865799,34.91791865,0.674790361,2.010426078,226.280955,0.357744932,0,3.689805535,1160.877,22,0.670981612,0.15786263,5.595094713,0.600383419,0,2.208071582,0.45833434,0.265475155,0.881742324,737.7016461,0.859847015,0.515505824,17.42477428,0.130276977,25,0.697806249,0.764108861,0.661587864,3.115555556,5.428790392,0.339259004,5.528634487,0.726056672,14.52363886,7.499993825,0.03270934,1
1.911485824,635.6666667,0.461099759,1.828182885,21.47400012,0,14.16893075,0.624786368,0.690236472,0.732257081,4.258876394,4.258876394,0.519983292,1.594928529,6.471042012,30.29785437,1.160797082,3.402064397,0.673809617,4.390415048,3669,0.610180863,4,0.861194607,144.3809484,34.91791865,0.687678202,2.397895273,231.1113098,0.356987946,1,4.442651256,1104.509,21,0.683088351,0.125449919,5.584755632,0.603905378,1,2.93629661,0.460086299,0.26182924,0.878672788,695.149177,0.848739248,0.516271414,17.42477407,0.12887928,24,0.700303933,0.691142476,0.662587064,3.174444444,5.428790392,0.33992452,5.435812887,0.733100762,11.00588343,7.474470804,0.031919569,1
1.911485824,724,0.474170878,1.828182885,10.90292493,1,9.184952232,0.629998844,0.691239434,0.78269474,5.343551485,2.598833288,0.532759081,1.520324675,6.360960748,49.11266911,0.936965617,3.402064397,0.678684676,10.07780132,4399,1.148423313,3,2.055880573,146.820245,23.43656112,0.712467415,2.010426078,216.9137123,0.279538829,0,3.689805535,1372.111,16,0.687254037,0.206181347,5.410318317,0.622653724,0,2.20802646,0.46300674,0.276797809,0.883498654,854.1615226,1.039419923,0.493961427,17.42477484,0.161928474,19,0.741894635,0.841055111,0.606315411,3.435555556,5.428790392,0.332061423,5.431161908,0.764966552,7.608755424,7.413499263,0.032685185,1
1.911485824,684,0.459835321,1.828182885,10.90292493,1,9.184952232,0.638746617,0.581278763,0.711115655,5.343551485,2.598833288,0.491321292,1.586850782,6.304775943,30.29785437,1.060976431,3.402064397,0.667968234,10.07780132,4056,1.142100713,3,1.56128409,145.8029826,34.90719234,0.699722314,2.397895273,214.0402195,0.40495757,1,4.59511985,1318.061,16,0.677025306,0.17104888,5.600261611,0.612265761,1,2.208031465,0.460195724,0.236403328,0.884132447,828.4393004,0.882288296,0.531131407,17.42477456,0.14692993,20,0.6877388,0.698426221,0.646798301,3.414444444,11.33597012,0.334962483,5.381005488,0.762925432,7.312723144,7.426976808,0.034332562,1
1.911485824,784,0.481595844,1.828182885,10.90292493,1,13.57536728,0.64507341,0.599555444,0.685310027,5.343551485,2.598833288,0.523967536,1.540597338,6.420895755,30.96260733,1.048922239,3.402064397,0.664345726,14.46821637,4152,1.1421007,3,1.223321127,146.4095094,54.28703516,0.68762947,2.397895273,217.6633526,0.395988828,1,4.59511985,1338.391,16,0.673290886,0.167248406,5.549914389,0.654002651,1,2.208095116,0.472022833,0.240588458,0.878512896,883.494856,0.831623709,0.521197285,17.42582064,0.172141849,20,0.653502109,0.698917551,0.637254788,3.755555556,11.33597012,0.325362703,5.381005488,0.779781864,5.362809868,7.449588897,0.034309211,1
1.911485824,782,0.508242427,1.828182885,10.90292493,1,13.57536728,0.640288107,0.610178997,0.722697891,5.343551485,2.598833288,0.530589214,1.567821231,6.317784305,44.17637126,1.044446894,3.402064397,0.671742876,14.46821637,4282,1.142100671,3,1.726793349,146.9571128,29.66476557,0.692099784,2.010426078,215.8780943,0.318761141,0,3.689805535,1381.391,16,0.680344502,0.220318396,5.328409905,0.685505446,0,2.208090336,0.479371187,0.252102673,0.88039086,904.6337449,0.839417462,0.490092584,17.42582062,0.174025764,19,0.683258686,0.715152563,0.642434841,3.706666667,5.428790392,0.330802596,5.24301016,0.733213285,5.643643493,7.427088361,0.033796296,1
1.911485824,731,0.449638239,1.828182885,22.29078092,0,9.184952232,0.627773885,0.702139048,0.7223886,8.010808344,3.853783802,0.559928282,1.577184804,6.521216092,30.29785437,1.105541658,3.402064397,0.669133921,4.390415048,3753,1.195097347,4,0.861194607,146.626714,40.74232315,0.679872879,2.397895273,228.2047058,0.418261299,1,4.59511985,1147.028,21,0.677784451,0.137321076,5.571082368,0.593023506,1,2.208041859,0.456009097,0.263016228,0.897300115,732.1707819,0.886011653,0.523010089,17.42477461,0.144955069,24,0.684933459,0.863732198,0.658552674,3.334444444,17.14391881,0.336034493,5.421622923,0.767774613,7.242946435,7.497189891,0.031702899,1
3.54166336,194.6666667,0.429809598,3.54166336,10.90292493,1,9.740498951,0.639131853,0.710599331,0.811693865,4.406399324,4.406399324,0.321379533,0.659301291,5.907869048,5.516700718,0.93434209,3.54166336,0.687687024,11.37477255,1457,1.304263946,3,2.426535423,145.493729,22.37249079,0.675764885,2.010426078,200.8168416,0.372416475,0,3.689805535,608.407,16,0.695661945,0.228381417,3.818168648,0.572622157,0,2.207902675,0.448972891,0.353463195,0.915756345,205.9938272,1.110876504,0.526,14.54841279,0.030431841,17,0.908004309,0.764806064,0.767513488,1.48,6.272634177,0.659572406,4.915431017,0.966319395,16.17198304,6.612125037,0.022727273,1
3.240587444,916.6666667,0.384885504,2.957688315,6.514573265,1,14.57305289,0.663202834,0.467636302,0.759932255,8.681318057,4.038492312,0.480248001,0.659301291,6.057806545,27.63399456,1.066953114,9.249248772,0.725315164,9.589074368,4525,0.609493206,4,1.552743268,146.4817089,36.54676391,0.626472433,3.044522438,174.2560383,0.554106496,2,5.209486153,2034.5048,22,0.733856263,0.302259865,5.487756285,0.537743725,2,2.937960973,0.441338709,0.341675744,0.907172995,892.7932099,1.018170128,0.573985188,14.55168787,0.105657105,25,0.765429275,0.87337453,0.605124328,2.517222222,5.907179729,0.543740921,5.596982816,0.903194812,25.33698049,5.758901774,0.016704204,1
3.050170777,1030.666667,0.374952412,2.751204495,6.514573265,1,14.57305289,0.661664195,0.451500928,0.726059853,8.614434397,3.996434699,0.506197745,0.659301291,6.169237453,33.67583539,1.133733717,8.685349727,0.720628338,9.589074368,4789,0.609493206,4,1.500685655,146.4168598,31.1496762,0.640602664,3.044522438,180.0142444,0.537040056,2,5.209486153,2011.1588,22,0.729323938,0.291376181,5.383867396,0.520925398,2,2.937963321,0.43732666,0.335829258,0.904087339,973.0339506,1.049330055,0.570780883,14.55169612,0.120015996,26,0.728889133,0.842243221,0.569176042,2.837222222,5.907179729,0.491639911,5.759085287,1.006003506,24.16314257,5.844992643,0.019618056,1
3.285442886,944.6666667,0.393491772,3.067436963,6.514573265,1,14.57305289,0.673128582,0.573886603,0.752235675,8.801685919,4.048860174,0.463775181,0.659301291,6.078366784,27.63399456,1.040283454,9.43223483,0.728240701,9.589074368,5009,0.609493205,4,1.830521046,146.0457052,42.58860474,0.621358668,4.110873864,173.1971948,0.558004386,2,6.042632834,2192.7408,22,0.737051203,0.323169541,5.508935423,0.544727254,2,2.937967958,0.443036203,0.327513296,0.907905524,962.7932099,1.018820493,0.575207693,14.55158209,0.106445148,25,0.759371122,0.928726462,0.608939721,2.642222222,5.907179729,0.545055486,5.662871631,0.905920748,25.49218883,5.880532986,0.0140625,1
3.193022251,674.6666667,0.388096272,2.935931496,6.514573265,1,14.57305289,0.664181197,0.53904025,0.766623413,8.644998792,4.021581326,0.522404998,0.659301291,6.064717871,27.63399456,1.072795207,9.158169943,0.726450228,9.589074368,4037,0.609493208,3,1.554800882,147.5178853,36.54676391,0.65306282,3.044522438,166.1358413,0.572263227,2,5.209486153,1921.1128,16,0.734696834,0.283957455,5.439603843,0.540545754,2,2.937945578,0.441631676,0.342251405,0.908,805.5432099,0.984411906,0.577002443,14.551679,0.105653648,19,0.773916548,0.882692185,0.615491393,2.446111111,5.907179729,0.547499384,5.756427763,0.886039075,15.35415721,5.489195957,0.019174959,1
3.218830625,726.3333333,0.388096272,2.945319726,6.514573265,1,14.57305289,0.664181197,0.53904025,0.766623413,8.641741868,4.012088467,0.522365649,0.659301291,6.064717871,27.63399456,1.031609125,9.167558172,0.726450228,9.589074368,4047,0.609493208,3,1.553900676,147.5178853,36.54676391,0.65306282,3.044522438,166.1358413,0.572263227,2,5.209486153,1919.4688,16,0.734696834,0.283957455,5.396380151,0.540545754,2,2.937945578,0.441631676,0.345887467,0.908,809.2962963,0.984411906,0.576883916,14.551679,0.105653648,19,0.773916548,0.880966489,0.610466497,2.446111111,5.907179729,0.551830188,5.756427763,0.886039075,15.36879676,5.49742434,0.018345771,1
3.050170777,951,0.410201542,2.657919796,6.514573265,1,14.57305289,0.647396918,0.505645151,0.809115601,8.596713504,4.018220321,0.526118328,0.659301291,6.146258964,34.24087653,1.168664516,8.712005974,0.714966341,9.589074368,4319,0.609493207,4,1.434965491,147.0262846,25.23532003,0.655353751,3.044522438,175.8884357,0.488782514,2,5.209486153,1746.4338,22,0.724110469,0.256623397,5.44818443,0.556218592,2,2.937956316,0.445033192,0.324932097,0.895986848,863.0123457,1.024990056,0.571965508,14.55169117,0.119048994,25,0.800017928,0.977766861,0.514813172,2.437222222,5.907179729,0.53629666,5.634709374,0.87197883,24.89782942,5.749392986,0.014280125,0
3.188504111,930,0.371300011,2.879169796,6.514573265,1,14.57305289,0.650338124,0.530717194,0.805695812,8.656386977,4.032338239,0.515684211,0.659301291,6.0993,27.63399456,1.093691417,9.104192613,0.717637448,9.589074368,4509,0.609493207,4,1.519149164,147.6863583,43.59443589,0.637542002,3.044522438,172.2365081,0.517064589,2,5.209486153,1926.5148,22,0.726526813,0.266491413,5.47647585,0.526721086,2,2.937959846,0.438473812,0.321327833,0.898106713,891.6790123,1.028933038,0.575230731,14.55216895,0.109003352,25,0.813058092,0.954852733,0.587873883,2.517222222,5.907179729,0.541183415,5.691478777,0.899250551,25.19333257,5.762051383,0.014451952,0
3.303780314,1118,0.381523087,3.039916678,6.514573265,2,14.57305289,0.679495835,0.488437226,0.794286581,8.742295043,4.055578162,0.514568242,0.659301291,6.027807616,40.84775849,1.258837765,9.417365791,0.732318349,9.589074368,5249,0.609493204,4,2.261623521,147.1913479,30.62885786,0.624616118,3.044522438,170.3099735,0.433177091,2,5.209486153,2227.9818,22,0.740896125,0.284699074,5.526496111,0.533648926,2,2.937974646,0.441204236,0.318446817,0.909506935,1042.095679,1.063657102,0.556878669,14.55254494,0.126844602,25,0.782095685,0.898851468,0.60062803,2.588333333,5.907179729,0.543375455,5.77161243,0.895809291,25.42267686,5.834810737,0.015003429,0
3.18467758,1066,0.368334317,2.732902004,6.514573265,1,14.57305289,0.667745609,0.503160591,0.755868757,8.662568216,4.033333527,0.52330966,0.659301291,6.107377818,27.63399456,1.151918681,11.82929867,0.71906767,9.589074368,4969,0.609493206,4,1.493241347,147.3699231,55.93316356,0.617328591,3.044522438,173.0017457,0.535760003,2,5.209486153,2072.1768,22,0.72770518,0.269738951,5.485816442,0.515117907,2,2.937968467,0.43639599,0.324662486,0.9015519,1014.429012,1.087553019,0.583725754,14.55231738,0.125038921,26,0.760658537,0.927063578,0.56693996,2.517222222,11.81435946,0.53687681,5.781683512,0.983833056,25.03009271,5.811140993,0.015135328,1
