MAXssNH,ATS8dv,MATS4s,MINssNH,SlogP_VSA8,target
1.911485824,221.8888889,0.366707732,1.828182885,11.16387794,0
3.157963506,620,0.401648647,3.031235277,6.514573265,1
2.670676696,369,0.373711734,2.670676696,6.514573265,1
2.688924154,396,0.369186005,2.688924154,6.514573265,1
2.423756141,555,0.422525748,2.412200767,6.514573265,1
3.003296485,162,0.384980705,2.879886621,6.514573265,1
3.81376559,228,0.530690865,3.81376559,32.8392513,0
2.701711231,602,0.436090498,2.701711231,6.514573265,0
1.911485824,283.8888889,0.425989904,1.828182885,11.16387794,0
3.229372087,622.6666667,0.385324442,3.229372087,11.25737949,1
1.911485824,309.8888889,0.381383936,1.828182885,11.16387794,0
1.911485824,276.8888889,0.389851481,1.828182885,11.16387794,0
3.264206441,1161,0.359924818,3.025036351,6.514573265,1
3.253663483,1016.333333,0.367946152,3.01846666,6.514573265,1
2.984101479,723,0.364869651,2.984101479,6.514573265,1
2.945027405,662,0.369607209,2.945027405,6.514573265,1
3.069072107,999,0.375370606,3.036937911,6.514573265,1
1.911485824,68,0.523607703,1.828182885,17.36383283,0
1.911485824,240.4444444,0.498777544,1.828182885,11.16387794,0
2.653230133,1047,0.375608942,2.598914407,6.514573265,1
1.911485824,500,0.356081932,1.828182885,6.514573265,0
1.911485824,500,0.356081932,1.828182885,6.514573265,1
1.911485824,255.2222222,0.383345364,1.828182885,11.16387794,0
1.911485824,469,0.463082915,1.828182885,10.90292493,1
1.911485824,594,0.375362224,1.828182885,6.514573265,1
1.911485824,138,0.443824571,1.828182885,11.16387794,0
1.911485824,716,0.3679799,1.828182885,6.514573265,1
1.911485824,716,0.3679799,1.828182885,6.514573265,1
3.577099317,147.3333333,0.454228061,3.577099317,10.90292493,0
2.661575241,632.2222222,0.355166751,2.661575241,21.93632637,0
2.63748227,608.2222222,0.354928085,2.63748227,21.93632637,0
2.675260048,638.2222222,0.421356332,2.675260048,21.93632637,0
2.658037826,623.2222222,0.384098876,2.658037826,21.93632637,0
2.593335681,489.2222222,0.385150969,2.593335681,11.16387794,0
2.545110608,661.5555556,0.348752735,2.545110608,11.16387794,0
2.624245387,619.5555556,0.363287852,2.624245387,11.16387794,0
2.760819461,671.5555556,0.395274716,2.760819461,11.16387794,0
2.740167455,647.2222222,0.377583101,2.740167455,21.93632637,0
2.774056344,662.2222222,0.38881449,2.774056344,21.93632637,0
2.740167455,647.2222222,0.377583101,2.740167455,21.93632637,0
2.527023165,606.5555556,0.364739404,2.527023165,11.16387794,0
1.911485824,321.8888889,0.443163252,1.828182885,11.16387794,1
1.911485824,281,0.265714041,1.828182885,22.29078092,1
1.911485824,297,0.239521007,1.828182885,22.29078092,1
1.911485824,305,0.318283572,1.828182885,22.29078092,1
1.911485824,324,0.314828451,1.828182885,22.29078092,1
1.911485824,305,0.227902181,1.828182885,22.29078092,1
1.911485824,488,0.277890837,1.828182885,22.29078092,1
1.911485824,329,0.381725619,1.828182885,22.29078092,1
1.911485824,321,0.276956794,1.828182885,22.29078092,1
2.875497473,751,0.413047475,2.582889117,6.514573265,1
2.915497473,771,0.424598242,2.597716923,6.514573265,1
3.464724271,443.5555556,0.39763705,3.343711472,10.90292493,1
3.451862667,399.5555556,0.42979731,3.301638972,10.90292493,1
3.478548623,421.5555556,0.379286061,3.383378895,10.90292493,1
3.46553939,519.5555556,0.420476802,3.345447009,10.90292493,1
3.506664596,485.5555556,0.428730709,3.385511215,10.90292493,1
3.501983434,409.5555556,0.406221868,3.376632752,10.90292493,1
3.490964233,365.5555556,0.437363308,3.310441708,10.90292493,1
3.512442955,383.5555556,0.388518876,3.416300174,10.90292493,1
3.50264103,485.5555556,0.426855549,3.378368289,10.90292493,1
2.778749029,1006,0.383775139,2.778749029,6.514573265,1
2.77291063,1010.333333,0.379247158,2.77291063,6.514573265,1
2.390204712,296,0.38885697,2.37244024,6.514573265,1
2.826204334,207,0.461361473,2.68752551,6.514573265,1
1.911485824,83,0.398881931,1.828182885,6.514573265,0
3.494247431,253.6666667,0.690468769,3.494247431,10.90292493,1
1.911485824,26,0.407002844,1.828182885,6.514573265,0
1.911485824,186,0.399729708,1.828182885,6.514573265,1
2.870931994,720,0.408699246,2.843395608,11.38785599,1
1.911485824,98.77777778,0.496087417,1.828182885,6.514573265,0
1.911485824,442.2222222,0.684032233,1.828182885,11.16387794,1
2.43771353,236,0.389822582,2.435218018,6.514573265,1
3.003296485,162,0.384980705,2.879886621,6.514573265,1
1.911485824,75,0.411392849,1.828182885,11.16387794,0
1.911485824,213,0.340153028,1.828182885,6.514573265,1
3.344748441,126,0.45968368,3.023886527,6.514573265,1
3.475291734,221.1111111,0.370836673,3.242475099,10.90292493,0
3.585147837,347.1111111,0.475507707,3.585147837,10.90292493,0
2.725436722,823,0.39698089,2.538223204,6.514573265,1
2.810226602,1306,0.371782186,2.60419097,6.514573265,1
1.911485824,124,0.478069709,1.828182885,6.514573265,0
1.911485824,133,0.449351433,1.828182885,6.514573265,0
1.911485824,26,0.45782655,1.828182885,6.514573265,0
1.911485824,1640,0.326889541,1.828182885,6.076020107,1
1.911485824,43,0.454116839,1.828182885,6.514573265,1
1.911485824,244,0.342129577,1.828182885,6.076020107,0
3.140537098,983.3333333,0.429913916,2.631773824,10.90292493,1
3.162320379,1167.333333,0.428599425,2.662389871,22.02982792,1
3.158908344,1155.333333,0.431112105,2.658268739,20.98906906,1
3.535445011,213.1111111,0.512535356,3.535445011,10.90292493,1
2.969704007,1223,0.415008089,2.616184521,11.25737949,0
2.768161376,113,0.363115244,2.768161376,6.514573265,1
2.941709184,112,0.377684179,2.941709184,11.03340144,1
3.907203102,158,0.458016373,1.594204769,6.076020107,1
3.772411435,192,0.46425863,1.576840723,6.076020107,1
3.957619768,178,0.479687092,1.600293003,6.076020107,1
3.847966991,166.6666667,0.459813178,1.586477911,6.076020107,1
3.855189213,204,0.430980002,1.584244351,6.076020107,1
1.911485824,156.4444444,0.350106694,1.828182885,11.16387794,0
1.911485824,138,0.440410211,1.828182885,11.16387794,1
3.147444695,1055,0.429316795,2.696669657,10.77244843,1
1.911485824,156.4444444,0.350106694,1.828182885,11.16387794,0
1.911485824,138,0.440410211,1.828182885,11.16387794,1
3.440579474,343.3333333,0.404648482,2.487412921,6.514573265,1
3.396026219,327.3333333,0.412321459,2.486067279,6.514573265,0
2.407995796,220,0.386739748,2.298824641,6.514573265,1
2.319666235,571,0.54825473,2.319666235,22.29078092,1
3.455021277,980,0.388129748,2.854774034,6.514573265,1
3.015491514,1056,0.410659682,2.704856291,6.514573265,1
3.173743701,970,0.432675201,3.124077567,10.90292493,1
3.134600182,987,0.429847474,3.108285124,10.96924436,1
3.152589152,918.6666667,0.434282915,3.116054777,10.21662063,1
3.115258321,912,0.415997515,3.097581489,6.514573265,1
3.088407579,1057,0.410448924,2.739017744,6.514573265,1
3.038333273,930,0.419495627,2.980602851,6.514573265,1
3.155281635,1035,0.460410277,2.990847993,6.514573265,1
3.190396536,896,0.434707928,3.129372903,6.514573265,1
3.095352024,1085,0.413290879,2.747282207,6.514573265,1
1.911485824,277,0.352809183,1.828182885,11.38785599,1
1.911485824,256,0.37735461,1.828182885,11.38785599,1
1.911485824,293,0.364543674,1.828182885,11.38785599,1
1.911485824,324,0.373931768,1.828182885,22.29078092,1
1.911485824,604,0.571124909,1.828182885,12.15204021,1
2.913150666,1131,0.388581773,2.557022166,11.38785599,1
1.911485824,111,0.383111788,1.828182885,6.076020107,1
1.911485824,98,0.397806606,1.828182885,11.16387794,0
2.791474451,831,0.338684081,2.791474451,6.514573265,1
2.610884114,489,0.429029934,2.561842787,6.514573265,1
1.911485824,47,0.41239105,1.828182885,6.514573265,0
2.768161376,113,0.361601104,2.768161376,6.514573265,1
2.474550265,198,0.357135425,2.465659014,6.514573265,1
3.116701267,1016,0.386865257,2.853753611,6.514573265,1
3.123865715,1029,0.380360871,2.857288159,6.514573265,1
3.129782875,1039,0.382962172,2.860374579,6.514573265,1
3.223404418,859,0.373542813,2.928908632,6.514573265,1
1.911485824,205,0.387173615,1.828182885,6.514573265,1
3.459023841,537,0.452205742,3.459023841,16.98174072,1
3.377593931,593,0.407004274,2.578318124,16.98174072,1
3.498336325,597,0.45616294,3.498336325,16.98174072,1
3.403326562,595,0.411995497,3.403326562,16.98174072,1
3.383060122,501,0.437441412,3.383060122,16.98174072,1
3.379233592,577,0.43515159,2.97194545,16.98174072,1
1.911485824,523.9229698,0.384866266,1.828182885,6.514573265,1
1.911485824,308,0.452066222,1.828182885,6.514573265,0
1.911485824,138,0.459246776,1.828182885,11.16387794,1
1.911485824,502,0.437677399,1.828182885,6.514573265,1
1.911485824,225,0.419498147,1.828182885,11.16387794,1
1.911485824,225,0.429029934,1.828182885,11.16387794,1
1.911485824,325.2222222,0.381539287,1.828182885,10.44284065,1
1.911485824,166,0.487354926,1.828182885,11.16387794,1
1.911485824,116,0.513616931,1.828182885,6.514573265,0
1.911485824,120,0.499959913,1.828182885,6.514573265,1
1.911485824,594,0.375362224,1.828182885,6.514573265,1
2.702204219,958,0.342296306,2.699365628,44.41411039,1
2.984551906,1331,0.419378468,2.6213092,11.25737949,0
2.990914386,1387,0.423265755,2.624311713,11.25737949,0
2.992901692,1415,0.425047884,2.625390426,11.25737949,0
2.994446995,1443,0.426732356,2.62628409,11.25737949,0
2.690618683,1020.666667,0.443540768,2.326903932,6.514573265,1
2.662856683,920.6666667,0.436743871,2.3222661,6.514573265,1
2.699899939,1076.666667,0.449077638,2.32968523,6.514573265,1
3.075724897,926.2222222,0.352658151,2.922329546,22.42125742,1
2.421741308,167,0.383380988,2.421741308,6.514573265,1
1.911485824,153,0.455433178,1.828182885,6.514573265,1
2.651503281,936,0.31017412,2.64866469,44.41411039,1
2.698433209,947,0.327156175,2.6524357,44.41411039,1
2.697007693,936,0.322475998,2.565630145,44.41411039,1
2.697880671,946,0.329989623,2.642019034,44.41411039,1
2.696001381,926,0.32348094,2.468407923,44.41411039,1
1.911485824,536.4444444,0.593685056,1.828182885,11.16387794,1
3.141115678,565,0.428111862,3.141115678,16.98174072,1
1.911485824,594,0.407447786,1.828182885,16.98174072,1
3.198152715,544,0.418568224,3.198152715,16.98174072,1
1.911485824,573,0.415420633,1.828182885,16.98174072,1
3.135652715,568,0.407983657,3.135652715,16.98174072,1
3.158152715,574,0.411952206,3.158152715,16.98174072,1
3.170374937,560,0.414186513,3.170374937,16.98174072,1
3.030004567,603,0.425319927,3.030004567,16.98174072,1
3.101115678,595,0.425661796,3.101115678,16.98174072,1
3.133122334,437,0.364001206,3.133122334,6.514573265,1
2.783508418,875,0.352821598,2.783508418,6.514573265,1
2.783508418,875,0.352821598,2.783508418,6.514573265,1
2.631420677,376.962963,0.476173878,2.459289901,6.514573265,0
2.552055598,430.8888889,0.446364852,2.411278927,6.514573265,0
2.498254577,351.8888889,0.469293075,1.804797445,6.514573265,0
2.674504577,378.8888889,0.477946462,2.485353001,6.514573265,0
1.911485824,68,0.498520472,1.828182885,11.16387794,1
1.911485824,40.33333333,0.4427011,1.828182885,6.514573265,0
1.911485824,230,0.462329083,1.828182885,6.514573265,0
1.911485824,783,0.427569925,1.828182885,6.514573265,0
1.911485824,278,0.462009901,1.828182885,6.514573265,0
1.911485824,345,0.4242395,1.828182885,6.514573265,0
1.911485824,154,0.471070425,1.828182885,6.514573265,0
1.911485824,144,0.444723488,1.828182885,6.514573265,0
3.046827253,966,0.419186861,2.603055069,10.90292493,1
1.911485824,138,0.453894951,1.828182885,11.16387794,1
3.142342654,1065,0.431385652,2.634169657,10.90292493,1
1.911485824,179,0.419417066,1.828182885,6.514573265,0
1.911485824,247.2222222,0.420605105,1.828182885,6.514573265,0
1.911485824,688,0.401305753,1.828182885,6.514573265,1
1.911485824,61,0.372478287,1.828182885,6.514573265,1
1.911485824,252,0.35850986,1.828182885,6.514573265,1
1.911485824,220,0.373466144,1.828182885,6.514573265,1
2.951220604,1126,0.407717687,2.60588212,11.25737949,1
2.717071056,845,0.364739523,2.717071056,6.514573265,1
2.790194374,914,0.363059931,2.790194374,6.514573265,1
2.803832451,1049,0.342831433,2.802419696,11.09972086,1
1.911485824,379.8888889,0.798842607,1.828182885,11.16387794,0
1.911485824,341.7777778,0.698311739,1.828182885,11.16387794,1
2.976388889,523.9229698,0.439152434,2.976388889,6.514573265,1
1.911485824,386.4444444,0.79999461,1.828182885,11.16387794,0
2.421741308,167,0.383380988,2.421741308,6.514573265,1
1.911485824,91,0.425671013,1.828182885,11.16387794,1
2.37256577,506,0.480368408,2.37256577,6.514573265,1
2.969779068,327,0.396204707,2.83869537,6.076020107,1
3.958581486,299,0.556235496,3.958581486,6.514573265,1
1.911485824,289.8888889,0.422402331,1.828182885,10.90292493,0
1.911485824,52,0.441360693,1.828182885,6.514573265,0
1.911485824,523.9229698,0.405176389,1.828182885,6.514573265,1
1.911485824,523.9229698,0.386119824,1.828182885,6.514573265,1
1.911485824,171,0.405629065,1.828182885,10.44284065,1
1.911485824,165,0.356322825,1.828182885,6.076020107,1
2.951220604,1126,0.407717687,2.60588212,11.25737949,1
2.532862798,640,0.394023226,2.509915781,10.77244843,1
2.532883125,300,0.376283457,2.510531778,6.514573265,1
3.306855833,239,0.403472377,3.306855833,6.514573265,1
1.911485824,254,0.412572975,1.828182885,6.514573265,0
1.911485824,387,0.404489827,1.828182885,6.514573265,1
1.911485824,286,0.390598094,1.828182885,6.514573265,1
1.911485824,656.7777778,0.511235806,1.828182885,6.514573265,1
1.911485824,607.1111111,0.341914871,1.828182885,6.514573265,1
2.622188188,541.7777778,0.360757169,2.622188188,6.514573265,1
1.911485824,632.1111111,0.389736167,1.828182885,6.514573265,0
1.911485824,414.5432099,0.616482958,1.828182885,6.514573265,0
1.911485824,360.2222222,0.364480857,1.828182885,6.514573265,0
2.700313188,320.8888889,0.386241554,2.700313188,6.514573265,0
1.911485824,391.7777778,0.408780844,1.828182885,6.514573265,0
1.911485824,289.9259259,0.537519409,1.828182885,6.514573265,0
1.911485824,268.2592593,0.340606878,1.828182885,6.514573265,0
2.870779379,237.8148148,0.365356264,2.870779379,6.514573265,0
1.911485824,288.2592593,0.393235904,1.828182885,6.514573265,0
2.859768519,523.9229698,0.440757594,2.859768519,6.514573265,1
2.908101852,523.9229698,0.445312572,2.908101852,6.514573265,0
2.928510015,523.9229698,0.469354088,2.928510015,6.514573265,1
2.948918178,523.9229698,0.493604485,2.948918178,6.514573265,1
2.880324074,523.9229698,0.488300378,2.880324074,6.514573265,1
1.911485824,26,0.461104408,1.828182885,6.514573265,1
1.911485824,523.9229698,0.387841248,1.828182885,6.514573265,1
1.911485824,523.9229698,0.369892512,1.828182885,6.514573265,1
2.895211404,36,0.47154871,2.895211404,6.514573265,1
1.911485824,6,0.401568496,1.828182885,6.514573265,1
1.911485824,18,0.389834945,1.828182885,6.514573265,1
2.928055556,523.9229698,0.435618828,2.928055556,6.514573265,0
1.911485824,523.9229698,0.402372277,1.828182885,6.514573265,1
1.911485824,523.9229698,0.406991005,1.828182885,6.514573265,1
2.796111111,523.9229698,0.429862018,2.796111111,6.514573265,1
2.979305556,6,0.442680515,2.979305556,6.514573265,1
2.867638889,30,0.425528868,2.867638889,6.514573265,1
2.805138889,30,0.407268322,2.805138889,6.514573265,1
2.927824074,9,0.440242115,2.927824074,6.514573265,1
1.911485824,9,0.391447248,1.828182885,6.514573265,1
2.900601852,523.9229698,0.499242455,2.900601852,6.514573265,1
2.886990741,6,0.438454589,2.886990741,6.514573265,1
2.857222222,523.9229698,0.561741646,2.857222222,6.514573265,1
1.911485824,63,0.471684136,1.828182885,6.514573265,1
1.911485824,726.2222222,0.337054809,1.828182885,6.514573265,1
1.911485824,744.2222222,0.35759199,1.828182885,6.514573265,1
1.911485824,691.2222222,0.36337739,1.828182885,6.514573265,1
1.911485824,61,0.372478287,1.828182885,6.514573265,0
1.911485824,227.7777778,0.383985186,1.828182885,6.514573265,0
1.911485824,32,0.409911877,1.828182885,6.514573265,0
2.277054746,658,0.544090939,2.277054746,22.29078092,1
1.911485824,26,0.47682022,1.828182885,6.514573265,0
3.13816114,1019,0.386352047,2.854309918,6.514573265,1
1.911485824,26,0.47682022,1.828182885,6.514573265,0
2.8214892,1043,0.364778456,2.8214892,6.514573265,1
2.888987857,859,0.349732281,2.888987857,6.514573265,1
2.773610798,867,0.348953323,2.773610798,6.514573265,1
2.724675509,867,0.360854055,2.724675509,6.514573265,1
2.956214983,1177,0.407142397,2.615150367,11.38785599,1
2.095954422,486.6666667,0.563789824,2.095954422,22.29078092,0
3.115646563,977.6666667,0.395457653,2.869163445,6.514573265,1
2.33101615,701,0.539188376,2.33101615,22.29078092,1
3.056494473,941.6666667,0.358222365,2.836079465,6.514573265,1
2.955277778,3,0.457810808,2.955277778,6.514573265,1
1.911485824,9,0.379862684,1.828182885,6.514573265,1
2.812477139,1011.333333,0.336791927,2.812477139,6.514573265,1
3.078319591,938.6666667,0.373349148,2.850268163,6.514573265,1
2.955316304,1130,0.391123688,2.569984288,11.25737949,1
2.818315537,1012,0.336257741,2.818315537,6.514573265,1
3.124273233,1045,0.378348735,2.857770412,6.514573265,1
2.037271583,672.3333333,0.550038298,2.037271583,22.29078092,0
1.99921524,454.3333333,0.549572094,1.99921524,22.29078092,0
2.027858676,551.3333333,0.567737257,2.027858676,22.29078092,0
2.185485523,542,0.528773872,2.185485523,22.29078092,0
2.194883465,495.6666667,0.517847596,2.194883465,22.29078092,0
1.791595641,433,0.621536262,1.791595641,22.29078092,0
1.870180927,748.3333333,0.486029984,1.870180927,22.29078092,0
2.212682817,627.6666667,0.549670271,2.212682817,22.29078092,1
2.170573265,588,0.546587808,2.170573265,22.29078092,1
3.402889606,340,0.393354239,3.402889606,6.514573265,1
2.073721806,548,0.457188603,2.073721806,22.29078092,0
2.933868811,68,0.467585834,2.933868811,6.514573265,0
1.911485824,1279,0.380844905,1.828182885,6.514573265,1
2.769702906,829,0.350094406,2.769702906,6.514573265,1
1.911485824,197,0.54135031,1.828182885,11.16387794,1
3.245900759,1133,0.415802921,2.865472925,6.514573265,1
3.004814703,665.1111111,0.384269993,3.004814703,6.514573265,1
3.015143454,1141,0.407298009,2.670458143,6.514573265,1
2.085770024,483.6666667,0.562012609,2.085770024,22.29078092,0
3.016806645,1062,0.410864973,2.78786555,6.514573265,1
2.320101011,913.1111111,0.555663621,2.320101011,22.29078092,0
3.120238551,1031,0.402317666,2.855585172,6.514573265,1
1.988382694,587,0.552782014,1.988382694,22.29078092,0
2.171262906,487.7777778,0.522303503,2.171262906,22.29078092,0
