BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,BCUTm-1l,SMR_VSA3,BCUTc-1l,BCUTdv-1h,TopoPSA(NO),PEOE_VSA1,MDEC-33,SMR_VSA7,BCUTd-1l,SM1_Dzm,BCUTdv-1l,Xc-5dv,Xch-6dv,SM1_Dzpe,Xc-5d,BCUTZ-1h,Xch-7d,BCUTp-1h,PEOE_VSA10,SMR_VSA1,TopoPSA(NO),EState_VSA1,BCUTi-1l,EState_VSA2,SlogP_VSA2,EState_VSA1,BCUTpe-1h,BCUTare-1h,SM1_Dzpe,VE3_Dt,PEOE_VSA8,SM1_Dzare,MID_N,SM1_DzZ,BCUTse-1h,VR3_Dt,SM1_Dzse,SM1_Dzi,Xch-6d,MID_O,GGI6,MDEO-11,SMR_VSA5,ETA_eta_BR,SlogP_VSA3,VR1_Dt,SpDiam_A,BCUTc-1h,Xc-3d,SM1_Dzv,GGI8,VE1_Dt,EState_VSA8,GGI4,SlogP_VSA1,VE2_Dt,BCUTm-1h,BCUTv-1h,VR2_Dt,Xpc-4d,EState_VSA10,GGI7,SpMax_A,SlogP_VSA6,Xch-7dv,BCUTs-1h,VR3_DzZ,ATSC0are,MDEO-12,MID_h,SlogP_VSA5,fragCpx,LogEE_A,GGI5,ATSC0pe,ABC,ETA_eta_B,ATSC0se,VR3_Dzv,EState_VSA4,Xch-5dv,piPC4,ETA_dEpsilon_D,GATS1se,SRW09,SMR_VSA6,AATS1i,MDEC-22,VR1_DzZ,VR3_Dzpe,target
15.58926575,14.54819794,1.023541018,5.673664323,3.239830799,2.169531273,1.304267175,2.414694016,2.219117042,5.516700718,11.68700133,4.983978521,0.541604784,5.033772463,50.94,11.05045608,3.14734519,35.48494516,0.987817351,0.937277822,0.270631361,0.039467233,0.042690161,0.082983468,0.136082763,17.0011024,0.299775182,2.207829533,0,0,50.94,0,10.93686061,0,18.07349133,0,3.182509751,3.14832371,0.082983468,2.025455683,28.83784378,0.043798194,5.803911556,0.871320632,3.492976146,5.01305746,0.630573152,0.807409669,0.136082763,0,0.201632653,0,19.26246487,0.277351812,0,83.53542515,4.781198507,0.387799712,0.758091231,0.985307747,0.090199043,4.210868909,10.30076712,0.746666667,11.05045608,0.233937162,35.45051709,22.45586084,4.640856953,1.729846822,0,0.118055556,2.390599254,30.46231185,0.080897178,4.004852065,5.062515189,0.015403119,0,7.576198808,19.26246487,55.04,3.794577283,0.319444444,0.020661199,13.46353841,0.105351812,0.028547396,5.063107324,47.54410058,0,5.008967237,0.494944666,0.910531268,0,18.40630142,148.7134938,11.82883222,87.77076956,5.066658569,0
14.7027085,14.54873626,0.751902579,5.673664176,3.239921583,2.169531251,1.304260049,2.414693988,2.219117012,5.516700718,11.68700112,15.20067686,0.541588033,6.021920256,57.26,15.53348694,2.867434816,35.48494516,0.977848787,0.938687582,0.270628106,0.039467233,0.042690161,0.103282178,0.136082763,17.00110319,0.299775182,2.207873344,0,4.794537184,57.26,0,10.93686042,5.907179729,48.51485001,0,3.488975586,3.543767322,0.103282178,2.570642984,48.34817822,0.064991607,8.192303619,0.874210046,3.701907616,5.931858472,1.019330945,1.20579344,0.136082763,1.759103523,0.283265306,0,33.10993927,0.451653309,4.794537184,144.9439371,4.781249892,0.389619959,1.250890511,0.974963817,0.139581759,5.028549329,34.36493986,1.066666667,10.63357721,0.193405743,35.45051746,22.45586522,5.574766812,2.69068097,4.794537184,0.149305556,2.390624946,30.46231185,0.080897178,7.008270733,5.932508549,0.04161104,0,11.72374814,33.10993927,79.06,4.145218789,0.541666667,0.048221068,19.22978246,0.279653309,0.052170923,5.9349551,62.15573648,0,5.086051933,0.407748665,0.772159983,0,38.04057063,148.7605074,14.95585304,145.0381924,5.934516998,1
15.5891232,14.54872696,1.023533099,5.673664167,3.239892175,2.16953125,1.304257545,2.414693986,2.219117011,5.516700718,11.6870011,15.20067686,0.54159594,5.033858686,40.19,15.53348694,3.14734519,35.48494516,0.9872569,0.937790605,0.27062782,0.039467233,0.042690161,0.090775303,0.136082763,17.00110317,0.299775182,2.207875989,0,0,40.19,0,10.9368604,0,49.15242669,0,3.182620766,3.148757036,0.090775303,2.570711637,28.83784378,0.052145847,8.205109396,0.872371328,3.493012225,5.92995098,0.770836145,1.032659254,0.136082763,0,0.24244898,0,39.53076089,0.34550016,0,144.6677212,4.78121773,0.388326491,0.962215377,0.980709413,0.114890401,5.028894568,34.36493986,0.826666667,10.63357721,0.193419022,35.45051745,22.45586573,5.564143125,2.28243268,0,0.149305556,2.390608865,30.46231185,0.080897178,3.039216056,5.931266226,0.028616782,0,9.977455042,39.53076089,79.05,4.141841445,0.375,0.036784023,19.12039266,0.17350016,0.03701548,5.934606619,54.33672655,0,5.067330638,0.402524042,0.915179553,0,44.58532704,148.6088272,19.94403489,144.8581201,5.933058519,1
15.58912314,14.54872794,1.023532654,5.673664145,3.239896688,2.169531245,1.30425681,2.414693979,2.219117004,5.516700718,11.68700107,15.20067686,0.541595421,5.033859312,40.19,15.53348694,3.14734519,35.48494516,0.9872569,0.937790605,0.270627607,0.039467233,0.042690161,0.090775303,0.136082763,17.00110326,0.299775182,2.207882964,0,0,40.19,0,10.93686038,0,49.15242669,0,3.182626774,3.148767478,0.090775303,2.626758339,28.83784378,0.052145847,8.204717134,0.872371328,3.493015444,6.023757685,0.770836145,1.032659254,0.136082763,0,0.24244898,0,45.95158251,0.34550016,0,153.0104029,4.78121754,0.388388596,0.962215377,0.980709413,0.114890401,5.121803209,34.36493986,0.826666667,10.63357721,0.189696415,35.45051749,22.45586642,5.667051958,2.28243268,0,0.149305556,2.39060877,30.46231185,0.080897178,3.039217375,6.022067522,0.029548282,0,9.977062922,45.95158251,82.05,4.177431267,0.375,0.038127589,19.82749944,0.17350016,0.037492284,6.026026027,54.33672655,0,5.073610093,0.398986008,0.916327713,0,44.58532704,148.4058585,22.05575663,152.7520088,6.02365456,1
15.58908751,14.54892208,1.023533302,5.673664211,3.239918662,2.169531302,1.304257152,2.414694051,2.219117072,5.516700718,11.68700112,14.78379798,0.541598022,5.033946238,31.4,15.11660807,3.14734519,35.48494516,0.987180932,0.937790605,0.270626856,0.039467233,0.042690161,0.090775303,0.136082763,17.00110317,0.299775182,2.207874845,0,0,31.4,0,10.93686041,0,60.59709282,0,3.182642009,3.148932312,0.090775303,2.570244434,28.83784378,0.052145847,8.375159058,0.872371328,3.493014846,5.935438897,0.770836145,1.032659254,0.136082763,0,0.364897959,0,33.61285484,0.413648507,0,145.4638281,4.781704672,0.388358911,1.166339522,0.980709413,0.185185185,5.0265456,40.87179819,0.906666667,5.316788604,0.193328677,35.45051745,22.45586568,5.594762619,2.775231959,0,0.274305556,2.390852336,30.46231185,0.080897178,3.039214725,5.940594251,0.028616782,0,10.14752514,33.61285484,79.05,4.145374416,0.486111111,0.036784023,19.12039266,0.241648507,0.03701548,5.941666999,60.75754817,0,5.079850363,0.360900149,0.881928521,0,51.13008345,148.4812504,18.52237545,146.2156821,5.942748039,1
15.58908749,14.54892287,1.023532282,5.673664132,3.239923188,2.169531244,1.30425669,2.414693978,2.219117002,5.516700718,11.68700106,14.78379798,0.541589432,5.033946929,31.4,15.11660807,3.14734519,35.48494516,0.987180932,0.937790605,0.270626644,0.039467233,0.042690161,0.090775303,0.136082763,17.00110326,0.299775182,2.20788181,0,0,31.4,0,10.93686036,0,60.59709282,0,3.182647792,3.148935844,0.090775303,2.626331531,28.83784378,0.052145847,8.373017318,0.872371328,3.493018065,6.02865668,0.770836145,1.032659254,0.136082763,0,0.324081633,0,40.03367647,0.413648507,0,153.7618392,4.781360059,0.388407815,1.166339522,0.980709413,0.164273117,5.119617645,40.87179819,0.906666667,5.316788604,0.189615468,35.45051749,22.45586638,5.694882934,2.775231959,0,0.243055556,2.390680029,30.46231185,0.080897178,3.039216042,6.02931614,0.029548282,0,10.14537333,40.03367647,82.05,4.180840921,0.541666667,0.038127589,19.82749944,0.241648507,0.037492284,6.031626276,47.79197014,0,5.086051933,0.359010776,0.883445643,0,51.13008345,148.2843567,20.64410848,153.8632724,6.031200442,1
15.58908745,14.54892395,1.023531946,5.673664125,3.239927759,2.169531244,1.304254863,2.414693978,2.219117002,5.516700718,11.68700104,14.78379798,0.54159079,5.033947621,31.4,15.11660807,3.14734519,35.48494516,0.987180932,0.937790605,0.270626434,0.039467233,0.042690161,0.090775303,0.136082763,17.00110336,0.299775182,2.207888821,0,0,31.4,0,10.93686035,0,60.59709282,0,3.182653895,3.148946045,0.090775303,2.680433623,28.83784378,0.052145847,8.371946447,0.872371328,3.493021306,6.118421205,0.770836145,1.032659254,0.136082763,0,0.364897959,0,46.45449809,0.413648507,0,162.1954011,4.781259147,0.388468106,1.166339522,0.980709413,0.139581759,5.211221107,40.87179819,0.906666667,5.316788604,0.18611504,35.45051753,22.45586707,5.792692897,2.775231959,0,0.211805556,2.390629574,30.46231185,0.080897178,3.039217361,6.115429293,0.030461076,0,10.14429742,46.45449809,85.05,4.215092519,0.541666667,0.039447956,20.53460623,0.241648507,0.037952009,6.118709826,47.79197014,0,5.092215281,0.357271599,0.885227764,0,51.13008345,148.1053625,22.78870896,161.7108519,6.117086898,1
15.5890874,14.54892505,1.023531501,5.673664101,3.239932341,2.169531238,1.304254297,2.414693971,2.219116995,5.516700718,11.68700101,14.78379798,0.541589821,5.033948313,31.4,15.11660807,3.14734519,35.48494516,0.987180931,0.937790605,0.270626223,0.039467233,0.042690161,0.090775303,0.136082763,17.00110345,0.299775182,2.207895878,0,0,31.4,0,10.93686032,0,60.59709282,0,3.182660078,3.14895733,0.090775303,2.73268375,28.83784378,0.052145847,8.371411012,0.872371328,3.49302456,6.204991801,0.770836145,1.032659254,0.136082763,0,0.364897959,0,52.87531971,0.413648507,0,170.7637572,4.781229643,0.388531641,1.166339522,0.980709413,0.114890401,5.301411007,40.87179819,0.906666667,5.316788604,0.182807276,35.45051758,22.45586777,5.888405421,2.775231959,0,0.243055556,2.390614822,30.46231185,0.080897178,3.039218682,6.199029032,0.031357641,0,10.14375946,52.87531971,88.05,4.248209694,0.541666667,0.040748196,21.24171301,0.241648507,0.038396917,6.203071559,28.15770093,0,5.098340875,0.355665606,0.887227773,0,51.13008345,147.941933,24.95020715,169.7485619,6.200494591,1
15.58908682,14.54893559,1.023527812,5.673660751,3.240412127,2.169525044,1.235277298,2.41468545,2.219109343,5.516700718,11.68699973,14.78379798,0.541589539,5.033994711,31.4,5.316788604,6.732372698,35.48494516,0.987131331,0.937790605,0.270620388,0.461104255,0.042690161,0.090775303,0.680413817,17.00110383,0.299775182,2.207928253,0,0,31.4,0,10.9368597,0,58.08251494,0,3.182703986,3.149119675,0.090775303,2.925112619,52.50229152,0.052145847,8.402339612,0.872371328,3.493040724,6.5415063,0.770836145,1.032659254,0.136082763,0,0.731428571,0,111.2823882,0.991081654,0,210.1000469,4.802603757,0.389030056,2.567714237,0.980709413,0.526077098,5.64737113,87.62321832,1.306666667,5.316788604,0.171132458,35.45051775,22.45587062,6.366668088,5.108468599,0,0.517361111,2.401301879,30.46231185,0.080897178,3.039226517,6.548123848,0.034818123,0,10.17516297,81.07318409,100.05,4.384211353,0.736111111,0.045793161,24.78349807,0.819081654,0.040061704,6.548358543,47.54410058,0,5.180378069,0.350310806,0.89674042,0,18.40630142,147.4092738,13.45590134,211.4950046,6.549672122,1
14.70062284,14.54078245,0.741477009,5.731048866,3.162352849,2.229146753,1.173340919,2.474688713,2.278681036,18.2497736,11.74315819,5.316788604,0.512630718,6.02338575,101.65,20.89384643,7.78590102,11.64912464,0.971497016,0.937973686,0.342029572,0.08059807,0.03928371,0.11588745,0.330933093,8.029219908,0.166197991,1.946485316,0,19.43246472,101.65,24.15695333,10.99195157,24.00507227,41.27462685,24.15695333,3.501304694,3.55524818,0.11588745,2.1057915,18.53868256,0.08159088,3.76277725,0.872865774,3.714215467,5.124719502,1.274505187,1.143035914,0.055555556,7.131756794,0.629387755,0.595275394,57.90446928,0.654770552,14.32593732,88.48788196,4.791577023,0.451318233,1.735375116,0.965724328,0,4.32294816,5.316788604,1.644444444,11.05045608,0.227523587,16.01472643,20.85101878,4.657256945,3.036915782,9.589074368,0.277777778,2.395788511,11.64912464,0.078001678,7.009371725,5.166815691,0.066275264,0.6,10.89453404,33.61285484,19.06,3.825713227,0.805555556,0.064761238,13.9700473,0.568770552,0.07731369,5.173842561,6.420821623,0,4.007333185,0.576429056,0.857741945,0,0,150.8961723,0.825481812,92.29240064,5.16660761,1
14.70228608,13.63730804,0.752757174,5.684716188,3.285290687,2.182686331,1.352486406,2.42832793,2.232251227,7.109797541,11.69692424,0,0.371251846,6.022030087,86.99,20.05644514,10.16520769,58.67131445,0.977795224,0.937845095,0.34367614,0.089335021,0.045819974,0.112810655,0.373065471,8.022494761,0.323319911,2.001148723,28.56149882,24.85098232,86.99,0,10.94536823,40.76556539,28.21262467,0,3.488805437,3.543692243,0.112810655,2.570547394,18.05064018,0.077741336,0,0.8726031,3.701888844,5.950728891,1.242474001,0.865670929,0.128694254,9.009258458,0.548571429,0.892745163,33.10993927,0.757607304,12.84164325,147.7050597,4.884631724,0.440449807,1.978762722,0.969175402,0.279163517,5.028068674,0,1.937777778,4.736862954,0.193387257,16.01102927,20.90627426,5.680963837,3.997615962,20.11411937,0.513888889,2.442315862,41.98095998,0.077346438,7.008272791,5.964425622,0.072171626,0.795270729,9.009258458,41.75318768,79.05,4.155634962,1.118055556,0.071293352,19.54602132,0.585607304,0.08631858,5.978038545,11.13655602,0,5.178970609,0.456551704,0.906743163,0,7.109797541,144.1934859,8.887357085,149.7420545,5.964256272,0
14.7017758,14.55774687,0.74404011,5.771211349,3.227718648,2.150757043,1.004951552,2.481367852,2.290254828,10.17706424,11.79086061,9.551078169,0.515960696,6.023731412,124.78,20.05644514,7.82969262,30.6051105,0.977250828,0.943025537,0.062867747,0.170265419,0.109070508,0.142900271,0.604350843,53.00025783,0.625036781,5.353305762,18.31189916,20.05644514,124.78,42.39569259,10.435623,3.570182271,49.78944148,42.39569259,3.497892915,3.550994557,0.142900271,2.024860876,6.196843572,0.101382652,4.206792254,0.883065455,3.709697011,5.042232037,1.783013866,1.411893524,0.313606873,10.83435783,0.405714286,1.817665201,24.53980033,0.634617402,4.736862954,86.00843493,4.845523611,0.499673575,1.530839154,0.959519108,0.045099521,4.208365001,4.983978521,1.459444444,11.24901029,0.233798056,126.9045755,32.51604723,4.778246385,4.121678563,19.80212916,0.205746882,2.469447654,15.78591794,0.169858195,7.009378797,5.064108227,0.074918592,1.369793191,16.80183595,6.227901171,55.09,3.816474976,0.726111111,0.068276323,13.73933715,0.462617402,0.089583887,5.069490092,4.567099648,0.045360921,4.837273479,0.625696874,1.027485697,7.002155954,6.606881965,153.1732395,0.2,87.9107031,5.072666337,0
13.30411704,17.42477412,0.545848814,5.694333007,4.02317377,2.193845111,1.190002028,2.439587285,2.243722468,5.538925252,11.70569895,25.73085056,0.424050216,7.004063991,150.02,20.15725554,9.776948944,59.00772742,0.976226189,0.942245279,0.343577577,0.19036656,0.0708964,0.17693048,0.867424996,9.004073566,0.511406548,1.983176117,11.65284063,28.29770493,150.02,40.53388947,10.95500364,24.16182404,56.22362217,40.53388947,3.988683799,4.107729758,0.17693048,2.879071437,20.51616559,0.145372679,12.14987047,0.8813589,4.009972032,6.495430726,2.39755196,2.570871636,0.314586766,9.070409377,0.863764172,1.096258666,32.85489326,1.181305377,16.13383077,206.9091723,4.967232333,0.499868275,3.30130658,0.933713391,0.610489103,5.561793494,25.82334556,2.707777778,10.63357721,0.173806047,19.00014351,20.89022738,6.465911634,6.758482335,23.88055399,0.679705215,2.484987196,45.25516291,0.084823053,8.001922712,6.495295351,0.121674586,0.602401336,22.9793696,35.98691092,164.12,4.384197698,1.656111111,0.116623199,24.82094616,0.923305377,0.126922948,6.496646605,4.899909731,0.020412415,5.332416815,0.449942346,0.756547301,6.555356892,7.047671983,152.1148239,4.883593419,206.881164,6.495482669,1
15.58862281,14.54971228,1.02348884,5.673664295,3.239895539,2.169531313,1.304264946,2.414694066,2.219117088,5.516700718,11.68700124,15.28474565,0.541599762,5.033965029,49.84,10.63357721,2.867434816,65.57481793,0.99384526,0.937790605,0.270630953,0.039467233,0.067535361,0.090775303,0.136082763,17.00110289,0.371943965,2.207873928,0,0,49.84,0,10.93686052,0,23.05746985,0,3.182655185,3.150329431,0.090775303,2.38705894,47.77628733,0.052145847,8.1160887,0.872371328,3.493010124,5.667269167,0.770836145,1.032659254,0.238144836,0,0.22122449,0,12.96557803,0.345713722,6.544756406,125.7580779,4.781273011,0.38902857,0.962215377,0.980709413,0.098261527,4.731062545,20.60153425,0.817777778,10.63357721,0.205698372,35.45051732,22.45586396,5.467742517,2.162859524,0,0.098958333,2.390636506,54.98873313,0.098465387,3.044771222,5.6581712,0.021491099,0,9.888445465,11.98427311,119.05,4.053219457,0.354166667,0.026825966,17.7061791,0.087713722,0.032867459,5.657650945,42.64540205,0,5.269789283,0.415173524,0.854158205,0,18.40630142,147.3263928,16.06188176,124.6191239,5.661236795,1
15.58924356,14.54826103,1.023539775,5.673664287,3.239895539,2.169531313,1.304264765,2.414694065,2.219117087,5.516700718,11.68700123,10.30076712,0.541605793,5.033779558,36.95,10.63357721,2.867434816,71.38023199,0.99384526,0.937277822,0.270630902,0.039467233,0.074765176,0.082983468,0.136082763,17.00110288,0.371943965,2.207884388,0,0,36.95,0,10.93686051,0,18.07349133,0,3.182562599,3.148450541,0.082983468,2.38705894,35.38260019,0.043798194,6.118065157,0.871320632,3.492998901,5.667269167,0.630573152,0.807409669,0.238144836,0,0.22122449,0,12.96557803,0.345713722,6.544756406,125.7580779,4.781273011,0.388693178,0.962215377,0.985307747,0.098261527,4.731062545,39.883024,0.817777778,10.63357721,0.205698372,35.45051731,22.45586459,5.467742517,2.162859524,0,0.098958333,2.390636506,60.79414719,0.103577639,3.039215787,5.658750969,0.016969096,0,7.890421921,11.98427311,119.04,4.053219457,0.354166667,0.023024982,17.7061791,0.087713722,0.029238012,5.656864842,42.64540205,0,5.269789283,0.41172231,0.850497534,0,18.40630142,145.8167976,18.62718967,124.6913952,5.661878019,1
13.30412029,17.42476918,0.54605203,5.670606543,4.024955194,2.170328503,1.134857523,2.416278238,2.220268396,6.606881965,11.68177103,9.551078169,0.517173962,7.00303791,110.6,20.68358522,3.92513639,22.74749122,0.911439417,0.939809951,0.677385898,0.123805208,0.114070565,0.1410481,0.576573065,9.004053252,0.750684895,2.001816855,11.92182917,19.34033279,110.6,36.40121913,10.93095575,5.817862778,44.24770752,36.40121913,3.988551723,4.107632224,0.1410481,2.104802224,6.196843572,0.107483962,5.971516348,0.876368094,4.009783088,5.17980978,1.72826818,1.721988693,0.3396329,7.314206171,0.346122449,0.543690187,24.10459376,0.638688831,4.736862954,93.49948175,4.870276309,0.491191888,1.765449076,0.953253991,0.090199043,4.318673686,4.983978521,1.553333333,11.42341088,0.227298615,19.00013975,20.91026655,4.921025355,4.805391566,14.29147963,0.24914966,2.526492237,17.05774782,0.164101387,8.001821301,5.203714214,0.085625135,0.908560296,15.06011495,6.227901171,58.08,3.87080353,0.837222222,0.079991965,14.35632481,0.466688831,0.094815275,5.20379636,4.567099648,0.03928371,4.802995929,0.610811438,0.918701842,7.208600338,12.34054944,154.6824562,1.72030651,95.76146192,5.203856417,1
15.58432691,14.56441425,0.97782203,5.76360009,3.240281659,2.244936972,1.301380803,2.485626781,2.292026837,6.327320075,11.78613426,19.93591408,0.575083258,5.073827731,80.48,10.717646,3.532775529,11.48042989,0.99302744,0.938303389,0.270634776,0.044193285,0.043071187,0.098567138,0.164266427,17.00110181,0.40205748,2.206323752,5.516700718,0,80.48,0,11.03893693,5.948339281,19.93591408,0,3.207787489,3.210359417,0.098567138,1.293117722,0,0.060493499,9.820373431,0.873422024,3.495010955,3.795826939,0.911099138,1.25790884,0.206930271,0,0,0,0,0.315356615,0,40.46821127,4.704140374,0.443667974,0.827126825,0.976111078,0,3.312845679,19.93591408,0.604444444,5.733667477,0.301167789,35.45051681,22.45581663,3.678928297,1.72130082,0,0,2.396777257,6.327320075,0.073179478,4.005314843,3.849245335,0.008625204,0,11.59174047,0,34.06,3.352605385,0.08,0.008305465,8.623180745,0.143356615,0.023266491,3.867571929,0,0.032274861,4.89175791,0.658474412,1.19678529,6.605297921,5.733667477,163.661187,0,42.68873872,3.86077727,1
15.58924388,14.5482581,1.023540631,5.673664289,3.239835192,2.169531269,1.30426641,2.41469401,2.219117036,5.516700718,11.68700128,10.30076712,0.541604079,5.033773782,36.95,10.63357721,3.14734519,35.48494516,0.987816892,0.937277822,0.270630179,0.039467233,0.042690161,0.082983468,0.136082763,17.00110249,0.299775182,2.20783469,0,0,36.95,0,10.93686057,0,24.61824774,0,3.182525887,3.148387511,0.082983468,2.105337561,28.83784378,0.043798194,6.026459549,0.871320632,3.492980831,5.148420324,0.630573152,0.807409669,0.136082763,0,0.201632653,0,19.76538045,0.277351812,0,90.6101681,4.781211925,0.387864461,0.758091231,0.985307747,0.090199043,4.320986252,22.54129293,0.746666667,10.63357721,0.227420329,35.45051714,22.45586148,4.768956216,1.729846822,0,0.118055556,2.390605962,30.46231185,0.080897178,3.039205395,5.188632237,0.016514725,0,7.79877614,19.76538045,58.04,3.844579447,0.319444444,0.022252774,14.17064519,0.105351812,0.029193374,5.192461782,47.66803536,0,5.015622836,0.434018652,0.867008644,0,24.95105782,148.1946028,11.26713202,94.32802643,5.192208413,1
15.5892438,14.54825875,1.023540256,5.673664279,3.239839594,2.169531267,1.304264726,2.414694008,2.219117034,5.516700718,11.68700126,10.30076712,0.541603602,5.033774349,36.95,10.63357721,3.14734519,35.48494516,0.987816434,0.937277822,0.270629963,0.039467233,0.042690161,0.082983468,0.136082763,17.00110259,0.299775182,2.207841406,0,0,36.95,0,10.93686055,0,24.61824774,0,3.182531365,3.148395678,0.082983468,2.181141075,28.83784378,0.043798194,6.026904579,0.871320632,3.492983927,5.276794693,0.630573152,0.807409669,0.136082763,0,0.201632653,0,26.18620207,0.277351812,0,97.87072867,4.781215844,0.387919524,0.758091231,0.985307747,0.090199043,4.428203159,22.54129293,0.746666667,10.63357721,0.221410158,35.45051718,22.45586217,4.893536433,1.729846822,0,0.118055556,2.390607922,30.46231185,0.080897178,3.039206697,5.309839109,0.017571653,0,7.79923584,26.18620207,61.04,3.892200007,0.319444444,0.023773017,14.87775198,0.105351812,0.029788754,5.312959441,41.24721374,0,5.02223443,0.427538501,0.866809315,0,24.95105782,147.9261293,13.24530537,101.1588373,5.31300847,1
15.58924372,14.54825941,1.023539795,5.673664256,3.239844005,2.169531262,1.304263954,2.414694002,2.219117027,5.516700718,11.68700123,10.30076712,0.541603058,5.033774916,36.95,10.63357721,3.14734519,35.48494516,0.987815977,0.937277822,0.270629748,0.039467233,0.042690161,0.082983468,0.136082763,17.00110268,0.299775182,2.207848164,0,0,36.95,0,10.93686052,0,24.61824774,0,3.182536902,3.148404389,0.082983468,2.253281174,28.83784378,0.043798194,6.027127095,0.871320632,3.492987036,5.398822355,0.630573152,0.807409669,0.136082763,0,0.201632653,0,32.60702369,0.277351812,0,105.3075388,4.781216989,0.387977386,0.758091231,0.985307747,0.090199043,4.532818035,22.54129293,0.746666667,10.63357721,0.215848478,35.45051722,22.45586286,5.014644705,1.729846822,0,0.118055556,2.390608495,30.46231185,0.080897178,3.039208002,5.425353029,0.018584838,0,7.79946569,32.60702369,64.04,3.937655558,0.319444444,0.025236194,15.58485876,0.105351812,0.030343654,5.428089407,41.24721374,0,5.028802598,0.421723783,0.867461883,0,24.95105782,147.6926742,15.27533347,108.1388105,5.428169072,1
14.70250654,14.56871236,0.751864089,5.692144965,3.230646828,2.188680112,0.605079936,2.435477105,2.239375937,30.12062709,11.70381999,19.93591408,0.505612508,6.022041979,105.16,14.95356129,8.935564028,45.68358127,0.977918574,0.943373251,0.230246989,0.135445318,0.159937089,0.139726664,0.393634553,17.00110462,0.610937414,2.936375729,10.70155169,9.531400138,105.16,0,10.31165374,5.907179729,52.14637055,0,3.489169481,3.543929819,0.139726664,2.784577756,13.08951281,0.101774747,14.52992212,0.883797648,3.702097833,6.360274485,1.759970829,1.967775887,0.389519551,3.78664896,0.569795918,0,13.8474744,0.767009924,4.736862954,192.8016994,4.746702433,0.429729997,2.04011297,0.957692383,0.206868859,5.397659684,35.46940102,1.667777778,15.53348694,0.179921989,35.45051792,24.44071557,6.426723312,4.416508722,4.794537184,0.408942744,2.390658237,24.39594478,0.183384048,7.008272141,6.36399955,0.061508981,0.083333333,22.14399633,21.05954037,219.11,4.333794831,0.979444444,0.064245,23.61032252,0.423009924,0.072823095,6.357115369,18.6529643,0.079056942,5.421916788,0.405404076,0.850039732,6.580639137,41.83676368,150.3256286,4.716867405,193.5212376,6.359943553,0
14.70063026,14.54078443,0.741404845,5.731102609,3.162682219,2.229247723,1.173333372,2.474798093,2.278792577,24.85665557,11.74318593,5.316788604,0.412974495,6.028688159,90.65,20.52418199,7.78590102,11.64912464,0.972552706,0.937973686,0.341890253,0.078974516,0.03928371,0.11588745,0.282117557,8.02937318,0.166197991,1.946663668,0,19.06280028,90.65,6.103966388,10.99199798,30.06413306,42.77498142,6.103966388,3.50159742,3.555512609,0.11588745,2.324518248,18.53868256,0.08159088,3.769522006,0.872865774,3.714502456,5.494954141,1.274505187,1.143035914,0.055555556,7.430148783,0.791836735,0.125,71.2490281,0.578760947,19.06280028,110.6638005,4.807411222,0.447766143,1.553193053,0.965724328,0.098765432,4.64625207,5.316788604,1.644444444,11.05045608,0.211193276,16.01482633,20.85118249,5.030172751,3.087453344,9.589074368,0.458333333,2.403705611,11.64912464,0.078001678,7.009357851,5.536116591,0.070884556,0.894427191,11.19967079,46.95741367,22.06,3.965073524,0.888888889,0.070448058,15.87258804,0.492760947,0.080507513,5.543127781,12.84164325,0,4.143134726,0.4874585,0.811991351,0,6.606881965,149.6069732,2.305269779,115.3140448,5.535911046,1
13.30345114,17.42773768,0.536298372,5.758910289,4.027885726,2.2409397,1.127814593,2.479127429,2.285685673,12.93420204,11.78362463,19.51903521,0.520084425,7.009082254,139.28,25.66756374,7.266154932,16.68112415,0.977662319,0.942158999,0.675733541,0.15178056,0.152119495,0.174000586,0.951832662,9.009094522,1.086958116,1.940266647,11.75114361,23.73074784,139.28,36.52451197,11.036101,17.11221722,54.46943391,36.52451197,3.997993476,4.116185982,0.174000586,2.257516151,0,0.141724695,10.13220591,0.88092111,4.020401748,5.447822053,2.322294166,2.526191058,0.526228426,7.314574553,0.589569161,0.454280148,24.35836311,0.814804424,4.736862954,110.596087,4.951338885,0.512271257,2.294493752,0.936185319,0.102544722,4.552055123,14.95193556,1.739444444,11.29293437,0.21676453,19.00287551,20.80053752,5.266480332,5.620307607,18.68189467,0.382015306,2.561077147,11.12185726,0.202081859,8.004596466,5.490975858,0.111620853,0.793700526,20.92631973,6.227901171,109.11,3.999657255,0.8825,0.103796523,16.58404293,0.556804424,0.116456827,5.498983128,10.89441972,0.068151224,5.346809867,0.672603409,0.921801706,7.734996194,12.34054944,159.9548583,0.2,115.4732052,5.491002062,1
