BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,BCUTm-1l,SMR_VSA3,BCUTc-1l,BCUTdv-1h,TopoPSA(NO),PEOE_VSA1,MDEC-33,SMR_VSA7,BCUTd-1l,SM1_Dzm,BCUTdv-1l,Xc-5dv,Xch-6dv,SM1_Dzpe,Xc-5d,BCUTZ-1h,Xch-7d,BCUTp-1h,PEOE_VSA10,SMR_VSA1,TopoPSA(NO),EState_VSA1,BCUTi-1l,EState_VSA2,SlogP_VSA2,EState_VSA1,BCUTpe-1h,BCUTare-1h,SM1_Dzpe,VE3_Dt,PEOE_VSA8,SM1_Dzare,MID_N,SM1_DzZ,BCUTse-1h,VR3_Dt,SM1_Dzse,SM1_Dzi,Xch-6d,MID_O,GGI6,MDEO-11,SMR_VSA5,ETA_eta_BR,SlogP_VSA3,VR1_Dt,SpDiam_A,BCUTc-1h,Xc-3d,SM1_Dzv,GGI8,VE1_Dt,EState_VSA8,GGI4,SlogP_VSA1,VE2_Dt,BCUTm-1h,BCUTv-1h,VR2_Dt,Xpc-4d,EState_VSA10,GGI7,SpMax_A,SlogP_VSA6,Xch-7dv,BCUTs-1h,VR3_DzZ,ATSC0are,MDEO-12,MID_h,SlogP_VSA5,fragCpx,LogEE_A,GGI5,ATSC0pe,ABC,ETA_eta_B,ATSC0se,VR3_Dzv,EState_VSA4,Xch-5dv,piPC4,ETA_dEpsilon_D,GATS1se,SRW09,SMR_VSA6,AATS1i,MDEC-22,VR1_DzZ,VR3_Dzpe,target
13.30411656,17.42477478,0.545838548,5.666628813,3.296839677,2.162281039,1.195097339,2.406730007,2.211106797,35.98524064,11.68059811,9.576012172,0.369640406,7.004072403,112.31,19.51701739,21.24587678,68.21584805,0.972431023,0.943983164,0.270625923,0.380694437,0.153216512,0.175393534,1.194299741,17.00110448,0.772980093,2.208021656,17.13018417,28.92940716,112.31,28.82060884,10.9298338,40.82509838,58.97465987,28.82060884,3.988696296,4.107738153,0.175393534,3.146542522,44.08350649,0.138418187,6.602020308,0.884804565,4.009993588,6.91428068,2.435041953,2.199917978,0.404477678,10.62833525,1.963310658,1.384212391,32.73095847,1.282541597,11.21535881,264.8807206,5.049771727,0.493581894,3.198584704,0.942962172,0.541202129,6.119873677,0,3.334444444,15.17456587,0.161049307,35.45051804,22.45587156,6.970545279,8.338115397,24.59666634,0.974844104,2.525402436,35.25684903,0.22560934,8.001923747,6.950422106,0.135062705,0.650255676,20.78078472,47.79502851,275.11,4.565186297,2.326388889,0.13587507,29.45016474,0.938541597,0.148811365,6.971270577,0,0.05,5.87668481,0.39049119,0.711873657,6.783325201,32.31802042,147.4314127,7.129081326,274.6289846,6.950969846,1
13.30411629,17.42477512,0.545837262,5.666627899,3.29674658,2.162279998,1.195097328,2.406729003,2.211105814,30.29785437,11.68059743,9.467009379,0.369636659,7.004072843,112.31,29.31683685,20.52760882,68.21584805,0.97152838,0.943983164,0.270625501,0.375812704,0.107804097,0.175393534,1.161608176,17.00110467,0.583301562,2.208037045,17.13018417,28.92940716,112.31,28.82060884,10.92983331,40.82509838,71.45225432,28.82060884,3.988698328,4.107739884,0.175393534,3.22345214,62.86040558,0.138418187,6.69230767,0.884804565,4.009996068,7.039505006,2.435041953,2.199917978,0.239805366,10.58269022,1.927346939,1.310611269,33.23387405,1.299378349,11.21535881,285.2056915,5.049074726,0.493607302,3.301016257,0.942962172,0.645250693,6.278667515,0,3.386666667,15.06556308,0.156966688,35.45051813,22.45587293,7.130142287,8.254082381,24.59666634,1.008680556,2.524537363,35.25684903,0.191123205,8.001924082,7.078706568,0.139584822,0.626971648,20.82703678,48.29794409,289.11,4.610566654,2.493055556,0.141430307,30.90481841,0.955378349,0.152228582,7.095694317,0,0,5.871060893,0.385766315,0.727721931,0,44.79561486,147.0468425,11.00675482,296.6082388,7.079053867,1
13.30237987,17.42835166,0.536180591,5.666628129,4.018052063,2.16228017,1.180334978,2.406729154,2.211105969,36.84261077,11.68059772,4.567099648,0.36963924,7.009525523,92,24.41692712,20.16695626,68.21584805,0.972487556,0.945220365,0.270627002,0.330169158,0.157093998,0.189832456,0.994941509,17.00110452,0.790323053,2.208022173,17.13018417,32.91570007,92,41.28789442,10.9298336,47.88349668,53.47818121,41.28789442,3.998330517,4.116533923,0.189832456,3.146834327,42.72322078,0.152315633,4.484282923,0.8868184,4.020728291,6.913541559,2.67328416,2.508940593,0.419521743,8.873228167,2.000907029,1.27275233,38.65348764,1.39680202,6.420821623,264.685014,5.049364938,0.493653681,4.008123038,0.937562098,0.541202129,6.121659747,0,3.494444444,15.06556308,0.161096309,35.45051806,22.45587153,6.965395104,8.27547714,28.58295925,1.033871882,2.525173374,35.25684903,0.227941315,8.005256526,6.952515264,0.178715205,0.555523807,20.3624035,47.79502851,275.11,4.567297695,2.298611111,0.17541095,29.63010261,1.05280202,0.183794105,6.972731943,0,0.079056942,5.862565267,0.393957134,0.675009237,6.803505258,31.70610205,147.2174042,9.005497576,275.2044283,6.953028129,1
13.3031544,17.42581725,0.545139096,5.666628144,3.296632692,2.162280192,1.195097333,2.406729179,2.211105991,30.29785437,11.68059773,4.567099648,0.369640572,7.004755535,92,24.41692712,21.24587678,68.21584805,0.972521386,0.943896884,0.270627018,0.330169158,0.137950922,0.17246364,0.994941509,17.00110439,0.651342944,2.208019298,23.30185956,28.52528502,92,34.99228424,10.92983361,41.46267506,53.72732744,34.99228424,3.989865741,4.108893963,0.17246364,3.106524785,42.84715556,0.134770203,4.481954733,0.884366775,4.011184012,6.848873662,2.35978416,2.1552374,0.342364544,8.873223595,1.882494331,1.27275233,38.90263387,1.210061951,6.420821623,254.8157773,5.048866139,0.493396324,3.089691392,0.9454341,0.491819413,6.038719372,0,3.334444444,15.06556308,0.163208632,35.450518,22.45587139,6.8869129,7.562806993,24.19254421,0.943594104,2.524702159,35.25684903,0.211079471,8.002918518,6.888826283,0.150053322,0.555523807,18.66378235,47.79502851,268.1,4.53864722,2.1875,0.149440135,28.71454839,0.866061951,0.159078046,6.907909687,0,0.091287093,5.853996846,0.392906835,0.695254291,6.555356892,31.70610205,146.5932969,9.005497576,265.2024411,6.889474185,1
13.3031544,17.42581725,0.545139096,5.666628144,3.296632692,2.162280192,1.195097333,2.406729179,2.211105991,30.29785437,11.68059773,4.567099648,0.369640572,7.004755535,92,24.41692712,21.24587678,68.21584805,0.972521386,0.943896884,0.270627018,0.330169158,0.137950922,0.17246364,0.994941509,17.00110439,0.651342944,2.208019298,23.30185956,28.52528502,92,34.99228424,10.92983361,41.46267506,53.72732744,34.99228424,3.989865741,4.108893963,0.17246364,3.106524785,42.84715556,0.134770203,4.481954733,0.884366775,4.011184012,6.848873662,2.35978416,2.1552374,0.342364544,8.873223595,1.882494331,1.27275233,38.90263387,1.210061951,6.420821623,254.8157773,5.048866139,0.493396324,3.089691392,0.9454341,0.491819413,6.038719372,0,3.334444444,15.06556308,0.163208632,35.450518,22.45587139,6.8869129,7.562806993,24.19254421,0.943594104,2.524702159,35.25684903,0.211079471,8.002918518,6.888826283,0.150053322,0.555523807,18.66378235,47.79502851,268.1,4.53864722,2.1875,0.149440135,28.71454839,0.866061951,0.159078046,6.907909687,0,0.091287093,5.853996846,0.392906835,0.695254291,6.555356892,31.70610205,146.5932969,9.005497576,265.2024411,6.889474185,1
13.3031547,17.42582027,0.54523595,5.666619761,3.29888263,2.162268598,1.195097332,2.406717919,2.211095455,44.17637126,11.68059265,4.567099648,0.369638423,7.005178565,101.23,29.15379008,22.78678027,67.96670182,0.972522309,0.944793861,0.270627669,0.36001692,0.100656506,0.184970515,1.144356436,17.00110451,0.557879165,2.208080488,22.15281748,33.26214798,101.23,39.660463,10.92982759,35.58267161,60.76941597,39.660463,3.990037529,4.109016875,0.184970515,3.145675615,37.15976929,0.147615964,4.495566023,0.886205493,4.011443318,6.915908545,2.60827896,2.328371586,0.24833947,10.87734216,1.887346939,1.27275233,26.31013685,1.176388447,11.15768458,265.3122616,5.053037877,0.493884364,2.919630273,0.939688504,0.538422777,6.114570614,0,3.466666667,15.06556308,0.160909753,35.45051806,22.45587166,6.981901621,7.874569562,24.19254421,1.017361111,2.526518939,29.19048196,0.163322617,8.00296884,6.951854789,0.161670533,0.805323286,20.69181763,41.37420689,275.11,4.562050043,2.340277778,0.160324823,29.34077494,0.832388447,0.17203587,6.971901913,0,0,5.882277274,0.392822543,0.726842126,0,44.91986598,147.0689969,8.88608495,275.0227227,6.952412322,1
13.3041168,17.42477455,0.545839115,5.666626509,4.022056276,2.162275508,1.142100684,2.406722339,2.211100024,43.5116183,11.68059747,4.567099648,0.369638669,7.00407184,101.23,29.15379008,17.89613076,68.21584805,0.972506285,0.94347038,0.270625564,0.494544464,0.103447644,0.167601699,1.204969103,17.00110447,0.546002082,2.208026748,17.13018417,28.87173293,101.23,34.23559931,10.92983356,23.43656112,60.76941597,34.23559931,3.988695081,4.107737162,0.167601699,3.145729159,42.84715556,0.130070535,4.497997664,0.883753869,4.009991532,6.91486151,2.29477896,1.974668392,0.258534105,10.87831808,1.992653061,1.27275233,33.23387405,1.303267539,11.15768458,265.0346158,5.067308148,0.493437456,3.815476694,0.947560506,0.509952129,6.114898019,4.899909731,3.355555556,15.06556308,0.160918369,35.45051804,22.45587207,6.974595154,7.927074794,19.80212916,1.020833333,2.533654074,35.25684903,0.163944978,8.001922836,6.953629922,0.134507255,0.805323286,18.92746568,48.29794409,275.1,4.564164907,2.451388889,0.136375289,29.54907219,0.959267539,0.148488862,6.97068796,5.687386275,0,5.859717276,0.389185632,0.756013814,0,44.91986598,146.3672032,11.00675482,275.5113582,6.954349186,1
13.3041163,17.42477465,0.545836129,5.666629075,4.043755236,2.162279596,0.296672759,2.406729772,2.211106036,41.73809425,11.68059832,4.567099648,0.369639079,7.004072696,126.14,19.51701739,20.16695626,68.21584805,0.970589114,0.946617697,0.226020253,0.501529341,0.312742564,0.180670681,1.255051538,17.00110557,0.790323053,2.954433193,17.13018417,32.55266696,126.14,38.8439,10.32018344,52.90291494,55.18154623,38.8439,3.988698435,4.107739602,0.180670681,3.146461364,30.61501288,0.141810718,4.477713533,0.890189383,4.010001181,6.914435634,2.614629865,2.060902083,0.419521743,12.34113193,1.982902494,1.985814432,32.73095847,1.369928567,16.44411278,264.921768,5.051241253,0.494013695,3.802677536,0.944084076,0.584026203,6.119377018,0,3.334444444,14.47086934,0.161036237,35.45051832,24.44182731,6.971625473,8.710598884,28.21992614,0.96875,2.526487001,35.25684903,0.364258406,8.001924638,6.944383659,0.141897154,0.773568666,22.58678765,47.79502851,275.12,4.56751637,2.416388889,0.141914009,29.56849306,1.025928567,0.158450917,6.965255392,0,0.193649167,5.901608218,0.392558322,0.658253227,6.803505258,30.31950551,145.2836639,8.90937386,272.9756486,6.949421062,1
13.3031547,17.42582028,0.545235945,5.666619769,3.299269196,2.162268575,1.195097336,2.406717882,2.211095422,30.96260733,11.68059267,4.567099648,0.369639402,7.005179118,109.07,24.41692712,24.69460961,67.96670182,0.972427509,0.944793861,0.270627816,0.373385606,0.126816292,0.184970515,1.228095655,17.00110451,0.654391214,2.208085229,22.15281748,33.31982221,109.07,39.660463,10.92982763,60.20494121,46.91807537,39.660463,3.990038428,4.109017507,0.184970515,3.146278984,37.03583451,0.147615964,4.476620186,0.886205493,4.011445341,6.914947733,2.60827896,2.328371586,0.33216991,10.64008987,1.941269841,1.426970016,39.1517801,1.265704844,11.21535881,265.0574688,5.054082512,0.494029212,3.12474863,0.939688504,0.563114135,6.118261073,0,3.515555556,15.06556308,0.16100687,35.45051806,22.45587174,6.975196549,8.379874917,28.98708139,0.993055556,2.527729448,29.19048196,0.199224283,8.002970624,6.950307089,0.15895322,0.664103317,20.43357219,54.21585013,275.11,4.56526637,2.413055556,0.157050159,29.40972462,0.921704844,0.170017245,6.96974543,0,0.079056942,5.907063397,0.392822543,0.689623466,6.555356892,25.16134564,146.5005253,7.090525557,274.5973993,6.950912005,1
13.30411749,17.42477423,0.545841757,5.666628151,3.296588573,2.162280016,0.62503996,2.406729117,2.21110588,30.29785437,11.68059772,4.567099648,0.36964113,7.004070522,92,24.41692712,20.16695626,68.21584805,0.972548796,0.944823743,0.229773262,0.330169158,0.194734737,0.155656931,0.994941509,17.00110532,0.546002082,2.916242577,17.13018417,24.13486998,92,28.82060884,10.33811375,29.35446716,59.06135926,28.82060884,3.98869201,4.107734508,0.155656931,3.105643645,54.35286278,0.116119197,4.497421704,0.886511946,4.009986413,6.850487798,2.117640264,1.714633711,0.258534105,8.873253967,1.767346939,1.27275233,26.31013685,1.103908802,6.420821623,255.2274167,5.048827245,0.493326832,2.801016257,0.955575267,0.485260771,6.033400762,4.899909731,3.115555556,15.06556308,0.163064885,35.45051824,24.43422993,6.89803829,7.213642266,19.80212916,0.930555556,2.524413623,35.25684903,0.209588524,8.00192256,6.886559207,0.120087778,0.555523807,18.92630415,41.37420689,268.1,4.535454374,2.256944444,0.122261123,28.60515859,0.759908802,0.133770026,6.904685353,30.2826063,0,5.848243504,0.389992672,0.732576273,0,43.21180926,145.4056195,11.00675482,264.6018881,6.889668442,1
13.30411679,17.42477454,0.545838833,5.666627998,3.296638871,2.162280049,1.195097326,2.406729043,2.211105857,36.40182075,11.68059758,4.567099648,0.369639952,7.00407122,112.23,29.52345452,20.85839518,68.21584805,0.972520899,0.94347038,0.270626789,0.330169158,0.12235382,0.167601699,0.994941509,17.00110447,0.618522373,2.208027451,17.13018417,29.24139737,112.23,28.82060884,10.92983348,35.45843355,58.76614583,28.82060884,3.988694834,4.107736975,0.167601699,3.146046672,42.84715556,0.130070535,4.501291579,0.883753869,4.009990958,6.914988859,2.29477896,1.974668392,0.239805366,10.63545294,1.845714286,1.345646558,45.25574649,1.210061951,6.420821623,265.0683699,5.048967074,0.493393868,3.089691392,0.947560506,0.546485261,6.116839891,0,3.306666667,15.06556308,0.160969471,35.45051804,22.45587212,6.975483418,7.621890557,24.90865655,1.008680556,2.524483537,35.25684903,0.202265579,8.001923121,6.954553616,0.134507255,0.63797787,18.68811395,54.21585013,275.1,4.561832365,2.368055556,0.136375289,29.42165517,0.866061951,0.148488862,6.971184974,5.687386275,0,5.853996846,0.42306644,0.772440575,0,31.70610205,146.4427204,11.00675482,275.7659639,6.955175635,1
