ABC,ABCGG,SpAbs_A,SpAD_A,LogEE_A,target
34.94954856,25.71587336,57.14911244,57.14911244,4.726029121,1
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
38.21852691,30.48128644,62.77022173,62.77022173,4.8121016,1
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
38.09690619,29.25468682,62.75425585,62.75425585,4.814238316,1
31.94577398,25.39752032,54.48848118,54.48848118,4.643613562,1
30.91644858,25.42511181,50.34701308,50.34701308,4.605380653,1
30.98539826,25.49400202,50.45816236,50.45816236,4.60764305,1
39.52246646,32.13691076,62.95563246,62.95563246,4.842563931,1
31.45445477,23.00543469,51.64817571,51.64817571,4.62189982,0
38.19001734,29.82012489,63.01221039,63.01221039,4.810199811,1
36.40420224,26.34816155,59.63761348,59.63761348,4.765548082,1
36.73536367,28.96678979,60.99634943,60.99634943,4.772433795,1
15.6418779,13.1976832,25.68279663,25.68279663,3.940009342,1
15.60143778,13.23214361,25.9266046,25.9266046,3.940197428,1
33.5260961,26.69343418,56.24858319,56.24858319,4.690761784,1
38.7068541,30.90650912,63.99950898,63.99950898,4.835388776,1
38.5169433,30.64309254,62.84845403,62.84845403,4.820413935,1
34.23320288,27.01711707,57.72432266,57.72432266,4.711471733,1
40.16150777,31.55160436,66.56228469,66.56228469,4.860920349,1
33.57577512,24.55490947,55.04390276,55.04390276,4.689046252,0
30.1091909,23.31499057,48.99362249,48.99362249,4.586281144,0
31.27611529,22.58644196,52.55815321,52.55815321,4.617588429,0
30.74734799,22.62779248,50.19283129,50.19283129,4.599224486,0
29.9998011,22.34615489,49.16247754,49.16247754,4.576131806,0
29.7005005,22.80279569,46.95090687,46.95090687,4.564794799,0
33.3454242,25.06756878,53.00787283,53.00787283,4.678914942,0
34.2828819,25.46598331,56.2164398,56.2164398,4.710530512,1
32.86866834,24.76560571,53.69113957,53.69113957,4.668632372,1
27.02453608,21.76338148,43.48051634,43.48051634,4.475442729,1
32.29946092,23.72029591,52.35341764,52.35341764,4.648357899,0
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,0
39.97046121,29.15289692,66.37938518,66.37938518,4.867884023,1
29.61162482,24.5706452,47.68247904,47.68247904,4.55862157,1
17.068022,13.67274059,27.63871684,27.63871684,4.025731703,1
51.15975394,38.9136533,42.2780712,42.2780712,4.321616793,1
34.93761802,24.30904699,56.24649202,56.24649202,4.734611824,1
40.93173038,33.05051191,67.6410911,67.6410911,4.885055715,1
31.45445477,23.61052203,51.05096872,51.05096872,4.63746592,0
38.81041003,32.75733618,64.15079079,64.15079079,4.838154541,1
39.28215819,28.45250758,64.89812883,64.89812883,4.843309018,0
39.97159697,31.49682344,64.45664682,64.45664682,4.851676687,1
31.45445477,23.67063624,51.62272266,51.62272266,4.629521851,0
30.81629768,22.82339317,49.90975268,49.90975268,4.601474025,0
36.02701344,26.80307272,58.73904505,58.73904505,4.74956854,1
38.5169433,30.65050938,62.84944661,62.84944661,4.820413935,1
49.46204228,33.60254737,82.5034571,82.5034571,5.069347237,1
25.39154292,20.6508756,41.69294457,41.69294457,4.41969349,1
26.3685608,21.45971147,41.67206561,41.67206561,4.442947063,1
31.54267513,26.13921955,51.14913924,51.14913924,4.623535789,1
16.19915477,13.29558607,26.92723765,26.92723765,3.994834457,1
31.33174508,24.37721805,48.68247046,48.68247046,4.61560143,0
39.49484111,30.80684698,65.76123957,65.76123957,4.846745414,1
37.01151735,26.82640522,60.1097622,60.1097622,4.782880967,0
32.35917171,26.6021634,52.02547053,52.02547053,4.64774829,1
49.74977157,35.20514846,81.1408708,81.1408708,5.069941874,1
40.16150777,31.55160436,66.56228469,66.56228469,4.860920349,1
62.12303463,46.5838942,42.2780712,42.2780712,4.321616793,1
34.94030967,27.32779121,58.82490735,58.82490735,4.731761467,1
33.57577512,25.1263719,54.73275882,54.73275882,4.689800858,1
25.35146204,18.64531277,40.26401343,40.26401343,4.399939092,1
21.81294039,21.02461963,42.2780712,42.2780712,4.321616793,1
21.48900218,16.84442226,35.64007348,35.64007348,4.249738391,1
38.32208285,31.80023925,62.44134109,62.44134109,4.819768905,1
24.95434724,20.82250351,39.67435508,39.67435508,4.387840491,0
31.11296548,24.09722859,49.53918263,49.53918263,4.613587967,0
16.40135534,13.43135508,27.8890286,27.8890286,3.989226513,1
15.80363836,12.89055578,26.24677669,26.24677669,3.945920183,0
28.62602765,21.78518935,46.74341305,46.74341305,4.533922258,0
25.82910212,21.09363775,41.98465544,41.98465544,4.426340361,1
35.11130902,25.69956758,58.68317714,58.68317714,4.725048769,1
16.40135534,13.54776072,27.76104473,27.76104473,3.989234949,0
31.52340446,24.27839658,50.89883353,50.89883353,4.631706333,0
27.98961913,22.53070964,44.05202878,44.05202878,4.505783347,1
39.12824728,33.0401789,63.21614225,63.21614225,4.841526672,1
36.76387324,30.10274658,60.13045482,60.13045482,4.774424887,1
26.79418517,21.8772409,42.54586891,42.54586891,4.458183815,1
28.06751162,24.95788424,42.2780712,42.2780712,4.321616793,1
37.55186025,30.58557903,61.5212483,61.5212483,4.793983698,1
28.28628693,22.02422619,44.44188903,44.44188903,4.51615847,0
37.03042879,27.40591128,60.56128154,60.56128154,4.786820335,1
40.19001734,32.4288043,66.31470869,66.31470869,4.8726773,1
17.7061791,13.56346691,30.6391847,30.6391847,4.066620534,1
23.86793956,17.86293098,40.21350496,40.21350496,4.370356119,1
37.51142013,30.59771969,61.44315346,61.44315346,4.794070853,1
32.23051124,24.46145916,52.56578657,52.56578657,4.653653708,0
38.5169433,30.64309254,62.84845403,62.84845403,4.820413935,1
40.91515135,29.52085454,66.55091343,66.55091343,4.880155891,0
40.22957324,31.92309692,64.41687942,64.41687942,4.859748073,1
40.00442984,30.38454169,63.46640284,63.46640284,4.853643996,1
13.0725203,11.86709539,20.72038647,20.72038647,3.765006008,1
32.46122138,24.89011045,53.46992653,53.46992653,4.648096454,1
112.5825543,85.82579705,185.4887881,185.4887881,5.891333266,1
28.84480725,22.06409586,46.44543417,46.44543417,4.536100097,0
38.5169433,30.65050938,62.84944661,62.84944661,4.820413935,1
33.57577512,25.1263719,54.73275882,54.73275882,4.689800858,1
31.45445477,23.67063624,51.62272266,51.62272266,4.629521851,0
37.4634897,29.83967552,61.92471732,61.92471732,4.793390628,1
28.80735916,21.37357476,48.08330637,48.08330637,4.538411345,0
34.54974212,29.54832807,56.45830743,56.45830743,4.731569345,0
38.4075535,31.4383928,63.06363142,63.06363142,4.821153469,1
34.5016615,25.20873809,55.72816238,55.72816238,4.711620376,0
37.6600066,27.86903548,61.10795679,61.10795679,4.793628542,1
32.86866834,24.98109859,54.13295201,54.13295201,4.675133852,0
41.74822696,33.48221908,68.43298997,68.43298997,4.903723479,1
23.55795186,18.77752927,38.92430839,38.92430839,4.338359712,0
34.93761802,24.30904699,56.24649202,56.24649202,4.734611824,1
43.64503025,35.08587516,70.49221008,70.49221008,4.940210935,1
32.38034115,24.32445278,52.30697667,52.30697667,4.653464037,0
30.74734799,23.33121628,50.13895292,50.13895292,4.607023203,0
38.55624765,29.41399874,63.35386876,63.35386876,4.833501927,1
24.90321574,20.40115274,41.30102595,41.30102595,4.396200478,1
38.32667327,28.64746978,61.76054183,61.76054183,4.809901603,0
32.12112144,22.94389822,52.56769018,52.56769018,4.646310267,0
34.2828819,24.92754118,56.58440082,56.58440082,4.709791421,0
39.49484111,30.80684698,65.76123957,65.76123957,4.846745414,1
32.14999024,24.6673891,49.45422162,49.45422162,4.63761544,0
35.31990666,26.50953811,57.25745192,57.25745192,4.729642573,1
37.87564398,30.28386211,61.11705067,61.11705067,4.803871191,0
37.61497607,31.47948544,60.88455839,60.88455839,4.801206366,0
27.22090279,22.16152495,43.0368917,43.0368917,4.480520424,1
43.12904015,32.05295871,68.69599138,68.69599138,4.966612288,1
17.32724172,13.12974834,29.06694562,29.06694562,4.030197993,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,1
24.82094616,20.502025,39.44753822,39.44753822,4.384197698,0
23.48936141,20.18171895,37.29033232,37.29033232,4.335581548,0
22.94117325,19.58208585,35.5539571,35.5539571,4.30500895,0
27.39299541,22.62406051,45.21444721,45.21444721,4.489509814,0
25.86391741,22.25503864,38.77953433,38.77953433,4.427013963,1
17.01565135,13.99194157,27.72253551,27.72253551,4.039716302,1
20.10329818,17.22527176,33.38318462,33.38318462,4.194420637,0
17.01565135,13.99194157,27.72253551,27.72253551,4.039716302,1
15.6418779,13.1976832,25.68279663,25.68279663,3.940009342,1
16.61430108,14.22916951,26.47028159,26.47028159,3.991679714,0
15.60143778,13.22121432,26.23289664,26.23289664,3.940197427,1
26.24847962,19.63821825,43.84449612,43.84449612,4.440719954,1
21.9157198,17.28416441,35.3071659,35.3071659,4.268803973,1
28.48652989,22.28021366,45.57580173,45.57580173,4.522533191,1
17.90378926,13.60133046,28.30617177,28.30617177,4.059718921,1
16.91819209,14.24552152,27.92846496,27.92846496,4.038859703,1
16.91819209,14.24552152,27.92846496,27.92846496,4.038859703,1
16.16925584,13.97194338,25.33789945,25.33789945,3.960195234,0
22.15566884,16.66370493,36.37773381,36.37773381,4.272324417,1
25.35146204,18.64531277,40.26401343,40.26401343,4.399939092,1
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
15.38426086,14.41653927,24.65908789,24.65908789,3.922223204,1
14.894331,13.33635888,24.63133928,24.63133928,3.898835783,0
27.0516563,22.36802606,42.74380445,42.74380445,4.468507301,1
28.01673935,23.18133813,43.31809421,43.31809421,4.499055913,1
34.40746137,27.80291493,53.28312556,53.28312556,4.705896718,1
17.10846212,13.90864661,28.8479988,28.8479988,4.03057255,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
17.03951243,12.79391305,27.46997991,27.46997991,4.015563953,1
28.27380952,22.52233746,43.01026271,43.01026271,4.542645086,0
38.32667327,28.64746978,61.76054183,61.76054183,4.809901603,1
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
16.93637379,15.81476776,27.05925367,27.05925367,4.015136458,1
32.54819829,24.44723629,52.27141504,52.27141504,4.656926534,1
15.53284733,13.56685329,23.72793534,23.72793534,3.915466653,0
15.53284733,13.56685329,23.72793534,23.72793534,3.915466653,0
36.5974643,28.40468256,61.70031939,61.70031939,4.767925035,1
37.72394857,28.25245976,64.46410173,64.46410173,4.797886525,1
37.01684179,28.38857293,62.95282476,62.95282476,4.779595683,1
37.5413779,29.22001166,62.29742478,62.29742478,4.790745608,1
37.72394857,28.25245976,64.46410173,64.46410173,4.797886525,1
37.34501119,28.81407523,62.60779625,62.60779625,4.787029726,1
38.54044515,28.71994286,65.22382675,65.22382675,4.818237385,1
35.11430105,27.12402814,59.27117818,59.27117818,4.72643606,1
39.95465872,29.84261516,67.83868076,67.83868076,4.854414031,1
37.12623159,28.5316535,63.44958715,63.44958715,4.785333731,1
32.53316309,26.41842404,53.98691997,53.98691997,4.651719985,1
36.5974643,28.40468256,61.70031939,61.70031939,4.767925035,1
39.95465872,29.84261516,67.83868076,67.83868076,4.854414031,1
39.95465872,29.84261516,67.83868076,67.83868076,4.854414031,1
35.83834609,28.74236403,57.23944086,57.23944086,4.74266465,1
37.48291056,29.49598006,61.99767526,61.99767526,4.791453281,1
38.19001734,29.3230214,63.49776312,63.49776312,4.809530866,1
37.48291056,29.49598006,61.99767526,61.99767526,4.791453281,1
38.25896703,30.22402413,63.02631413,63.02631413,4.812040568,1
37.48291056,29.49598006,61.99767526,61.99767526,4.791453281,1
37.48291056,29.49598006,61.99767526,61.99767526,4.791453281,1
34.87326304,27.955202,56.67984213,56.67984213,4.718800439,1
36.54545287,29.10061651,58.88173997,58.88173997,4.762333479,1
37.93079763,29.75689425,63.18452632,63.18452632,4.80479759,1
42.84010498,32.26938624,71.58365551,71.58365551,4.925330284,1
22.02241796,18.53850376,36.26858256,36.26858256,4.282393708,1
22.02241796,18.53850376,36.26858256,36.26858256,4.282393708,0
16.93637379,15.81476776,27.05925367,27.05925367,4.015136458,1
19.12039266,15.50556493,32.22605621,32.22605621,4.126764044,1
24.3174293,18.16906967,40.43537524,40.43537524,4.362170606,1
19.07995255,15.03442556,32.62883895,32.62883895,4.12560891,1
22.83426605,17.00249311,38.00611747,38.00611747,4.299254392,1
21.31066269,16.05138322,35.92306141,35.92306141,4.232013816,1
23.03063277,17.0947492,37.69469516,37.69469516,4.305302733,1
24.3174293,18.16906967,40.43537524,40.43537524,4.362170606,1
23.03063277,17.0947492,37.69469516,37.69469516,4.305302733,1
24.3174293,17.77880302,40.49243797,40.49243797,4.362167824,1
22.82233551,18.00802114,38.23306089,38.23306089,4.303763716,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,1
26.74450616,20.03751228,43.46126709,43.46126709,4.453483994,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,1
21.33917226,16.80626411,35.78765196,35.78765196,4.236940863,1
26.56616667,19.54127827,44.29197003,44.29197003,4.450995691,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,1
25.96844969,19.09925746,42.58711522,42.58711522,4.423921906,1
24.24847962,18.46978274,40.5848959,40.5848959,4.359318196,1
20.82233551,16.09955593,34.68565812,34.68565812,4.20989237,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,1
25.96844969,18.95937756,42.62416437,42.62416437,4.423919176,1
23.12199534,18.49661908,37.71322524,37.71322524,4.312487736,1
21.59839198,17.01918887,36.07229407,36.07229407,4.246382492,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,1
16.29196554,12.96535432,27.90500081,27.90500081,3.974923958,1
19.78705933,14.90982105,33.90286316,33.90286316,4.160446457,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,1
21.59839198,17.01918887,36.07229407,36.07229407,4.246382492,1
15.69424856,12.49033642,26.20016465,26.20016465,3.930975163,1
20.71294571,16.34180585,35.3063236,35.3063236,4.210041862,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,1
21.82785867,16.94105751,35.06331137,35.06331137,4.249150963,1
20.11522873,15.87944668,33.60146888,33.60146888,4.175462633,1
22.10598983,17.79355465,36.62902131,36.62902131,4.272561382,1
19.43822991,15.62550557,31.90977369,31.90977369,4.143352679,1
20.00583893,15.91963744,33.66804766,33.66804766,4.175631747,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,1
20.8912852,16.6347012,34.51028467,34.51028467,4.213203596,1
20.11522873,15.87944668,33.60146888,33.60146888,4.175462633,1
19.22978246,15.16982868,32.83599159,32.83599159,4.13640215,1
20.11522873,15.8138568,33.62687243,33.62687243,4.17546992,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,1
18.63206548,14.533333,31.19312727,31.19312727,4.099130676,1
18.63206548,14.533333,31.19312727,31.19312727,4.099130676,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,1
19.22978246,15.13317191,32.86090178,32.86090178,4.136405889,1
19.22978246,15.13317191,32.86090178,32.86090178,4.136405889,1
20.11522873,15.74437697,33.63851592,33.63851592,4.175459132,1
20.30250673,16.38115113,32.69152676,32.69152676,4.182308445,1
19.40812195,15.55240981,32.00926433,32.00926433,4.139812547,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,1
19.22978246,15.16982868,32.83599159,32.83599159,4.13640215,1
18.63206548,14.66639783,31.156046,31.156046,4.099134454,1
17.8155689,14.03076234,30.43768994,30.43768994,4.056901474,1
23.13232321,17.46710484,39.76909396,39.76909396,4.321269649,1
24.61548645,18.5074432,42.20119751,42.20119751,4.382857206,1
22.46565654,16.9756791,38.25319772,38.25319772,4.287318991,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,1
22.75338582,17.801643,38.1210918,38.1210918,4.300694382,1
22.46565654,16.9756791,38.25319772,38.25319772,4.287318991,1
21.27022258,16.62665571,35.64124252,35.64124252,4.233659073,1
22.53460623,17.10296783,38.09341864,38.09341864,4.290387272,1
21.71810964,16.61375528,37.33795212,37.33795212,4.255638679,1
22.53460623,17.23970295,38.05630438,38.05630438,4.290390393,1
17.62529887,14.08054937,29.67198684,29.67198684,4.049314306,1
21.36928022,17.20380148,35.38171298,35.38171298,4.240105884,1
21.33917226,17.08595035,35.51865966,35.51865966,4.236885983,1
22.23355705,17.95698586,36.163469,36.163469,4.275532003,1
20.5631158,16.24503335,34.62824508,34.62824508,4.200048297,1
24.3174293,17.78792961,40.46879874,40.46879874,4.362167661,1
25.56988241,19.7296435,42.68185082,42.68185082,4.425622027,1
29.81252309,21.99948592,49.46821755,49.46821755,4.57380293,1
31.58311524,25.8322096,51.13958778,51.13958778,4.623427124,1
18.83891454,16.30646317,30.69000713,30.69000713,4.120660107,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,1
29.91158502,24.52249961,48.49131979,48.49131979,4.572576159,1
29.91158502,24.33163853,48.50991788,48.50991788,4.572571357,1
21.88612126,19.67497686,35.59155131,35.59155131,4.271256677,1
32.54974212,25.52891145,53.10017817,53.10017817,4.657659702,1
29.13552856,22.956643,47.72345916,47.72345916,4.546367116,1
30.33096252,23.57357667,49.9330302,49.9330302,4.586771182,1
27.68087488,22.55513785,45.20269117,45.20269117,4.496925901,1
13.62070846,12.4805131,22.30016113,22.30016113,3.816920105,1
13.60143778,12.4598635,22.60459186,22.60459186,3.811473856,0
21.97732936,15.33265637,36.84703927,36.84703927,4.264998389,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,1
16.08103549,13.97919809,25.77017603,25.77017603,3.960195651,1
16.94531231,14.72400206,26.55029454,26.55029454,4.006801691,1
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
21.57897111,15.80862168,35.40304472,35.40304472,4.25448062,1
14.94670166,13.87134496,25.80621028,25.80621028,3.916837362,1
16.47030502,15.157285,28.2236333,28.2236333,4.00757567,1
17.35575129,15.90305341,28.99085338,28.99085338,4.051889382,1
18.2996649,16.7248759,29.59050494,29.59050494,4.098038575,1
19.06838123,17.13055938,30.43713477,30.43713477,4.134874323,1
17.84407847,15.90103166,30.18644066,30.18644066,4.101048319,1
15.87258804,14.60814959,26.53101424,26.53101424,3.965073524,1
26.87470617,20.35606308,45.42741385,45.42741385,4.470027315,1
29.21480611,21.6654429,48.67941103,48.67941103,4.547552948,1
27.76015243,21.00456397,46.1901373,46.1901373,4.498163985,1
27.76015243,21.00456397,46.1901373,46.1901373,4.498163985,1
27.58181295,20.72648639,46.40848115,46.40848115,4.495789592,1
28.35786942,21.46574449,47.85941576,47.85941576,4.523324684,1
28.50769933,21.34467042,47.09580432,47.09580432,4.523111185,1
26.87401757,21.11212581,42.01444807,42.01444807,4.471311631,0
20.83891454,16.93599234,34.25063711,34.25063711,4.220285643,1
21.43663152,17.50905892,35.52341628,35.52341628,4.2533771,1
22.1437383,17.98798041,36.8122045,36.8122045,4.285273119,1
22.32207778,18.26285413,36.26046457,36.26046457,4.288206186,1
23.06962468,18.68996771,37.53470222,37.53470222,4.318890103,1
22.76996485,19.24261104,37.95234096,37.95234096,4.319451241,1
23.51751175,19.53415765,39.26430217,39.26430217,4.349186692,1
23.69585123,19.81024295,38.71726684,38.71726684,4.351938411,1
24.44339813,20.24254047,39.98648004,39.98648004,4.380754815,1
26.30549876,20.98726065,43.92407379,43.92407379,4.454233144,1
15.71082758,14.09963385,25.22568135,25.22568135,3.948134444,1
25.94479764,21.31035687,40.12219975,40.12219975,4.423943098,1
22.2860779,18.29186506,37.38695178,37.38695178,4.290557754,1
24.05697043,19.71779763,38.92253389,38.92253389,4.35661273,1
19.9223259,16.46625141,31.05064845,31.05064845,4.163643434,0
23.48151186,18.01823705,39.16971058,39.16971058,4.331170324,0
18.69068301,14.86048188,30.56654393,30.56654393,4.104454948,0
39.99974731,26.95285634,66.33581601,66.33581601,4.862319954,0
42.12106766,27.63295559,70.12199641,70.12199641,4.913850022,0
44.242388,28.29161076,73.97456125,73.97456125,4.962854362,0
28.20625347,23.63229928,43.08132397,43.08132397,4.545814607,0
17.9293068,15.85857383,29.22873903,29.22873903,4.075966068,1
18.63641358,16.27981036,30.40986069,30.40986069,4.113933882,1
17.9293068,15.85857383,29.22873903,29.22873903,4.075966068,1
33.67658563,26.98185969,53.42563203,53.42563203,4.680536947,1
16.58404293,14.93575242,26.09264722,26.09264722,3.999657255,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
14.894331,13.33635888,24.63133928,24.63133928,3.898835783,0
25.92800958,18.88387726,42.59984378,42.59984378,4.4240509,1
16.91819209,14.24552152,27.92846496,27.92846496,4.038859703,0
17.9249587,14.35454676,30.65785342,30.65785342,4.073880404,0
17.32724172,13.87945837,29.04783219,29.04783219,4.03415174,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,1
13.23877905,12.15305915,20.58407584,20.58407584,3.770172407,0
14.75679086,12.66122462,22.77563798,22.77563798,3.864200189,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
18.76996485,15.53725898,31.06396719,31.06396719,4.115592848,0
19.54602132,16.15932423,32.28194188,32.28194188,4.155619933,0
19.30308025,17.20081128,31.38038014,31.38038014,4.15424834,0
19.30308025,17.20081128,31.38038014,31.38038014,4.15424834,0
18.63641358,16.35845843,30.29404451,30.29404451,4.117629355,0
18.63641358,16.35845843,30.29404451,30.29404451,4.117629355,0
25.28251235,19.30136682,41.09642154,41.09642154,4.405641637,1
27.21181409,21.04478491,44.13972947,44.13972947,4.483724606,0
17.36768183,13.33128893,29.10364189,29.10364189,4.030006952,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,1
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
26.85812714,18.51120309,45.53342044,45.53342044,4.460913697,1
28.97944748,19.57711007,49.09333251,49.09333251,4.539334557,1
27.56523392,18.79828669,46.63597478,46.63597478,4.486906266,1
25.44391358,17.76265629,43.70095039,43.70095039,4.413544327,1
26.15102036,18.13807607,44.75148687,44.75148687,4.440780756,1
24.7368068,17.55588989,42.21695594,42.21695594,4.385545256,1
25.44391358,17.84977034,43.31979028,43.31979028,4.413544328,1
24.02970002,17.17421207,41.16637431,41.16637431,4.356739598,1
24.7368068,17.4712707,42.26968472,42.26968472,4.385545255,1
28.2723407,19.08002128,48.06791839,48.06791839,4.512240302,1
25.44391358,17.91481952,43.69305358,43.69305358,4.413544328,1
26.15102036,18.20558126,44.79632394,44.79632394,4.440780756,1
26.85812714,18.49086536,46.22762133,46.22762133,4.467294989,1
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
15.71082758,14.05740615,25.39762816,25.39762816,3.948130109,1
22.16227495,18.82248659,33.17554918,33.17554918,4.267656689,1
29.65236531,23.58662049,48.64384546,48.64384546,4.567150633,1
31.21640879,25.50927895,50.64212904,50.64212904,4.619598603,1
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,0
14.19915477,12.54721827,23.23275519,23.23275519,3.846212486,0
14.71635075,12.84688851,22.97094281,22.97094281,3.8644932,0
14.71635075,12.84688851,22.97094281,22.97094281,3.8644932,1
17.49365066,15.53734644,27.632227,27.632227,4.042242186,0
14.98714178,12.12798605,25.30967716,25.30967716,3.896537668,0
22.75338582,17.03199421,37.92699314,37.92699314,4.303760973,1
27.69588528,20.57428737,43.44682415,43.44682415,4.488359882,1
25.35146204,18.64531277,40.26401343,40.26401343,4.399939092,1
26.06590895,19.45282971,41.71914162,41.71914162,4.430447799,1
38.32667327,28.64746978,61.76054183,61.76054183,4.809901603,1
14.80880229,12.08197177,25.24019172,25.24019172,3.90871683,1
15.47546896,12.34332467,26.24402374,26.24402374,3.96926683,1
16.18257574,13.08606888,26.38318553,26.38318553,3.993736593,1
16.25152542,13.61532635,27.2269101,27.2269101,4.017361149,1
32.16156155,23.30436954,52.66964895,52.66964895,4.644069867,0
29.9998011,23.31046573,49.22319464,49.22319464,4.584104557,0
27.0334746,20.62471898,45.04971843,45.04971843,4.478772782,0
25.68821072,19.955474,42.43232765,42.43232765,4.428322514,0
26.3953175,20.38223492,43.37423146,43.37423146,4.455167287,0
27.10242429,20.76817034,44.9362083,44.9362083,4.481307744,0
26.3953175,20.38223492,43.37423146,43.37423146,4.455167287,0
30.63795819,22.35430904,50.88267492,50.88267492,4.597074092,0
26.5047073,20.62025907,43.19782847,43.19782847,4.457645547,0
31.45445477,23.00543469,51.64817571,51.64817571,4.62189982,0
29.33313443,22.06329079,47.65525001,47.65525001,4.566636354,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,0
26.5047073,20.62025907,43.19782847,43.19782847,4.457645547,0
27.21181409,21.04478491,44.13972947,44.13972947,4.483724606,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,1
29.33313443,22.06329079,47.65525001,47.65525001,4.566636354,0
27.91892087,21.42847717,45.70170907,45.70170907,4.509138391,0
13.38265818,11.82137398,22.44332736,22.44332736,3.791481988,0
23.98239592,20.78693325,35.33018256,35.33018256,4.347252557,1
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
11.45160787,10.33120554,18.93428268,18.93428268,3.635415325,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
12.22766434,11.11491379,20.14722688,20.14722688,3.699344626,0
41.79077488,32.11157139,42.2780712,42.2780712,4.321616793,1
17.87727057,15.5417265,27.15675997,27.15675997,4.05521939,1
29.66305241,23.57607478,47.55333108,47.55333108,4.557545704,1
39.48166712,29.54155213,64.4598545,64.4598545,4.841140967,1
35.31990666,26.66521741,57.20113063,57.20113063,4.72964464,1
39.48166712,29.54155213,64.4598545,64.4598545,4.841140967,1
23.88312924,20.6489052,38.42563426,38.42563426,4.356039488,0
22.98874445,19.72385645,37.74631037,37.74631037,4.320430211,0
13.60143778,12.37651978,22.37333918,22.37333918,3.811467289,1
13.09368974,11.93255993,21.07452998,21.07452998,3.764689363,0
33.95646536,25.87712878,55.98105078,55.98105078,4.693562868,0
32.5422518,25.21898327,52.87137608,52.87137608,4.650936663,0
30.66733641,25.38953477,46.74481944,46.74481944,4.584262439,0
