BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,BCUTm-1l,SMR_VSA3,BCUTc-1l,BCUTdv-1h,TopoPSA(NO),PEOE_VSA1,MDEC-33,SMR_VSA7,BCUTd-1l,SM1_Dzm,BCUTdv-1l,Xc-5dv,Xch-6dv,SM1_Dzpe,Xc-5d,BCUTZ-1h,Xch-7d,BCUTp-1h,PEOE_VSA10,SMR_VSA1,TopoPSA(NO),EState_VSA1,BCUTi-1l,EState_VSA2,SlogP_VSA2,EState_VSA1,BCUTpe-1h,BCUTare-1h,SM1_Dzpe,VE3_Dt,target
13.30411656,17.42477478,0.545838548,5.666628813,3.296839677,2.162281039,1.195097339,2.406730007,2.211106797,35.98524064,11.68059811,9.576012172,0.369640406,7.004072403,112.31,19.51701739,21.24587678,68.21584805,0.972431023,0.943983164,0.270625923,0.380694437,0.153216512,0.175393534,1.194299741,17.00110448,0.772980093,2.208021656,17.13018417,28.92940716,112.31,28.82060884,10.9298338,40.82509838,58.97465987,28.82060884,3.988696296,4.107738153,0.175393534,3.146542522,1
13.30411629,17.42477512,0.545837262,5.666627899,3.29674658,2.162279998,1.195097328,2.406729003,2.211105814,30.29785437,11.68059743,9.467009379,0.369636659,7.004072843,112.31,29.31683685,20.52760882,68.21584805,0.97152838,0.943983164,0.270625501,0.375812704,0.107804097,0.175393534,1.161608176,17.00110467,0.583301562,2.208037045,17.13018417,28.92940716,112.31,28.82060884,10.92983331,40.82509838,71.45225432,28.82060884,3.988698328,4.107739884,0.175393534,3.22345214,1
13.30237987,17.42835166,0.536180591,5.666628129,4.018052063,2.16228017,1.180334978,2.406729154,2.211105969,36.84261077,11.68059772,4.567099648,0.36963924,7.009525523,92,24.41692712,20.16695626,68.21584805,0.972487556,0.945220365,0.270627002,0.330169158,0.157093998,0.189832456,0.994941509,17.00110452,0.790323053,2.208022173,17.13018417,32.91570007,92,41.28789442,10.9298336,47.88349668,53.47818121,41.28789442,3.998330517,4.116533923,0.189832456,3.146834327,1
13.3031544,17.42581725,0.545139096,5.666628144,3.296632692,2.162280192,1.195097333,2.406729179,2.211105991,30.29785437,11.68059773,4.567099648,0.369640572,7.004755535,92,24.41692712,21.24587678,68.21584805,0.972521386,0.943896884,0.270627018,0.330169158,0.137950922,0.17246364,0.994941509,17.00110439,0.651342944,2.208019298,23.30185956,28.52528502,92,34.99228424,10.92983361,41.46267506,53.72732744,34.99228424,3.989865741,4.108893963,0.17246364,3.106524785,1
13.3031544,17.42581725,0.545139096,5.666628144,3.296632692,2.162280192,1.195097333,2.406729179,2.211105991,30.29785437,11.68059773,4.567099648,0.369640572,7.004755535,92,24.41692712,21.24587678,68.21584805,0.972521386,0.943896884,0.270627018,0.330169158,0.137950922,0.17246364,0.994941509,17.00110439,0.651342944,2.208019298,23.30185956,28.52528502,92,34.99228424,10.92983361,41.46267506,53.72732744,34.99228424,3.989865741,4.108893963,0.17246364,3.106524785,1
13.3031547,17.42582027,0.54523595,5.666619761,3.29888263,2.162268598,1.195097332,2.406717919,2.211095455,44.17637126,11.68059265,4.567099648,0.369638423,7.005178565,101.23,29.15379008,22.78678027,67.96670182,0.972522309,0.944793861,0.270627669,0.36001692,0.100656506,0.184970515,1.144356436,17.00110451,0.557879165,2.208080488,22.15281748,33.26214798,101.23,39.660463,10.92982759,35.58267161,60.76941597,39.660463,3.990037529,4.109016875,0.184970515,3.145675615,1
13.3041168,17.42477455,0.545839115,5.666626509,4.022056276,2.162275508,1.142100684,2.406722339,2.211100024,43.5116183,11.68059747,4.567099648,0.369638669,7.00407184,101.23,29.15379008,17.89613076,68.21584805,0.972506285,0.94347038,0.270625564,0.494544464,0.103447644,0.167601699,1.204969103,17.00110447,0.546002082,2.208026748,17.13018417,28.87173293,101.23,34.23559931,10.92983356,23.43656112,60.76941597,34.23559931,3.988695081,4.107737162,0.167601699,3.145729159,1
13.3041163,17.42477465,0.545836129,5.666629075,4.043755236,2.162279596,0.296672759,2.406729772,2.211106036,41.73809425,11.68059832,4.567099648,0.369639079,7.004072696,126.14,19.51701739,20.16695626,68.21584805,0.970589114,0.946617697,0.226020253,0.501529341,0.312742564,0.180670681,1.255051538,17.00110557,0.790323053,2.954433193,17.13018417,32.55266696,126.14,38.8439,10.32018344,52.90291494,55.18154623,38.8439,3.988698435,4.107739602,0.180670681,3.146461364,1
13.3031547,17.42582028,0.545235945,5.666619769,3.299269196,2.162268575,1.195097336,2.406717882,2.211095422,30.96260733,11.68059267,4.567099648,0.369639402,7.005179118,109.07,24.41692712,24.69460961,67.96670182,0.972427509,0.944793861,0.270627816,0.373385606,0.126816292,0.184970515,1.228095655,17.00110451,0.654391214,2.208085229,22.15281748,33.31982221,109.07,39.660463,10.92982763,60.20494121,46.91807537,39.660463,3.990038428,4.109017507,0.184970515,3.146278984,1
13.30411749,17.42477423,0.545841757,5.666628151,3.296588573,2.162280016,0.62503996,2.406729117,2.21110588,30.29785437,11.68059772,4.567099648,0.36964113,7.004070522,92,24.41692712,20.16695626,68.21584805,0.972548796,0.944823743,0.229773262,0.330169158,0.194734737,0.155656931,0.994941509,17.00110532,0.546002082,2.916242577,17.13018417,24.13486998,92,28.82060884,10.33811375,29.35446716,59.06135926,28.82060884,3.98869201,4.107734508,0.155656931,3.105643645,1
13.30411679,17.42477454,0.545838833,5.666627998,3.296638871,2.162280049,1.195097326,2.406729043,2.211105857,36.40182075,11.68059758,4.567099648,0.369639952,7.00407122,112.23,29.52345452,20.85839518,68.21584805,0.972520899,0.94347038,0.270626789,0.330169158,0.12235382,0.167601699,0.994941509,17.00110447,0.618522373,2.208027451,17.13018417,29.24139737,112.23,28.82060884,10.92983348,35.45843355,58.76614583,28.82060884,3.988694834,4.107736975,0.167601699,3.146046672,1
13.30411746,17.42477428,0.545841802,5.66648851,3.296622014,2.162186193,1.195097347,2.406656852,2.211029647,35.99178236,11.68039135,9.551078169,0.369642804,7.004071052,101.65,19.51701739,22.34250439,92.61179283,0.972549001,0.942573403,0.270627281,0.314417933,0.082649297,0.155094824,0.994941509,17.00110436,0.546002082,2.208071582,17.13018417,24.13486998,101.65,28.82060884,10.92961649,34.91791865,39.45011775,28.82060884,3.988692563,4.107734972,0.155094824,3.105643645,1
13.30411763,17.42477407,0.545842579,5.666554981,3.296611426,2.162174753,0.610180863,2.406682557,2.211043408,30.29785437,11.68048437,9.551078169,0.369643434,7.004070629,101.65,19.51701739,22.34250439,79.79275439,0.972549493,0.944823743,0.229290701,0.338544905,0.103447644,0.155656931,0.994941509,17.00110525,0.604927648,2.93629661,22.13780786,24.13486998,101.65,28.82060884,10.311699,34.91791865,39.45011775,28.82060884,3.988691455,4.10773397,0.155656931,3.065226269,1
13.30411616,17.42477484,0.545836739,5.666627786,4.023004068,2.162279112,1.148423313,2.406727585,2.211104558,49.11266911,11.6805975,4.567099648,0.369637098,7.004073062,110.46,33.89065303,17.89613076,68.21584805,0.972530357,0.944367357,0.270625572,0.386505878,0.103447644,0.180108574,1.135933509,17.00110459,0.546002082,2.20802646,17.13018417,33.60859588,110.46,34.42165965,10.92983339,23.43656112,73.48026432,34.42165965,3.988698204,4.107739799,0.180108574,3.184630802,1
13.30411681,17.42477456,0.545838849,5.666626518,4.022057284,2.16227549,1.142100713,2.406722309,2.211099998,30.29785437,11.6805975,4.567099648,0.369639679,7.004072115,109.07,24.41692712,19.40304595,68.21584805,0.972414604,0.94347038,0.27062571,0.506450752,0.129607429,0.167601699,1.285902196,17.00110447,0.651342944,2.208031465,17.13018417,28.92940716,109.07,34.23559931,10.92983359,34.90719234,46.91807537,34.23559931,3.988695503,4.107737462,0.167601699,3.146357883,1
13.3031547,17.42582064,0.545235945,5.666618138,4.022059486,2.162263901,1.1421007,2.406711051,2.211089467,30.96260733,11.68059244,4.567099648,0.369638447,7.005179729,109.07,24.41692712,22.36191967,67.96670182,0.972394867,0.944793861,0.27062647,0.537760912,0.126816292,0.184970515,1.438123249,17.00110461,0.654391214,2.208095116,22.15281748,33.31982221,109.07,45.07545347,10.92982761,54.28703516,46.91807537,45.07545347,3.990040614,4.109019353,0.184970515,3.185385545,1
13.3031547,17.42582062,0.54523595,5.666618129,4.022058472,2.162263923,1.142100671,2.406711087,2.211089497,44.17637126,11.68059241,4.567099648,0.369637473,7.005179175,101.23,29.15379008,20.4987828,67.96670182,0.972481961,0.944793861,0.270626325,0.524392227,0.100656506,0.184970515,1.35438403,17.00110461,0.557879165,2.208090336,22.15281748,33.26214798,101.23,45.07545347,10.92982757,29.66476557,60.76941597,45.07545347,3.990039714,4.109018721,0.184970515,3.184771408,1
13.30411673,17.42477461,0.545839838,5.666547818,3.296687398,2.162225951,1.195097347,2.40668748,2.211061836,30.29785437,11.6804788,14.70774143,0.369641318,7.004072496,127.68,24.04011233,23.91098637,74.10657197,0.972521175,0.943983164,0.270626285,0.309568025,0.088422719,0.175393534,0.994941509,17.00110439,0.651342944,2.208041859,17.13018417,28.65796491,127.68,28.82060884,10.92970666,40.74232315,44.60678101,28.82060884,3.988696112,4.107737899,0.175393534,3.106524785,1
15.58918511,14.54841279,1.023534859,5.673601947,3.240362866,2.169427669,1.304263946,2.414555203,2.218990769,5.516700718,11.68697811,9.883888252,0.542052031,5.033863901,28.16,5.316788604,6.372227814,64.81094935,0.9872569,0.937277822,0.270627506,0.098392798,0.066746422,0.082983468,0.253933894,17.00110307,0.464041608,2.207902675,0,0,28.16,0,10.93685087,0,22.97340106,0,3.182606456,3.148698719,0.082983468,2.515985293,1
14.70046315,14.55168787,0.740399485,5.694044219,3.160924949,2.194025954,0.609493206,2.440016494,2.244020098,27.63399456,11.70505923,30.81823258,0.43743295,6.029113556,125.55,25.5871385,12.60756164,104.4567182,0.977201289,0.944525501,0.229030729,0.290732423,0.230244998,0.148179003,0.565641142,16.00557273,0.448814159,2.937960973,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502903322,3.556641997,0.148179003,3.512602677,1
14.70034008,14.55169612,0.740335309,5.694033329,3.161650512,2.194004217,0.609493206,2.439992298,2.243995627,33.67583539,11.70505384,30.81823258,0.437466466,6.029751477,142.62,25.5871385,15.29179707,104.4567182,0.977195724,0.945422478,0.229030729,0.320195206,0.230244998,0.160685878,0.683492272,16.00557301,0.448814159,2.937963321,12.64872279,23.91501169,142.62,36.1570568,10.31121803,31.1496762,63.8558405,36.1570568,3.503508376,3.557224257,0.160685878,3.542412381,1
14.70046307,14.55158209,0.740397866,5.694044219,3.16809527,2.194025954,0.609493205,2.440016494,2.244020098,27.63399456,11.70505923,30.81823258,0.437430654,6.029116534,125.55,25.5871385,14.67163571,104.4567182,0.977205218,0.944525501,0.229030729,0.322735008,0.380159266,0.148179003,0.563240902,16.00557317,0.80780191,2.937967958,12.64872279,19.12047451,125.55,12.1350809,10.31121803,42.58860474,57.0667644,12.1350809,3.502919709,3.556655293,0.148179003,3.573233957,1
14.70046329,14.551679,0.740402006,5.694100165,3.160714513,2.194083888,0.609493208,2.440075516,2.244078707,27.63399456,11.70511359,30.81823258,0.437436412,6.029105726,125.55,25.5871385,10.78395278,68.56143134,0.977201276,0.944525501,0.229030729,0.290732423,0.198169983,0.148179003,0.565641142,16.00557184,0.376645376,2.937945578,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502866977,3.556612665,0.148179003,3.384882665,1
14.70046329,14.551679,0.740401982,5.694100117,3.160732148,2.194083707,0.609493208,2.440075225,2.24407846,27.63399456,11.70511359,30.81823258,0.43743463,6.029105725,125.55,25.5871385,11.04332401,68.56143134,0.977201277,0.944525501,0.229030729,0.290732423,0.198169983,0.148179003,0.565641142,16.00557184,0.376645376,2.937945578,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502866905,3.556612628,0.148179003,3.384500936,1
14.70043299,14.55169117,0.740386742,5.694044222,3.138729007,2.194025963,0.609493207,2.440016507,2.244020109,34.24087653,11.70505923,30.81823258,0.437433538,6.029115587,145.78,30.69366589,10.3486619,104.4567182,0.977201299,0.945422478,0.229030729,0.211222078,0.230244998,0.160685878,0.451184464,16.00557257,0.448814159,2.937956316,12.64872279,24.2270019,145.78,30.68025711,10.31121803,25.23532003,69.78600491,30.68025711,3.503030931,3.556774192,0.160685878,3.481840155,0
14.70046295,14.55216895,0.740398314,5.694044221,3.138754764,2.194025961,0.609493207,2.440016503,2.244020106,27.63399456,11.70505923,30.81823258,0.437432811,6.029113896,151.57,31.32080597,10.3486619,104.4567182,0.977201333,0.945038285,0.229030729,0.211222078,0.230244998,0.155970838,0.451184464,16.00557275,0.448814159,2.937959846,12.64872279,19.12047451,151.57,12.1350809,10.31121803,43.59443589,64.61735196,12.1350809,3.502910442,3.556648693,0.155970838,3.512784575,0
14.70042677,14.55254494,0.7403822,5.694044221,3.139026528,2.194025961,0.609493204,2.440016503,2.244020106,40.84775849,11.70505923,35.71814232,0.437421627,6.029305261,138.02,30.32400145,10.3486619,104.4567182,0.977201343,0.945935262,0.229030729,0.211222078,0.275888545,0.168477713,0.451184464,16.00557391,0.520982943,2.937974646,12.64872279,23.85733746,138.02,12.1350809,10.31121803,30.62885786,95.82053843,12.1350809,3.50314389,3.556877147,0.168477713,3.658474781,0
14.70033848,14.55231738,0.740346565,5.694044221,3.138968987,2.194025961,0.609493206,2.440016503,2.244020106,27.63399456,11.70505923,36.13502119,0.43742632,6.029757163,154.65,30.9039271,11.65502983,104.4567182,0.972361445,0.945935262,0.229030729,0.211222078,0.230244998,0.168477713,0.451184464,16.00557347,0.448814159,2.937968467,12.64872279,23.91501169,154.65,18.16619541,10.31121803,55.93316356,70.52453169,18.16619541,3.503542506,3.557261368,0.168477713,3.602178709,1
14.69995209,14.55229314,0.740326693,5.694044221,4.038030749,2.194025961,0.299243741,2.440016503,2.244020106,33.88976375,11.70505923,35.54032745,0.437423103,6.029840098,171.72,25.5871385,10.3486619,104.4567182,0.967900229,0.949082579,0.217777023,0.211222078,0.230244998,0.181546695,0.451184464,16.0136408,0.448814159,2.956264829,12.64872279,27.53827149,171.72,34.0966663,10.31121803,44.1188041,79.29091813,34.0966663,3.537613004,3.581669186,0.181546695,3.630884645,1
14.70033848,14.55231738,0.740346565,5.694044221,3.138968987,2.194025961,0.609493206,2.440016503,2.244020106,27.63399456,11.70505923,36.13502119,0.43742632,6.029757163,154.65,30.9039271,11.65502983,104.4567182,0.972361445,0.945935262,0.229030729,0.211222078,0.230244998,0.168477713,0.451184464,16.00557347,0.448814159,2.937968467,12.64872279,23.91501169,154.65,18.16619541,10.31121803,55.93316356,70.52453169,18.16619541,3.503542506,3.557261368,0.168477713,3.602178709,0
14.6997643,14.55170123,0.739800936,5.694044221,3.139249199,2.19402596,0.609493207,2.440016503,2.244020105,34.05481619,11.70505923,30.81823258,0.43742895,6.029771454,162.85,30.69366589,12.19968178,104.4567182,0.972362181,0.946319455,0.229030729,0.211222078,0.230244998,0.173192753,0.451184464,16.00557306,0.448814159,2.937961849,12.64872279,29.02153908,162.85,42.50534288,10.31121803,25.11138525,69.14842824,42.50534288,3.50582532,3.55949302,0.173192753,3.54308018,1
14.70033828,14.5521876,0.740346667,5.694044221,3.139249199,2.19402596,0.609493207,2.440016503,2.244020105,34.05481619,11.70505923,30.81823258,0.437429283,6.02975183,168.64,31.32080597,12.19968178,104.4567182,0.972362181,0.945935262,0.229030729,0.211222078,0.230244998,0.168477713,0.451184464,16.00557303,0.448814159,2.937962171,12.64872279,23.91501169,168.64,36.0223957,10.31121803,31.53220687,63.97977528,36.0223957,3.503531987,3.557252194,0.168477713,3.54308018,1
14.7004331,14.55161179,0.740388971,5.694044222,3.132964415,2.194025963,0.609517548,2.440016507,2.244020109,29.04986411,11.70505923,30.81823258,0.437437137,6.029111229,145.78,30.69366589,8.122838055,104.9596337,0.977201328,0.945422478,0.22902942,0.053108195,0.193249475,0.160685878,0.284517797,16.0055719,0.275431916,2.937939189,12.64872279,24.2270019,145.78,30.68025711,10.31121915,18.69056362,69.78600491,30.68025711,3.503006533,3.556754105,0.160685878,3.383783902,1
14.70046326,14.55167538,0.740401762,5.694044219,3.160081483,2.194025954,0.610029532,2.440016494,2.244020098,28.13691014,11.70505923,30.81823258,0.437436629,6.02910941,125.55,25.5871385,10.20852188,104.9596337,0.977201318,0.944525501,0.228280899,0.13261854,0.193249475,0.148179003,0.398974475,16.00557165,0.275431916,2.937867904,12.64872279,19.12047451,125.55,12.1350809,10.31133172,36.54676391,58.07259556,12.1350809,3.502880717,3.556623433,0.148179003,3.416717103,1
14.70046318,14.55156949,0.740400137,5.694044219,3.16700178,2.194025954,0.610028587,2.440016494,2.244020098,28.13691014,11.70505923,30.81823258,0.437434312,6.029112381,125.55,25.5871385,11.88542191,104.9596337,0.977205269,0.944525501,0.228281032,0.164621125,0.343163743,0.148179003,0.396574235,16.00557209,0.634419667,2.937874784,12.64872279,19.12047451,125.55,12.1350809,10.31133169,42.58860474,57.0667644,12.1350809,3.502896933,3.556636609,0.148179003,3.481348255,1
14.70046322,14.55168425,0.740400967,5.694044219,3.160242486,2.194025954,0.609546465,2.440016494,2.244020098,27.63399456,11.70505923,30.81823258,0.437435184,6.029111252,125.55,25.5871385,11.2637396,104.4567182,0.977201309,0.944525501,0.229020776,0.13261854,0.263658393,0.148179003,0.398974475,16.00557234,0.347952207,2.937963376,12.64872279,19.12047451,125.55,12.1350809,10.31119417,36.54676391,58.07259556,12.1350809,3.50288881,3.556629987,0.148179003,3.449347807,1
14.70046267,14.55844749,0.740395787,5.69404422,3.139480233,2.194025959,0.609493206,2.4400165,2.244020103,33.96131464,11.70505923,40.78618963,0.437429018,6.029123809,154.23,30.57111702,12.19968178,122.6748098,0.977201344,0.945551069,0.229030729,0.211222078,0.256597312,0.163762673,0.451184464,16.00557345,0.507739724,2.937969941,12.64872279,19.12047451,154.23,12.1350809,10.31121803,37.04967949,68.0405526,12.1350809,3.502959911,3.556688818,0.163762673,3.602276512,1
14.70046292,14.55232914,0.740397801,5.694044221,3.138769295,2.194025961,0.609493206,2.440016503,2.244020106,27.63399456,11.70505923,36.13502119,0.43743154,6.029115467,137.58,30.9039271,10.3486619,104.4567182,0.97720133,0.945038285,0.229030729,0.211222078,0.230244998,0.155970838,0.451184464,16.00557297,0.448814159,2.937962904,12.64872279,19.12047451,137.58,12.1350809,10.31121803,30.62885786,71.66502394,12.1350809,3.502919349,3.556656083,0.155970838,3.543160607,0
14.70046267,14.55844749,0.740395787,5.69404422,3.139480233,2.194025959,0.609493206,2.4400165,2.244020103,33.96131464,11.70505923,40.78618963,0.437429018,6.029123809,154.23,30.57111702,12.19968178,122.6748098,0.977201344,0.945551069,0.229030729,0.211222078,0.256597312,0.163762673,0.451184464,16.00557345,0.507739724,2.937969941,12.64872279,19.12047451,154.23,12.1350809,10.31121803,37.04967949,68.0405526,12.1350809,3.502959911,3.556688818,0.163762673,3.602276512,0
14.7004635,14.55166602,0.740405997,5.802365709,3.160514124,2.220950233,0.609493209,2.524197336,2.300595179,27.63399456,11.81548515,30.81823258,0.437440247,6.029095855,125.55,25.5871385,9.366650697,32.6661445,0.977201256,0.944525501,0.229030729,0.290732423,0.166094968,0.148179003,0.565641142,16.00557051,0.304476592,2.937924018,12.64872279,19.12047451,125.55,12.1350809,10.31121803,36.54676391,58.07259556,12.1350809,3.502817575,3.556572333,0.148179003,3.170581489,0
14.70043293,14.55158537,0.740385165,5.694044222,3.162827622,2.194025963,0.609493206,2.440016507,2.244020109,34.24087653,11.70505923,30.81823258,0.437431239,6.029118568,145.78,30.69366589,12.21790267,104.4567182,0.977205218,0.945422478,0.229030729,0.243224663,0.380159266,0.160685878,0.448784223,16.00557301,0.80780191,2.937963281,12.64872279,24.2270019,145.78,30.68025711,10.31121803,24.73240445,68.78017376,30.68025711,3.503048242,3.556788301,0.160685878,3.543728839,1
14.70046289,14.55265677,0.740397281,5.694044221,3.138933452,2.194025961,0.609493206,2.440016503,2.244020106,27.63399456,11.70505923,35.71814232,0.437429971,6.02911858,128.79,30.48704823,10.3486619,104.4567182,0.977201314,0.945038285,0.229030729,0.211222078,0.230244998,0.155970838,0.451184464,16.00557319,0.448814159,2.937966037,12.64872279,19.12047451,128.79,12.1350809,10.31121803,30.62885786,83.61260566,12.1350809,3.502929237,3.55666419,0.155970838,3.572941636,0
14.70042483,14.55169358,0.740385949,5.694044222,3.138754764,2.194025963,0.609493207,2.440016507,2.244020109,34.24087653,11.70505923,30.81823258,0.43742769,6.029294139,134.78,30.32400145,10.3486619,104.4567182,0.977201333,0.945422478,0.229030729,0.211222078,0.230244998,0.160685878,0.451184464,16.00557278,0.448814159,2.937959319,12.64872279,23.85733746,134.78,18.16619541,10.31121803,31.20462532,71.78927506,18.16619541,3.50310751,3.556848235,0.160685878,3.512784575,1
14.700433,14.55169312,0.740386406,5.694044221,3.138754764,2.194025961,0.609493207,2.440016504,2.244020106,27.63399456,11.70505923,30.81823258,0.437432348,6.029116627,145.78,30.69366589,10.3486619,104.4567182,0.977201333,0.945422478,0.229030729,0.211222078,0.230244998,0.160685878,0.451184464,16.00557278,0.448814159,2.93795953,12.64872279,24.2270019,145.78,18.16619541,10.31121803,37.62544694,69.78600491,18.16619541,3.503031851,3.556775195,0.160685878,3.512784575,1
14.70046303,14.55197878,0.740322346,5.69404367,3.165416263,2.194024615,0.609493206,2.440014598,2.244018426,27.63399456,11.70505907,30.40135371,0.436553311,6.029191805,116.76,25.17025962,12.60756164,104.4567182,0.977218032,0.944525501,0.229030729,0.37679872,0.230244998,0.148179003,0.79794895,16.00557295,0.448814159,2.937964108,12.64872279,19.12047451,116.76,12.1350809,10.31121803,36.54676391,70.02017727,12.1350809,3.502980643,3.556697241,0.148179003,3.542809944,1
14.70046314,14.55198261,0.740399442,5.694043664,3.190577864,2.194024589,0.609493206,2.440014554,2.24401839,27.63399456,11.70505907,30.40135371,0.437428543,6.029126293,116.76,25.17025962,12.60756164,104.4567182,0.977202368,0.944525501,0.229030729,0.383915346,0.230244998,0.148179003,0.755319673,16.00557295,0.448814159,2.937964108,12.64872279,19.12047451,116.76,12.1350809,10.31121803,36.54676391,70.02017727,12.1350809,3.502920879,3.556655758,0.148179003,3.542236824,1
