BCUTv-1l,BCUTi-1h,BCUTp-1l,BCUTZ-1l,BCUTd-1h,BCUTare-1l,BCUTs-1l,BCUTse-1l,BCUTpe-1l,PEOE_VSA9,BCUTm-1l,SMR_VSA3,BCUTc-1l,BCUTdv-1h,TopoPSA(NO),PEOE_VSA1,MDEC-33,SMR_VSA7,BCUTd-1l,SM1_Dzm,BCUTdv-1l,Xc-5dv,Xch-6dv,SM1_Dzpe,Xc-5d,BCUTZ-1h,Xch-7d,BCUTp-1h,PEOE_VSA10,SMR_VSA1,TopoPSA(NO),EState_VSA1,BCUTi-1l,EState_VSA2,SlogP_VSA2,EState_VSA1,BCUTpe-1h,BCUTare-1h,SM1_Dzpe,VE3_Dt,target
14.70177592,14.54966941,0.750984913,5.674015067,4.017095461,2.171445119,1.164695031,2.416110875,2.220617539,30.12517039,11.68707948,25.83425406,0.54506078,6.025691061,166.75,26.79056068,17.06310716,77.98741724,0.972326878,0.940921798,0.342784352,0.240404644,0.204853174,0.159561664,0.684486484,8.02617869,0.593305944,2.011494855,11.73576882,24.28467613,166.75,53.91077494,10.93727229,24.56668575,81.4770615,53.91077494,3.494826712,3.54923385,0.159561664,3.515830587,1
14.70105138,13.64281048,0.741569651,5.74228961,4.030625639,2.24206055,1.080092252,2.488018679,2.29200966,12.20793278,11.75341994,0,0.60137109,6.022006416,77.76,15.31958218,9.95693331,0,0.972695211,0.936948118,0.343977339,1.039819855,0.384805741,0.10030378,1.083250857,8.028878334,0.970189937,1.950394376,0,20.11411937,77.76,5.969305288,11.00262803,29.45873534,33.49682025,5.969305288,3.500927896,3.554896077,0.10030378,2.693852146,0
14.7018586,14.55880828,0.746114532,5.774096137,4.027550756,1.994745308,0.292624287,2.427409301,2.115262172,19.25560476,11.79225063,9.551078169,0.499286386,6.022578478,147.9,25.36388103,0.965489385,22.74749122,0.976914482,0.942483485,0.190829065,0.016666667,0.016666667,0.140746539,0.11785113,15.01085793,0.184195286,3.658986191,12.16583315,24.19526184,147.9,32.34432445,10.45272766,12.36261918,43.50324749,32.34432445,3.497512835,3.550860063,0.140746539,2.019626104,0
14.70049595,13.64471432,0.741431195,5.679458222,3.297601255,2.178218081,1.143507851,2.423997846,2.227950663,47.06794456,11.69119072,0,0.370829733,6.029189465,101.91,38.26456807,29.92387509,34.88945568,0.977816714,0.941433003,0.345038699,0.26556316,0.173592454,0.162838155,0.755000848,8.030595891,0.930682821,2.007346124,0,43.05910526,101.91,23.85768453,10.93997209,19.36912956,52.91484712,23.85768453,3.502382996,3.556316021,0.162838155,2.89193403,1
13.3041208,17.42477048,0.545838317,5.754780959,3.216842528,2.253124575,1.270254833,2.496241882,2.301654772,12.80372554,11.76628653,9.551078169,0.520885785,7.004059731,90.37,15.57705783,3.516759154,34.65038521,0.977732616,0.938912974,0.675732484,0.04526239,0.066794792,0.128541225,0.330933093,9.004065046,0.41758377,1.926698561,6.103966388,14.2338054,90.37,29.65669458,11.01569532,6.606881965,27.36845392,29.65669458,3.988666635,4.107713979,0.128541225,1.848082221,1
14.70226644,13.6374066,0.752741259,5.692621958,3.182688629,2.191517729,1.360528522,2.437320163,2.241277778,14.21959508,11.70426775,0,0.374504534,6.022113362,75.99,19.6867807,3.881857262,59.67714561,0.977815458,0.937845095,0.345038735,0.030429031,0.048112522,0.112810655,0.23570226,8.022577591,0.328532853,1.993406813,0,24.48131788,75.99,0,10.953111,17.28226861,30.21589482,0,3.488753588,3.543676994,0.112810655,2.569191329,1
14.70720224,13.62433006,0.787165251,5.728666464,4.118979934,2.228603672,1.055973735,2.474592013,2.278589494,12.20793278,11.73970148,0,0.647863088,5.007251999,40.46,10.21305479,6.239036912,24.30408043,0.97247071,0.935154164,0.343467276,1.986796156,0.350592232,0.07529003,2.444824087,8.007233569,1.046489848,1.969370399,0,10.21305479,40.46,6.103966388,10.98897684,11.51895686,22.42098757,6.103966388,3.455252889,3.513631093,0.07529003,2.893653335,1
14.69966503,14.63884261,0.738894383,5.685688361,4.023583137,2.184887876,1.145855017,2.430435145,2.234611782,32.05933029,11.69728351,31.36904825,0.423743416,6.031704324,171.22,30.53061911,11.64394025,90.12015138,0.977070317,0.942715752,0.341871217,0.521259858,0.084697992,0.184575414,1.074957911,8.03315318,0.238132436,2.001853836,12.08368166,33.75840204,171.22,59.06030941,10.9468327,19.51033443,84.0940984,59.06030941,3.507163987,3.560721658,0.184575414,3.575068485,1
14.69995648,14.54360059,0.740334398,5.694099141,4.04849529,2.187697395,0.297585472,2.440070723,2.241359555,42.27692706,11.70511409,9.622004595,0.436314501,6.029177759,160.65,35.47409973,10.87690308,60.16075511,0.971302916,0.944324717,0.227481763,0.389000987,0.216889404,0.174268891,0.929538129,16.01312497,0.795644814,2.954631422,6.103966388,37.63597782,160.65,52.67820399,10.31976118,43.53748789,85.9763513,52.67820399,3.537491608,3.581568628,0.174268891,3.169339534,1
14.6999537,14.54360702,0.740319638,5.694099075,4.04849941,2.187697341,0.297583896,2.440070656,2.241359548,55.49069098,11.70511402,9.622004595,0.436305129,6.029572196,158.88,39.84129825,10.87690308,60.16075511,0.971292327,0.945221694,0.22748073,0.385939584,0.214724665,0.186775766,0.906526265,16.01312548,0.791284786,2.954637528,6.103966388,42.00317633,158.88,40.65633156,10.31975944,48.95247835,101.1933854,40.65633156,3.537628667,3.581728625,0.186775766,3.319141237,1
14.69994598,14.55172551,0.740267211,5.694099027,4.048509672,2.183636159,0.297582332,2.434774303,2.236324521,55.49069098,11.70511397,14.60598312,0.411221993,6.030489252,170.92,43.84157031,13.93990372,54.09438804,0.971283532,0.946631455,0.227479997,0.401154099,0.248766349,0.207074476,0.989859598,16.013126,1.096305704,2.95464421,11.62066711,46.42032727,170.92,40.65633156,10.31975822,54.96713706,113.2250359,40.65633156,3.537917685,3.582065397,0.207074476,3.45153602,1
14.70181366,14.56434758,0.7751656,5.761469018,4.037751098,1.993511911,0.290757114,2.426717531,2.113874322,12.93420204,11.78489935,19.51903521,0.493897817,6.018217189,229.44,34.61127649,2.381101578,12.65464015,0.977706616,0.951503083,0.191028406,0.046026511,0.062189872,0.190464719,0.219821982,15.01510673,0.473181867,3.664915054,18.19199116,46.62691696,229.44,29.58912694,10.45276475,18.96950115,52.04753396,29.58912694,3.51665325,3.568304349,0.190464719,2.568624186,0
14.7028948,14.56432717,0.775339451,5.761469102,4.034230231,1.993591719,0.290877414,2.426741941,2.113986956,12.93420204,11.78489941,19.51903521,0.493902767,6.01436937,182.91,29.71786489,2.381101578,12.65464015,0.978048325,0.946609091,0.191038898,0.046026511,0.062189872,0.160890589,0.219821982,15.01343242,0.473181867,3.662682056,18.19199116,32.8578257,182.91,21.76642982,10.45272347,18.96950115,47.15412235,21.76642982,3.509464196,3.561576384,0.160890589,2.32160579,1
14.70270937,14.55502095,0.751873735,5.717675814,3.259474896,2.213221723,1.260011582,2.456832815,2.261753678,11.25083777,11.73217317,9.967957042,0.526518375,6.021954109,58.12,10.21669833,9.17259488,41.71969133,0.978000909,0.936308323,0.344813236,0.138891915,0.194710085,0.093950494,0.449838599,8.02202172,0.738079164,1.969522365,5.817862778,4.794537184,58.12,0,10.9829811,5.907179729,21.9169776,0,3.489018817,3.543793516,0.093950494,2.189264798,1
14.70181365,14.56616752,0.775156357,5.761386568,4.037755789,1.993511503,0.290756686,2.426717356,2.113873974,12.93420204,11.78488548,19.51903521,0.495842662,6.01822144,255.46,40.34494397,3.532775529,6.327320075,0.977683149,0.952015867,0.191028338,0.046026511,0.060256116,0.198256554,0.219821982,15.01510717,0.491385277,3.664916921,11.86467109,46.62691696,255.46,29.58912694,10.4527646,30.43454115,52.04753396,29.58912694,3.516690846,3.568337578,0.198256554,2.626853357,0
14.70048735,14.54078805,0.741143589,5.749410599,3.187536031,2.245318745,1.1525746,2.490334005,2.294332117,18.69056362,11.76287002,5.316788604,0.394157557,6.023510974,162.34,36.21342861,10.86775334,11.83518498,0.971497006,0.940664617,0.344815393,0.113016336,0.022680461,0.153408075,0.533097451,8.029889704,0.158989296,1.930419003,18.31189916,34.7520469,162.34,54.63811268,11.01108805,0,69.30505738,54.63811268,3.502102598,3.55597642,0.153408075,2.182928272,1
14.70585606,14.56436783,0.776725477,5.761450275,3.295363153,2.246211324,1.163426742,2.484463406,2.291408918,6.606881965,11.78489328,19.51903521,0.423435537,6.00919375,128.54,25.42044817,11.07275326,6.327320075,0.987792353,0.939512038,0.675733214,0.126523085,0.212733236,0.139262954,0.528406019,8.013001166,1.343921119,1.934872377,18.53525285,19.6867807,128.54,24.53980033,11.03961229,18.43520958,54.65087113,24.53980033,3.469216659,3.525710542,0.139262954,2.113373227,1
13.3031547,17.42581741,0.545237521,5.693729176,3.294590417,2.192794854,1.24838764,2.438301374,2.242567308,13.15163837,11.7054254,14.78379798,0.474572999,7.005164075,100.87,24.62718833,13.60727458,63.07454501,0.977180949,0.942030408,0.344139659,0.198109137,0.091035137,0.170923791,0.785883327,9.005178369,0.676697269,1.988297972,17.19789317,28.21329481,100.87,46.41845603,10.95469441,30.38873313,45.2645202,46.41845603,3.990006529,4.108994614,0.170923791,2.791993976,1
5.571904508,14.56621014,0.631128555,0.991878752,3.23181319,2.100419975,0.964073558,2.410829917,2.112333085,17.70189412,1.003761302,9.967957042,0.523807229,5.09088094,97.42,10.63357721,6.998161103,76.99123912,0.80793721,0.700757976,5.28E-05,0.072168784,0.065277778,0.050883435,0.19245009,7.09195878,0.425380792,2.005777659,5.817862778,8.224551337,97.42,13.70378423,10.94027558,34.14394281,9.967957042,13.70378423,3.197554253,3.212367585,0.050883435,2.97557999,1
14.6069435,14.54023402,0.681929451,5.688556726,4.019993461,2.188432843,1.130848575,2.434410313,2.238405477,0,11.69962827,5.316788604,0.610896152,6.108628672,48.95,5.316788604,6.06690396,70.78474251,0.993838802,0.937460902,0.344809906,0.032075015,0.309632892,0.108095615,0.166666667,8.111772341,0.979046555,1.996325559,0,19.55028381,48.95,12.58005346,10.94887771,0,5.538925252,12.58005346,3.562676634,3.620622272,0.108095615,2.834959468,1
14.70123278,14.55175804,0.74147724,5.670177537,3.342727471,2.167218502,0.626696358,2.413422929,2.217377098,22.15975369,11.68196117,9.467009379,0.41358429,6.028141464,54.7,19.31039973,14.12737585,57.6917529,0.977806232,0.942384612,0.097497108,0.238994556,0.141920576,0.110638588,0.623472245,35.00041831,0.739417571,3.059002496,5.749511833,14.63792753,54.7,0,10.33766776,11.71881712,41.24506799,0,3.5012179,3.555122152,0.110638588,2.739149238,0
14.70230743,14.55881524,0.746162032,5.774061163,3.209339477,2.263216917,1.179948807,2.502899474,2.309284876,12.71084835,11.7922364,9.551078169,0.511322032,6.02247849,110.6,20.68358522,3.494135594,22.74749122,0.977718701,0.93848647,0.671544306,0.083237373,0.120079287,0.123679284,0.24759976,8.022759228,0.509487905,1.912050438,12.04576395,14.94991774,110.6,18.02161096,11.04432139,24.94953275,39.08186328,18.02161096,3.493675827,3.547398396,0.123679284,1.938181556,0
14.70270924,14.55515042,0.751801564,5.722701938,3.252724599,2.217713077,1.380678958,2.46129765,2.266147136,11.25083777,11.7374406,9.967957042,0.52216661,6.022018603,49.33,9.799819462,5.234105829,42.22260691,0.977916095,0.936308323,0.342109564,0.130971832,0.043033148,0.093950494,0.490468174,8.0220237,0.213833433,1.963630374,5.817862778,4.794537184,49.33,0,10.98787772,5.907179729,29.46756516,0,3.489073381,3.54383045,0.093950494,2.189102094,1
14.70270939,14.55514935,0.751802136,5.722701117,3.252708485,2.217711578,1.439771223,2.461295697,2.266145376,11.25083777,11.73744027,9.967957042,0.521952241,6.022018271,49.33,9.799819462,5.234105829,42.22260691,0.977917351,0.936308323,0.342133986,0.130971832,0.043033148,0.093950494,0.490468174,8.022023,0.213833433,1.963482333,5.817862778,4.794537184,49.33,0,10.98787759,5.907179729,29.46756516,0,3.489070912,3.543828432,0.093950494,2.11272669,1
14.70177584,14.82535687,0.744072706,5.748823629,3.218744496,2.238178086,1.192006679,2.479447597,2.284830496,18.75268918,11.76640445,9.551078169,0.509846946,6.025062013,133.08,9.843390349,5.186076602,43.04122037,0.956130039,0.939512038,0.344813553,0.096622903,0.10511154,0.139262954,0.414266427,8.024280458,0.512934253,1.937796386,6.227901171,9.843390349,133.08,29.62271868,11.01602988,13.02770359,33.41029474,29.62271868,3.497644595,3.550733492,0.139262954,2.105057271,1
14.70245266,13.63691827,0.752768864,5.68761797,3.177717342,2.186551089,1.340072884,2.432360994,2.236320243,0,11.69924544,0,0.54101062,6.021897913,57.53,10.21305479,2.435681906,65.73385964,0.977913375,0.936051141,0.632516922,0.016666667,0.056131276,0.087796905,0.166666667,8.022149025,0.25636407,1.995417259,0,15.00759197,57.53,0,10.94810138,17.28226861,15.99629974,0,3.48844066,3.543363312,0.087796905,2.246201045,1
14.69966503,14.63884261,0.738894383,5.685688361,4.023583137,2.184887876,1.145855017,2.430435145,2.234611782,32.05933029,11.69728351,31.36904825,0.423743416,6.031704324,171.22,30.53061911,11.64394025,90.12015138,0.977070317,0.942715752,0.341871217,0.521259858,0.084697992,0.184575414,1.074957911,8.03315318,0.238132436,2.001853836,12.08368166,33.75840204,171.22,59.06030941,10.9468327,19.51033443,84.0940984,59.06030941,3.507163987,3.560721658,0.184575414,3.575068485,1
14.6997696,14.55681051,0.740343144,5.653550255,3.269753218,2.153051187,1.152280613,2.398962579,2.202943592,31.90432755,11.6648458,10.63357721,0.393840822,6.031389154,233.75,51.00394313,17.12109862,53.79683888,0.971466089,0.944381115,0.344812899,0.176140992,0.071291572,0.20651237,0.777499518,8.033412128,0.415953528,2.026878804,29.62486249,49.02030999,233.75,66.56697253,10.91393645,30.94754888,94.44768117,66.56697253,3.506273429,3.559990684,0.20651237,3.213271813,1
14.7004934,14.55678287,0.741083048,5.749617505,3.188211976,2.245614066,1.152280697,2.490644699,2.294643261,25.29744559,11.76299181,10.63357721,0.393856673,6.028831266,187.22,41.16055278,12.63850576,11.83518498,0.971466089,0.941690184,0.342132274,0.107781739,0.022680461,0.168991745,0.456098251,8.030073527,0.14271745,1.930572481,18.31189916,34.38238246,187.22,54.83850237,11.01119893,12.36604684,76.76496652,54.83850237,3.502452762,3.556293609,0.168991745,2.516006878,1
14.70618829,14.54085764,0.778561443,5.738831572,4.130083943,2.238675677,1.050270227,2.484647085,2.288641071,24.41586555,11.74992063,5.316788604,0.511430414,6.006688928,61.72,20.26670635,7.971116459,0,0.987504348,0.936563925,0.343424291,2.019473537,1.890682881,0.09558874,2.455533395,8.010987241,4.201687119,1.971261086,0,14.94991774,61.72,0,10.99915818,40.66083696,48.22134873,0,3.463868216,3.521245502,0.09558874,2.895418464,1
14.70618828,14.54453954,0.778561439,5.73883157,4.130089399,2.238675673,1.050270218,2.48464707,2.288641061,24.41586555,11.74992062,4.899909731,0.511093444,6.006689957,52.93,19.84982747,7.971116459,0,0.987900338,0.936563925,0.343362367,2.019473537,1.890682881,0.09558874,2.455533395,8.010989071,4.201687119,1.971389277,0,14.94991774,52.93,0,10.99915816,40.66083696,60.16893044,0,3.46387659,3.521251956,0.09558874,2.941518692,0
14.70090092,13.6430166,0.741546853,5.738827329,4.130093039,2.23867155,1.050270204,2.484643139,2.288637021,24.41586555,11.74991624,0,0.509327623,6.022103172,86.99,20.05644514,8.946327016,0,0.972605539,0.937845095,0.343447787,2.019473537,1.890682881,0.112810655,2.455533395,8.029064769,4.201687119,1.971735048,0,24.85098232,86.99,12.07327168,10.99915351,40.97769219,45.70475302,12.07327168,3.501083953,3.555049492,0.112810655,2.986121437,1
14.7061124,13.62830698,0.778221902,5.738825092,4.130095593,2.238668546,1.050269371,2.484639991,2.288633842,30.51983194,11.74991443,0,0.513594951,6.006692099,69.92,20.05644514,11.8741758,0,0.987773717,0.936948118,0.342164508,2.130385033,1.890682881,0.10030378,2.744208529,8.011727207,4.194478424,1.972052972,0,20.05644514,69.92,12.20793278,10.9991514,40.47477662,45.83941412,12.20793278,3.464845021,3.522133022,0.10030378,2.986195652,1
14.65142719,14.59492562,0.669192996,5.698986312,4.034808051,2.002829313,0.294300051,2.441349441,2.124780135,11.53019301,11.71089606,9.551078169,0.476721182,7.004127762,215.57,24.7811008,2.758791803,57.12727776,0.972322272,0.951934554,0.192341442,0.047983463,0.180482405,0.203688361,0.330933093,16.00200641,0.476838881,3.661602055,23.23127415,41.93521947,215.57,44.5292302,10.338089,23.00761449,42.05694637,44.5292302,3.553855646,3.608291445,0.203688361,2.879503365,1
14.6514632,14.59492159,0.669201452,5.698986312,4.029478571,2.010073644,0.295776938,2.442267256,2.132954508,24.74395694,11.71089606,9.551078169,0.475600859,7.004126259,178.27,20.10080499,2.758791803,57.12727776,0.972613842,0.947937539,0.193077317,0.047983463,0.180482405,0.186621106,0.330933093,16.00200516,0.476838881,3.656038876,23.23127415,32.90299117,178.27,36.70653308,10.33809184,30.46852481,50.59041448,36.70653308,3.553559557,3.60803689,0.186621106,2.832289316,1
14.65149524,14.59500245,0.669206309,5.698986312,4.029478571,2.00738268,0.294363875,2.441549086,2.129621935,11.53019301,11.71089606,14.63837323,0.464333669,7.004125154,186.86,20.72794507,2.758791803,57.12727776,0.972613842,0.947169153,0.192724052,0.047983463,0.180482405,0.177191026,0.330933093,16.00200513,0.476838881,3.656446973,23.23127415,23.27271661,186.86,30.02344242,10.33809187,36.95115566,45.35963597,30.02344242,3.553405901,3.607895489,0.177191026,2.832289316,1
14.65149486,14.5950208,0.669205492,5.698986311,4.034295006,2.007214203,0.293014028,2.441391311,2.129338328,11.53019301,11.71089606,19.12140409,0.464087072,7.004126364,155.29,19.89418732,2.758791803,57.12727776,0.972621175,0.947169153,0.19293916,0.197983463,0.230482405,0.177191026,0.607226022,16.00200545,0.601838881,3.656461894,23.23127415,23.27271661,155.29,30.02344242,10.33809008,23.86164285,75.06714669,30.02344242,3.553427474,3.607913361,0.177191026,2.970806674,0
14.70147809,14.55884357,0.746030692,5.700106066,4.034802946,2.002830046,0.2943001,2.441590955,2.124781052,6.606881965,11.71153318,9.551078169,0.476475858,6.024252957,172.43,24.7811008,2.758791803,52.03559281,0.976914294,0.952007076,0.192339865,0.03512485,0.180482405,0.180214459,0.164266427,17.00110565,0.512059692,3.661600718,23.23127415,37.01190842,172.43,39.60591915,10.33808928,11.56737461,37.13363532,39.60591915,3.514738187,3.566526097,0.180214459,2.782163502,0
14.70152832,14.5588372,0.746083633,5.700106066,4.0294759,2.010074092,0.295776962,2.442641077,2.132955078,19.82064589,11.71153317,9.551078169,0.475361392,6.023710405,135.13,20.10080499,2.758791803,52.03559281,0.977659207,0.948010061,0.193076385,0.03512485,0.180482405,0.163147204,0.164266427,17.00110504,0.512059692,3.656038202,23.23127415,27.97968012,135.13,25.17634006,10.33809211,31.3880205,45.66710344,25.17634006,3.506267177,3.558785329,0.163147204,2.731637212,0
14.70181784,14.55920156,0.746118898,5.700106066,4.0294759,2.007383097,0.294363899,2.441858475,2.129622452,6.606881965,11.71153317,14.63837323,0.464122639,6.023128239,143.72,20.72794507,2.758791803,52.03559281,0.977659207,0.947241675,0.192723145,0.03512485,0.180482405,0.153717124,0.164266427,17.00110501,0.512059692,3.656446294,23.23127415,18.34940556,143.72,25.10013137,10.33809215,25.51425755,40.43632492,25.10013137,3.498736231,3.55189711,0.153717124,2.731637212,0
14.70181784,14.55936426,0.746117847,5.700106065,4.034292111,2.007214632,0.293014052,2.441685623,2.129338869,6.606881965,11.71153317,19.12140409,0.463877884,6.023137371,112.15,19.89418732,2.758791803,52.03559281,0.977670776,0.947241675,0.192938241,0.18512485,0.230482405,0.153717124,0.440559355,17.0011053,0.637059692,3.65646121,23.23127415,18.34940556,112.15,25.10013137,10.33809035,12.42474474,70.14383564,25.10013137,3.498819698,3.551959017,0.153717124,2.879363603,0
14.70153452,14.55907882,0.746055241,5.774105687,4.037993387,2.001562929,0.292101156,2.441111018,2.123159722,6.606881965,11.79225267,14.22149436,0.51432791,6.023424013,166.44,20.25735364,1.982703228,22.74749122,0.976913115,0.954002142,0.192311055,0.18512485,0.152704628,0.184831103,0.440559355,17.00212944,0.369800794,3.661788591,17.48176232,32.48816126,166.44,32.92282849,10.33808971,37.27426444,66.65357121,32.92282849,3.51079631,3.562831533,0.184831103,2.733089623,0
14.70181702,14.55907156,0.746110563,5.774105374,4.034264711,2.007240584,0.293015208,2.446813053,2.129397981,19.82064589,11.79225226,14.22149436,0.514321249,6.023064337,129.14,15.57705783,1.982703228,22.74749122,0.97761443,0.950005127,0.192938073,0.18512485,0.152704628,0.167763848,0.440559355,17.00212821,0.369800794,3.656457211,17.48176232,23.45593296,129.14,25.10013137,10.33809256,50.48802837,75.18703933,25.10013137,3.498882014,3.55206047,0.167763848,2.680602262,0
14.70207856,14.55955862,0.746142405,5.774105352,4.034264711,2.004575933,0.291609239,2.441773014,2.126112858,6.606881965,11.79225225,19.30878942,0.514322828,6.02277244,137.73,20.72794507,1.982703228,22.74749122,0.97761443,0.949236741,0.192585001,0.207599338,0.152704628,0.158333768,0.440559355,17.00212816,0.369800794,3.656865095,17.48176232,13.8256584,137.73,25.02392268,10.33809259,24.18475163,69.95626082,25.02392268,3.494637173,3.548245819,0.158333768,2.680602262,0
14.70207853,14.55976218,0.746141251,5.774104702,4.039020012,2.004410281,0.290267126,2.441121071,2.125836435,6.606881965,11.79225148,23.79182028,0.51430742,6.022778112,106.16,19.89418732,1.982703228,22.74749122,0.977624248,0.949236741,0.192799997,0.354213873,0.202704628,0.158333768,0.652908369,17.00212874,0.494800794,3.656880045,17.48176232,13.8256584,106.16,19.58792431,10.33809079,17.86074311,99.66377153,19.58792431,3.494675852,3.548274806,0.158333768,2.831699566,0
14.70270967,14.55501532,0.751875072,5.722710696,3.238026594,2.217736488,1.439776427,2.461327061,2.266175226,11.25083777,11.73744237,9.967957042,0.525764888,6.021952988,58.12,10.21669833,5.234105829,42.22260691,0.977984197,0.936308323,0.34216137,0.078954244,0.043033148,0.093950494,0.330933093,8.022020228,0.229452272,1.963115418,5.817862778,4.794537184,58.12,0,10.98787817,5.907179729,22.41989318,0,3.48901256,3.543788619,0.093950494,2.031709227,1
14.70270952,14.55501954,0.751874578,5.722708532,3.245791177,2.21773173,1.260019935,2.461320295,2.266169321,11.25083777,11.7374415,9.967957042,0.526834601,6.02195354,58.12,10.21669833,6.99458726,42.22260691,0.97804704,0.936308323,0.646981146,0.104741279,0.197592759,0.093950494,0.36609938,8.022020999,0.696888333,1.963691342,5.817862778,4.794537184,58.12,0,10.98787768,5.907179729,21.9169776,0,3.489015749,3.543791139,0.093950494,2.112130493,0
14.70270937,14.55502084,0.751873996,5.722699851,3.245748829,2.217710425,1.223150751,2.461289346,2.266142498,11.25083777,11.73743884,9.967957042,0.526350347,6.021953868,58.12,10.21669833,6.99458726,42.22260691,0.978046384,0.936308323,0.630350236,0.104741279,0.134320241,0.093950494,0.36609938,8.022021699,0.443528448,1.963811893,5.817862778,4.794537184,58.12,0,10.98787654,5.907179729,21.9169776,0,3.489018187,3.543793138,0.093950494,2.188374185,1
14.70270921,14.55502219,0.751873415,5.722703567,3.245752721,2.217719629,1.235644368,2.461302636,2.266154043,11.25083777,11.73743983,9.967957042,0.52647267,6.021954197,58.12,10.21669833,6.99458726,42.22260691,0.978045729,0.936308323,0.626530698,0.104741279,0.107582871,0.093950494,0.36609938,8.022022399,0.325677317,1.963946747,5.817862778,4.794537184,58.12,0,10.98787682,5.907179729,21.9169776,0,3.489020633,3.543795142,0.093950494,2.260903864,1
14.70270951,14.55502011,0.751874479,5.722700708,3.245412335,2.217713509,1.284355185,2.461294088,2.266146536,11.25083777,11.73743877,9.967957042,0.525710677,6.021953393,58.12,10.21669833,6.99458726,42.22260691,0.977918065,0.936308323,0.342473073,0.137016141,0.043033148,0.093950494,0.421654936,8.022020943,0.229452272,1.963419216,5.817862778,4.794537184,58.12,0,10.98787635,11.94902056,21.9169776,0,3.489015285,3.543790805,0.093950494,2.11229516,1
14.70270878,14.55515782,0.751799937,5.722692296,3.258243629,2.217691167,1.229503171,2.461266473,2.266119925,11.25083777,11.73743708,9.967957042,0.52242861,6.022019827,49.33,9.799819462,6.99458726,42.22260691,0.977966579,0.936308323,0.345153413,0.156758867,0.145095221,0.093950494,0.52563446,8.022025878,0.272758998,1.96447145,5.817862778,4.794537184,49.33,0,10.98787588,5.907179729,28.96464958,0,3.489081606,3.543837072,0.093950494,2.396855069,1
14.70270924,14.55515058,0.751801665,5.722696203,3.252726236,2.217698492,1.440650921,2.46127663,2.266128858,11.25083777,11.73743927,9.967957042,0.523980359,6.02201881,49.33,9.799819462,5.234105829,54.8775627,0.957302699,0.936308323,0.345154173,0.130971832,0.043033148,0.093950494,0.490468174,8.022023778,0.213833433,1.964152061,5.817862778,4.794537184,49.33,0,10.98787741,5.907179729,29.46756516,0,3.489074089,3.543830951,0.093950494,2.189102094,1
14.70270925,14.55515076,0.751801749,5.674178599,3.25272818,2.173959712,1.442768949,2.419841055,2.223886991,17.79559417,11.68535236,9.967957042,0.525955518,6.022019238,49.33,4.899909731,5.234105829,42.22260691,0.911031121,0.936308323,0.345154346,0.130971832,0.043033148,0.093950494,0.490468174,8.022023865,0.213833433,1.998152469,5.817862778,4.794537184,49.33,0,10.93472886,5.907179729,29.46756516,0,3.489075024,3.54383159,0.093950494,2.189102094,1
14.70270908,14.55502849,0.751873109,5.69955011,3.246893637,2.198602232,1.44759445,2.444032972,2.248258349,11.25083777,11.71123414,9.967957042,0.538407948,6.021955525,58.12,5.316788604,6.99458726,72.55444225,0.978045328,0.936308323,0.925874951,0.087232805,0.075108163,0.093950494,0.36609938,8.022023353,0.288377838,1.981921032,0,4.794537184,58.12,0,10.96082156,5.907179729,15.87513677,0,3.489025742,3.543798981,0.093950494,2.330077734,1
14.70270924,14.55515094,0.751801598,5.720356211,3.253260444,2.215589443,1.439185357,2.459018847,2.264010948,11.25083777,11.73507024,9.967957042,0.521388045,6.022018817,49.33,9.799819462,6.359790973,41.71969133,0.977885409,0.936308323,0.342109622,0.130971832,0.040150474,0.093950494,0.490468174,8.022023717,0.26421719,1.967930331,5.817862778,4.794537184,49.33,0,10.98596004,5.907179729,29.46756516,0,3.489073714,3.543830657,0.093950494,2.189764476,1
14.70270839,14.55544729,0.75180068,5.722701001,3.253260444,2.217711218,1.439285066,2.461291089,2.266143634,23.13506761,11.73744008,9.967957042,0.522914984,6.022019006,75.35,15.53348694,6.359790973,36.15623984,0.977885409,0.936821107,0.342133915,0.130971832,0.040150474,0.101742329,0.490468174,8.022024422,0.26421719,1.964603454,5.817862778,4.794537184,75.35,0,10.98787747,5.907179729,29.46756516,0,3.489076868,3.543833403,0.101742329,2.189764476,1
14.70270952,14.55501672,0.751874228,5.717676706,3.254075938,2.213224415,1.421783037,2.456837073,2.261757266,11.25083777,11.73217337,9.967957042,0.525456266,6.021953557,58.12,10.21669833,7.186236566,41.71969133,0.977945107,0.936308323,0.342130984,0.113104879,0.040150474,0.093950494,0.414672312,8.022020948,0.277851799,1.968980677,5.817862778,4.794537184,58.12,0,10.98298117,5.907179729,22.41989318,0,3.489015617,3.54379099,0.093950494,2.112957093,0
14.70270924,14.55515083,0.751801292,5.717614708,3.271881545,2.213080143,1.418459742,2.456642785,2.261582156,11.25083777,11.73215493,9.967957042,0.521110926,6.022018866,49.33,9.799819462,7.186236566,41.71969133,0.977885296,0.936308323,0.342109653,0.157193077,0.040150474,0.093950494,0.544423569,8.022023721,0.26421719,1.969401426,5.817862778,4.794537184,49.33,0,10.98297399,5.907179729,29.46756516,0,3.48907403,3.543830838,0.093950494,2.189813518,1
